Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
TN,OK,F03,T03,9.11,11.88,4.09
GA,CT,F03,T14,0.69,0.03,0.02
IL,NM,F05,T03,3.54,1.06,0.70
NJ,CA,F03,T03,281.77,130.70,185.62
FL,NV,F07,T14,0.04,0.00,0.00
IL,MT,F05,T03,61.14,20.42,14.75
NE,OK,F05,T03,203.39,104.78,28.96
OK,SD,F04,T03,7.48,22.56,13.41
CO,MN,F06,T03,10.26,42.10,18.61
NY,NH,F05,T03,40.67,14.81,2.67
NH,MN,F04,T14,0.38,0.10,0.08
OH,NY,F04,T06,0.55,6.69,1.04
MO,NH,F01,T03,0.21,0.00,0.00
NM,VA,F07,T03,2.56,1.79,1.84
VA,MS,F06,T03,34.36,16.46,6.60
IN,IA,F07,T03,109.34,199.87,49.77
CO,IL,F02,T03,2.80,18.34,7.97
OH,NH,F04,T03,18.06,14.79,5.93
TX,CA,F02,T03,5.64,11.55,10.43
WY,WY,F05,T03,3.55,2.30,0.01
IL,VA,F03,T14,18.81,0.09,0.04
WA,GA,F00,T00,0.82,0.07,0.11
SC,DE,F06,T03,3.07,3.89,1.16
NC,OR,F08,T03,18.14,22.90,32.40
NY,NC,F03,T14,1.13,0.12,0.05
OH,AZ,F07,T14,0.48,0.37,0.35
MI,CT,F06,T03,10.89,12.93,4.89
HI,SC,F07,T11,6.49,0.03,0.07
GA,VT,F06,T03,2.47,2.20,1.34
MO,IN,F07,T14,3.82,0.14,0.02
WY,MO,F09,T03,0.08,0.00,0.00
MS,AZ,F03,T03,2.81,1.69,1.35
IN,SC,F06,T03,23.86,29.45,9.10
CA,MI,F03,T14,0.69,0.19,0.23
NV,UT,F04,T03,109.65,94.40,25.83
OR,MO,F03,T03,13.51,20.84,21.29
CA,KS,F08,T03,43.64,81.88,74.10
WI,MD,F09,T14,0.14,0.00,0.00
TX,IN,F07,T03,42.50,59.43,29.23
FL,SC,F09,T03,29.58,36.64,8.36
CT,UT,F08,T03,0.05,0.03,0.03
KS,OK,F09,T03,83.29,3.22,0.20
OR,MT,F06,T03,4.77,3.23,1.51
CO,NJ,F02,T14,0.00,0.00,0.00
WI,WA,F09,T03,0.34,0.02,0.02
NV,NV,F09,T14,0.61,0.02,0.00
AL,CT,F07,T03,6.82,2.99,1.82
AR,AL,F05,T03,109.83,51.88,16.37
IA,AR,F07,T06,48.20,195.12,68.51
OH,TN,F02,T06,125.07,931.82,279.55
MN,KS,F07,T14,4.08,0.93,0.37
NH,MT,F05,T14,0.00,0.00,0.00
PA,IL,F06,T03,442.67,389.84,138.14
MN,WV,F07,T03,0.88,1.19,0.55
ME,NE,F03,T03,0.04,0.01,0.01
WI,MS,F07,T14,1.53,0.68,0.26
AR,CA,F05,T03,444.39,291.11,238.37
ME,ME,F05,T14,0.22,0.04,0.00
VT,FL,F06,T14,0.29,0.03,0.02
UT,ND,F03,T14,0.01,0.00,0.00
KS,LA,F05,T03,443.58,150.12,69.64
TN,CA,F07,T03,207.82,161.31,164.36
NC,MN,F02,T03,1.77,7.06,4.82
NE,AR,F05,T03,14.14,5.89,1.87
TX,SD,F07,T03,2.67,15.27,7.44
NE,AR,F06,T03,6.23,40.63,14.20
RI,RI,F05,T03,77.81,60.53,0.45
NC,TX,F05,T03,593.16,845.07,586.98
NJ,NE,F07,T03,35.12,27.26,17.62
UT,NM,F04,T03,0.09,0.14,0.05
CA,KY,F04,T03,7.49,5.79,6.68
DE,NJ,F07,T03,73.24,73.31,3.23
FL,AR,F03,T03,3.47,3.27,1.73
NE,WA,F04,T00,1.35,1.22,1.18
TX,NM,F03,T14,3.33,1.34,0.66
NM,NM,F09,T03,3.46,0.20,0.00
OH,LA,F03,T11,0.12,0.04,0.02
FL,SD,F05,T03,5.31,1.99,1.68
MO,LA,F04,T03,12.26,28.33,11.89
MO,GA,F01,T03,1.09,0.02,0.01
UT,NC,F05,T03,13.85,9.05,9.59
MN,SD,F07,T03,133.11,643.31,55.62
MA,MD,F03,T03,20.93,1.39,0.29
FL,CT,F07,T14,0.24,0.01,0.01
MN,CO,F05,T03,11.82,7.57,3.60
ID,MN,F02,T03,1.03,7.71,4.81
KS,AL,F05,T03,135.13,57.10,31.49
NH,AZ,F07,T11,0.01,0.00,0.00
TN,TN,F08,T03,1896.56,1763.84,28.68
CO,SD,F02,T03,1.13,19.29,5.05
IN,WV,F07,T03,37.77,67.39,12.34
MN,ND,F05,T14,0.60,0.02,0.00
MN,IL,F05,T14,0.96,0.04,0.01
OK,TN,F07,T03,4.85,3.54,1.01
AZ,OK,F03,T03,1.75,3.95,2.20
HI,RI,F03,T14,0.23,0.02,0.06
TX,NH,F07,T03,14.94,18.57,16.90
SD,SD,F04,T03,1075.35,8077.41,245.15
NY,NJ,F00,T00,1.64,0.19,0.05
TN,NE,F07,T14,16.98,0.57,0.22
ID,NH,F07,T14,1.58,0.05,0.07
AZ,TX,F03,T03,35.81,88.60,45.69
MA,MA,F05,T14,0.00,0.00,0.00
KY,MO,F04,T03,15.88,19.43,4.83
NE,LA,F07,T00,0.31,1.25,0.66
TX,AZ,F08,T03,28.49,11.10,5.79
IA,TX,F04,T00,5.38,51.51,34.75
AZ,MA,F04,T03,4.84,6.15,8.28
MS,UT,F03,T03,0.02,0.01,0.01
FL,IA,F03,T03,9.74,34.10,25.21
NY,AZ,F06,T03,65.41,35.09,41.67
WV,NY,F07,T03,2.94,20.11,5.32
VA,IA,F05,T03,4.15,0.49,0.29
PA,IN,F07,T14,2.13,0.30,0.10
OH,TX,F05,T14,3.17,0.70,0.45
WY,UT,F07,T03,31.33,72.80,14.92
TX,RI,F07,T14,0.21,0.01,0.01
TX,WA,F03,T14,6.85,3.04,4.00
OH,KS,F06,T03,42.99,30.45,11.50
NJ,NY,F02,T03,27.79,23.70,0.57
TX,CO,F06,T03,421.57,265.53,121.24
AZ,WI,F07,T14,0.73,0.02,0.02
NE,WY,F04,T14,0.03,0.00,0.00
IA,VT,F07,T06,38.99,148.79,100.65
FL,DC,F05,T03,5.96,1.49,0.79
ID,IL,F07,T00,4.98,16.60,13.52
VA,FL,F08,T14,0.38,0.06,0.03
IA,IA,F07,T06,132.17,233.31,18.33
WV,TX,F09,T14,0.53,0.08,0.06
FL,LA,F04,T03,4.16,12.29,3.23
CO,NE,F05,T03,115.22,34.82,8.60
SD,UT,F05,T03,52.65,43.83,23.60
ME,SC,F08,T03,0.81,0.81,0.44
MN,IL,F06,T00,15.91,69.16,22.44
KS,TX,F04,T03,177.00,566.77,148.95
GA,MS,F03,T14,0.27,0.02,0.00
OK,GA,F05,T03,90.84,82.05,50.10
VT,IL,F06,T03,0.22,0.11,0.06
ID,MD,F03,T06,4.31,34.31,41.43
MN,MA,F06,T03,20.20,19.13,12.74
PA,IL,F08,T14,0.10,0.02,0.01
NJ,NY,F07,T14,45.20,5.64,0.68
WA,AZ,F03,T03,41.72,72.45,58.43
IL,KY,F06,T03,157.22,179.16,33.59
VT,MI,F04,T03,2.44,7.11,3.09
WA,KY,F07,T00,1.08,2.11,2.78
OK,LA,F07,T00,24.90,12.06,4.14
MI,TN,F07,T03,287.25,439.25,149.70
VT,OH,F06,T03,1.73,1.22,0.41
IL,IA,F04,T14,0.16,0.02,0.00
NH,NJ,F07,T14,0.08,0.01,0.00
WI,SC,F04,T14,15.84,12.12,5.71
ID,NV,F06,T06,1.04,7.30,2.54
NM,KS,F07,T03,60.68,50.28,17.20
NM,SC,F07,T03,0.08,0.05,0.05
CO,NM,F06,T03,104.06,205.66,38.41
CA,OK,F02,T03,0.59,0.54,0.42
IL,IL,F05,T03,8717.47,4420.11,124.23
IA,NV,F04,T00,6.69,12.57,11.94
KS,PA,F04,T03,28.75,22.37,15.01
MN,MT,F08,T03,0.17,0.11,0.04
UT,VT,F02,T03,0.59,4.60,5.30
NH,IL,F00,T00,0.01,0.00,0.00
CA,TX,F07,T14,659.02,47.95,37.68
MO,FL,F09,T14,1.47,0.13,0.07
IA,TX,F07,T00,182.33,778.39,336.59
NY,MA,F00,T00,10.77,24.81,4.58
TN,GA,F09,T03,27.45,1.23,0.10
NY,WV,F09,T14,0.04,0.00,0.00
CO,TN,F05,T03,25.09,7.74,4.50
WI,OR,F08,T03,29.51,84.96,87.89
SC,ME,F04,T03,0.74,1.07,0.74
KY,CA,F07,T14,0.75,0.07,0.08
NJ,NY,F07,T11,38.29,2.88,0.73
CA,IL,F06,T06,15.72,32.99,36.33
TX,VA,F03,T14,4.57,1.66,1.43
TX,AR,F07,T06,9.65,23.25,6.67
WA,AZ,F07,T14,0.75,0.06,0.04
NY,NE,F08,T03,3.58,7.91,4.26
VT,TX,F06,T14,0.90,0.14,0.13
MO,OK,F04,T03,363.65,1139.14,163.72
NE,KS,F02,T03,697.93,6327.02,539.79
SD,WI,F04,T03,0.13,0.42,0.08
CO,AL,F07,T14,0.06,0.00,0.00
MO,AL,F02,T07,141.61,1429.43,464.78
KY,MN,F05,T03,6.53,18.97,8.25
WA,NC,F03,T11,0.71,0.10,0.12
WA,AZ,F05,T03,26.36,9.59,7.51
UT,OK,F03,T14,0.13,0.01,0.00
CA,NY,F05,T06,5.64,3.38,5.25
CA,LA,F02,T03,60.24,362.30,416.71
MD,DE,F08,T03,11.29,15.66,0.57
NV,CA,F05,T03,3.63,2.32,0.15
SD,WY,F07,T03,3.53,8.10,1.45
CT,FL,F07,T14,23.62,7.41,4.56
NE,PA,F07,T14,0.09,0.01,0.01
MI,KY,F06,T03,27.77,14.55,2.78
IN,CA,F07,T06,6.37,2.41,3.05
GA,NY,F05,T00,34.46,57.58,30.82
MN,WA,F03,T06,77.55,324.26,265.08
NJ,NJ,F03,T14,2.64,1.54,0.04
CT,TX,F09,T03,0.07,0.01,0.01
NY,OH,F07,T06,0.04,0.70,0.17
MN,SD,F04,T03,142.01,155.24,18.14
VT,CO,F07,T14,0.37,0.02,0.02
OK,KS,F02,T03,342.56,2612.38,496.70
MT,AZ,F00,T00,0.01,0.01,0.01
MI,OH,F02,T03,104.64,818.42,26.30
AL,KS,F03,T03,0.60,1.21,0.60
IL,NJ,F09,T14,0.20,0.02,0.01
UT,IL,F08,T03,1.15,1.65,1.16
KY,VA,F08,T00,0.83,0.26,0.12
MN,WA,F04,T00,3.30,3.91,3.83
AR,ID,F07,T03,5.67,2.10,1.62
NJ,KY,F05,T03,10.97,2.89,1.16
MA,OH,F06,T03,32.61,19.41,6.59
NY,VA,F06,T14,0.06,0.03,0.01
WI,OR,F04,T03,84.72,57.30,55.35
TX,WI,F07,T03,130.06,304.12,183.64
NM,AZ,F07,T03,23.02,33.27,7.85
WV,NY,F07,T14,0.00,0.00,0.00
KS,NV,F04,T03,3.36,1.98,1.62
PA,SC,F05,T03,21.30,9.09,2.97
UT,PA,F03,T14,0.48,0.01,0.01
CA,TX,F02,T03,16.59,38.15,38.11
IA,AZ,F07,T00,66.18,349.24,313.09
MO,GA,F07,T03,304.62,316.53,113.79
TN,TX,F01,T03,36.81,34.44,13.43
NC,MI,F08,T03,9.89,22.62,7.93
AL,TN,F05,T03,106.92,54.33,5.30
OH,MD,F03,T03,125.31,330.22,73.27
TX,NC,F00,T00,2.20,0.42,0.21
MI,OH,F05,T03,193.07,140.91,18.85
TX,OR,F08,T03,25.00,43.92,46.88
TN,OK,F08,T03,41.85,7.89,2.96
VA,WA,F03,T03,5.60,1.87,2.92
MO,SD,F07,T03,14.87,37.94,11.52
MN,AR,F05,T03,20.50,13.64,7.00
NV,NV,F07,T14,0.04,0.03,0.00
NH,CT,F07,T03,88.60,176.18,12.44
FL,OH,F08,T03,27.16,16.81,7.43
FL,WY,F00,T00,0.00,0.01,0.00
KY,KY,F05,T14,0.20,0.08,0.01
CT,OK,F06,T03,1.93,0.77,0.62
IA,GA,F07,T06,126.01,903.27,472.91
LA,VA,F04,T03,4.48,37.07,16.33
ME,AL,F04,T14,1.17,0.22,0.14
TN,FL,F06,T06,14.52,3.73,1.78
MN,SC,F03,T03,8.71,10.37,7.20
IL,GA,F04,T06,2.91,20.72,12.44
NJ,DE,F06,T03,37.03,28.95,0.71
OH,GA,F06,T03,228.98,244.35,73.65
CA,OH,F09,T03,2.04,0.03,0.04
NE,VA,F04,T03,1.62,1.35,0.83
PA,CT,F04,T03,84.15,70.35,8.92
CA,TX,F07,T03,2582.59,2878.37,2254.08
OH,WI,F08,T03,67.40,140.93,33.65
FL,OH,F09,T03,85.29,2.91,1.36
NY,TX,F05,T03,56.02,12.90,11.19
TX,MO,F07,T14,3.62,0.58,0.22
OH,MA,F08,T03,20.45,43.83,17.97
TN,TN,F07,T14,0.05,0.00,0.00
SD,IL,F05,T03,100.08,74.20,22.53
CO,IA,F04,T03,5.21,12.70,5.30
CO,TX,F05,T03,418.74,149.51,87.37
WI,MT,F05,T03,2.70,1.85,1.06
TN,PA,F06,T00,8.01,17.78,10.46
MD,NY,F05,T03,188.34,48.60,5.73
TX,GA,F04,T06,2.97,2.59,1.53
GA,ID,F06,T03,1.94,0.37,0.41
UT,ND,F07,T03,0.12,0.07,0.05
MI,NJ,F05,T03,182.78,63.19,19.60
IL,MS,F04,T14,0.27,0.01,0.00
OR,OR,F07,T06,211.34,199.70,1.38
LA,SC,F05,T03,14.28,7.76,2.71
FL,UT,F03,T03,19.40,7.48,9.46
CA,VT,F07,T14,0.08,0.01,0.01
FL,IN,F09,T03,227.72,8.94,4.77
SC,AZ,F05,T03,3.45,3.63,3.96
FL,VT,F08,T03,0.03,0.02,0.02
NY,VT,F06,T03,1.46,0.81,0.10
AR,MN,F07,T03,35.04,10.97,5.39
NE,NJ,F04,T03,1.63,1.13,0.70
MN,MA,F08,T03,0.73,0.45,0.33
MO,NM,F07,T06,20.67,90.67,36.86
CA,SD,F08,T14,0.00,0.00,0.00
WI,KY,F03,T03,23.15,135.69,25.44
HI,HI,F05,T00,17.28,4.43,0.43
IL,AR,F06,T03,28.42,48.37,14.37
AK,AK,F05,T11,27.26,5.62,1.19
PA,GA,F06,T00,10.38,9.73,5.01
IL,CT,F05,T03,60.12,11.59,5.39
NY,NE,F03,T14,0.73,0.06,0.03
MI,TX,F07,T14,1.94,0.14,0.09
PA,PA,F03,T14,0.19,0.03,0.00
MD,GA,F07,T14,0.24,0.07,0.03
IA,NV,F05,T03,67.05,13.21,10.10
IN,MN,F06,T03,63.92,35.95,10.78
SD,KS,F04,T14,0.04,0.01,0.00
KS,OK,F00,T00,6.88,0.98,0.04
OH,ME,F07,T03,107.48,85.82,39.23
UT,UT,F03,T14,3.68,0.15,0.01
MO,NJ,F07,T03,34.59,51.85,30.48
IN,WI,F06,T03,75.04,99.69,14.90
OR,WA,F06,T14,1.08,0.24,0.04
MN,OK,F03,T03,0.42,0.11,0.04
MI,MI,F07,T03,7389.75,15438.15,504.49
UT,KS,F07,T14,0.62,0.04,0.02
IL,ND,F05,T03,0.99,0.27,0.09
IN,NY,F00,T00,36.66,219.86,48.37
NY,DC,F08,T03,0.53,0.75,0.15
CA,RI,F08,T00,0.85,0.61,1.01
IN,DE,F03,T14,0.13,0.04,0.01
AL,CA,F09,T14,0.35,0.01,0.01
FL,PA,F04,T03,2.51,0.01,0.01
IN,CO,F08,T14,0.01,0.00,0.00
KY,GA,F07,T03,213.35,389.36,70.40
WY,AR,F07,T03,9.55,20.34,11.49
PA,MD,F07,T03,1371.24,2730.84,171.20
VA,SC,F07,T03,121.19,241.67,36.30
SC,UT,F03,T14,0.04,0.00,0.00
OK,CO,F06,T03,15.41,42.79,14.73
IL,CT,F07,T03,50.76,27.39,12.13
OK,NY,F06,T03,11.61,15.74,11.18
CO,RI,F08,T03,2.57,3.77,3.66
OK,KS,F04,T03,128.22,262.11,33.86
GA,AL,F07,T03,700.22,804.04,71.07
AL,GA,F06,T03,9.57,5.42,0.60
MN,AZ,F04,T03,0.03,0.07,0.06
OR,MO,F07,T03,174.39,70.26,72.44
FL,LA,F06,T03,88.28,25.02,10.24
MI,TX,F06,T03,218.45,175.73,110.36
MS,LA,F03,T07,91.43,421.04,95.79
TX,IL,F06,T03,76.11,75.11,42.22
CA,AL,F05,T11,1.21,0.31,0.29
TN,LA,F07,T07,100.20,389.80,114.99
CT,VA,F04,T03,3.01,3.33,0.61
NE,MI,F09,T03,10.30,0.35,0.12
IA,MI,F07,T14,0.49,0.11,0.03
MS,PA,F04,T03,5.37,23.37,12.91
CO,WA,F02,T03,0.21,0.05,0.04
TN,NY,F07,T03,176.22,314.39,134.20
MO,ID,F09,T03,0.19,0.03,0.02
HI,AL,F05,T11,2.01,0.12,0.28
NE,OH,F07,T03,47.58,11.38,4.96
TN,IN,F04,T03,1.44,3.27,0.85
DE,MD,F02,T03,11.18,60.07,1.28
MN,MO,F06,T03,145.67,198.89,52.17
CO,NH,F08,T03,15.71,36.68,36.79
FL,GA,F07,T11,0.72,0.02,0.01
MI,KS,F02,T03,5.41,3.61,1.37
FL,TN,F08,T03,27.06,57.85,18.44
WA,TX,F07,T03,102.13,187.37,203.68
UT,WY,F06,T03,9.76,6.70,0.63
VA,LA,F07,T03,5.25,7.95,4.09
MS,IL,F07,T03,0.46,2.58,0.91
MT,MN,F07,T06,16.97,45.76,24.31
AR,TX,F03,T03,0.38,16.50,2.46
MO,MS,F05,T03,63.60,44.49,13.11
WA,ME,F03,T03,17.75,14.28,24.02
IL,OK,F09,T14,0.00,0.00,0.00
MA,NC,F03,T03,5.08,0.23,0.10
ID,CO,F03,T14,0.01,0.01,0.00
WI,LA,F00,T00,391.33,2009.56,1333.27
NJ,NY,F05,T03,3532.46,1694.49,58.06
SD,NH,F07,T14,0.05,0.01,0.01
ID,CA,F07,T03,718.98,1070.61,428.98
WA,DC,F03,T03,1.49,0.97,1.37
SD,NE,F04,T00,6.08,71.19,17.65
NY,MD,F00,T00,13.41,47.93,9.23
ND,SD,F05,T03,4.48,1.93,0.17
NJ,AL,F08,T03,3.36,0.65,0.32
TN,KS,F04,T03,3.52,43.56,15.60
MO,SC,F07,T14,0.69,0.04,0.02
IN,KY,F00,T00,0.02,0.03,0.00
PA,WA,F07,T03,46.86,51.69,70.41
DE,CA,F07,T14,0.01,0.00,0.00
ND,OH,F06,T03,9.89,21.38,12.09
IA,IL,F06,T14,0.39,0.00,0.00
NE,ND,F08,T03,0.10,0.20,0.05
WY,PA,F09,T03,2.97,0.13,0.13
NJ,MN,F03,T14,0.01,0.00,0.00
AZ,MD,F07,T03,23.70,26.05,31.04
PA,KS,F06,T03,5.06,5.89,3.75
NJ,KS,F08,T03,1.33,0.61,0.37
NY,NH,F06,T14,0.05,0.04,0.01
SC,OK,F09,T14,0.98,0.01,0.00
OR,AZ,F06,T03,13.77,21.81,13.76
FL,CA,F07,T03,445.10,614.83,814.22
TN,TN,F04,T03,245.93,1854.95,77.06
CA,AL,F08,T14,2.41,0.13,0.16
ND,AL,F07,T03,1.01,2.91,2.10
CT,IL,F04,T03,1.50,0.75,0.34
NE,ND,F06,T03,16.14,13.20,3.71
WA,KS,F07,T03,1.95,3.23,2.80
TX,TX,F07,T06,105.12,528.21,115.81
TX,NJ,F04,T03,44.09,33.54,30.36
IA,VA,F04,T06,23.65,57.11,36.96
IL,CA,F07,T00,361.79,758.40,894.60
IN,TN,F04,T03,144.66,200.74,25.93
IA,UT,F08,T00,25.15,73.05,45.91
WI,VT,F07,T03,18.40,26.31,17.82
ID,OH,F03,T14,0.16,0.02,0.02
NJ,NJ,F08,T03,4421.17,3728.70,45.34
AL,IL,F05,T03,406.18,365.45,130.78
GA,MA,F03,T03,11.23,11.69,6.47
NC,TX,F03,T06,31.96,12.93,11.28
VA,IN,F09,T03,3.55,0.59,0.20
WI,NH,F04,T14,1.70,0.46,0.26
MS,MN,F07,T03,0.25,1.99,1.21
LA,LA,F05,T03,1860.68,1970.10,55.70
PA,ME,F05,T03,119.39,36.29,8.21
IA,ID,F05,T03,10.88,0.87,0.67
AL,PA,F05,T03,127.98,83.81,35.35
VT,ME,F04,T03,18.62,64.17,7.47
IA,NC,F07,T03,36.51,8.96,5.14
IL,MI,F07,T06,23.87,61.20,9.30
NM,VT,F03,T14,0.13,0.00,0.00
IL,WV,F03,T14,0.60,0.06,0.02
HI,MI,F07,T11,0.08,0.01,0.03
MN,KS,F07,T03,115.47,154.86,36.27
IA,MO,F07,T03,376.23,1038.32,125.44
UT,CA,F04,T14,0.09,0.08,0.02
MO,CO,F08,T03,80.99,112.20,49.73
OH,AZ,F00,T00,0.27,0.01,0.01
WA,OR,F02,T03,8.40,52.97,7.52
VA,IL,F08,T14,0.03,0.02,0.01
OH,MN,F07,T14,0.54,0.21,0.08
NC,KY,F07,T14,1.64,0.19,0.03
SD,WA,F04,T06,69.23,409.06,345.86
NY,PA,F08,T03,295.31,351.83,45.22
MN,OR,F05,T03,111.70,59.48,50.05
IL,MA,F06,T06,6.45,7.57,3.98
UT,WA,F07,T14,2.07,0.14,0.07
CA,IA,F03,T03,40.91,35.77,32.00
ID,MT,F05,T03,7.99,3.98,0.95
OK,LA,F06,T03,4.55,5.56,1.99
RI,VT,F07,T03,11.38,34.78,1.93
MO,GA,F08,T03,8.09,4.76,2.02
MA,OR,F07,T03,10.96,3.94,6.21
KY,MO,F07,T03,113.16,150.61,27.66
MO,UT,F00,T00,0.00,0.00,0.00
IN,SC,F08,T14,0.01,0.00,0.00
NY,AZ,F07,T14,0.29,0.06,0.08
NY,RI,F05,T03,9.22,6.15,0.65
AZ,VA,F07,T14,0.57,0.02,0.02
IN,KS,F02,T03,20.34,142.25,38.99
WI,AK,F05,T03,53.85,17.96,32.56
TN,OH,F05,T03,83.60,48.23,9.48
DE,MA,F07,T03,9.00,10.58,2.02
NE,AL,F04,T14,0.01,0.00,0.00
TN,CA,F08,T03,63.55,16.97,17.48
NC,IN,F04,T03,0.82,1.94,0.71
CA,MN,F04,T00,6.76,19.87,21.57
LA,LA,F02,T07,7244.07,51049.01,1085.65
SD,NE,F05,T03,87.00,65.89,8.35
AR,IL,F06,T03,45.77,32.74,10.33
ME,GA,F08,T03,0.65,0.70,0.42
IL,NE,F06,T14,0.25,0.03,0.01
NM,MI,F07,T03,40.19,31.66,23.55
ME,IN,F04,T03,0.33,0.02,0.01
IA,PA,F06,T06,32.40,211.36,112.44
MT,IL,F07,T06,22.18,59.13,32.45
WA,CA,F06,T03,140.66,228.28,107.10
NE,CA,F07,T14,0.05,0.01,0.01
TN,PA,F03,T14,0.23,0.06,0.03
TN,MN,F08,T03,0.18,0.05,0.02
IA,WA,F05,T03,167.54,66.66,55.47
IL,NY,F03,T03,126.34,11.62,4.17
MI,OK,F03,T03,1.64,1.80,0.77
IL,OH,F09,T03,26.12,1.66,0.36
CO,MD,F08,T03,8.61,12.70,10.85
GA,TN,F03,T14,0.43,0.06,0.01
ND,OK,F03,T03,7.60,24.57,11.68
LA,CT,F00,T00,12.28,57.15,53.38
VA,MS,F07,T03,0.22,0.34,0.16
KY,IN,F08,T03,165.14,77.98,5.99
MO,NV,F08,T14,0.00,0.00,0.00
ND,MA,F02,T06,130.59,975.79,930.90
MS,CA,F00,T00,0.00,0.00,0.00
VT,VA,F07,T03,50.07,35.03,11.96
ID,OK,F03,T14,0.76,0.00,0.00
VA,NJ,F00,T00,10.95,34.33,6.11
VA,OK,F05,T03,0.35,0.10,0.07
FL,NJ,F07,T03,466.03,596.78,344.52
MO,NC,F09,T14,0.23,0.01,0.00
TN,WY,F03,T14,1.19,0.13,0.09
NC,WY,F07,T03,0.86,0.17,0.16
CA,OH,F07,T06,203.13,667.44,920.56
AR,TX,F05,T03,1326.75,620.14,207.77
MD,TX,F05,T03,5.88,5.30,4.15
OH,MN,F04,T03,57.75,131.84,53.50
IA,WA,F06,T00,2.54,8.77,9.80
SD,ID,F02,T03,2.18,16.51,5.78
ID,MO,F07,T06,107.36,203.97,147.15
CA,PA,F05,T11,17.06,1.35,1.50
KS,SD,F07,T03,5.33,17.70,4.07
IA,WA,F03,T06,651.25,2645.25,2571.18
IL,WI,F03,T14,9.27,0.19,0.03
IN,NV,F03,T14,0.24,0.07,0.07
MA,AL,F08,T03,0.05,0.09,0.05
WA,OR,F04,T03,159.69,243.67,46.15
NC,PA,F05,T03,708.27,674.59,173.66
WY,MI,F09,T03,0.06,0.01,0.01
SC,MA,F03,T03,3.41,7.57,3.17
GA,OH,F07,T14,0.61,0.05,0.02
NH,MI,F07,T11,0.07,0.00,0.00
MN,VT,F07,T03,2.92,3.68,2.61
PA,VA,F03,T03,74.78,104.07,11.89
NC,LA,F08,T03,16.59,22.43,10.82
WA,ID,F06,T03,369.13,609.79,129.68
VA,WV,F09,T03,6.11,0.35,0.06
PA,DC,F08,T03,0.08,0.02,0.00
MI,FL,F03,T03,10.82,2.15,1.47
WI,NV,F07,T14,0.80,0.49,0.41
AL,WI,F05,T03,66.02,60.43,24.12
VA,CA,F09,T03,16.01,4.44,5.90
ME,WV,F06,T03,0.44,0.14,0.08
OR,WA,F04,T03,98.52,969.37,38.09
NY,SC,F09,T14,0.15,0.01,0.00
MO,CT,F04,T14,0.29,0.17,0.10
WI,KY,F06,T14,0.00,0.00,0.00
TN,GA,F03,T03,292.94,443.87,57.53
NH,RI,F08,T03,18.89,34.88,1.67
OH,WV,F02,T06,3.63,23.11,2.54
NY,MS,F05,T03,0.23,0.11,0.05
CA,AZ,F05,T11,7.67,1.20,0.22
OH,LA,F07,T03,10.45,4.49,1.98
KS,MN,F06,T14,0.00,0.00,0.00
NY,KY,F03,T14,1.00,0.02,0.00
VT,VT,F07,T03,908.99,1450.61,16.56
NY,KS,F05,T03,126.82,64.85,32.59
MA,IL,F03,T03,14.02,9.87,5.17
OR,PA,F03,T03,47.87,50.46,73.14
SC,LA,F06,T03,19.23,28.00,9.27
TN,NJ,F00,T00,1.93,0.06,0.03
KS,TN,F06,T00,14.88,84.07,29.74
OR,KY,F07,T14,0.01,0.00,0.00
WA,LA,F03,T11,0.46,0.05,0.05
NC,WI,F02,T14,0.48,0.06,0.03
LA,GA,F00,T00,1065.22,3969.86,1583.95
NV,MN,F07,T14,0.34,0.07,0.06
MT,GA,F07,T14,0.04,0.00,0.00
AL,MI,F07,T03,119.31,426.68,172.99
GA,IN,F03,T14,1.59,0.11,0.05
WI,IL,F00,T00,69.66,222.99,11.43
VA,TN,F05,T03,39.64,15.50,0.42
CO,IN,F05,T03,5.62,2.59,1.47
CA,NY,F07,T14,346.46,20.02,27.13
WA,AK,F00,T00,30.17,18.78,13.07
NV,ID,F04,T03,39.84,34.30,8.74
NC,LA,F09,T03,0.93,0.09,0.04
WY,OH,F09,T03,0.15,0.02,0.02
GA,UT,F07,T14,0.01,0.00,0.00
MN,AR,F06,T03,24.10,14.48,7.82
TX,NJ,F06,T14,0.76,0.14,0.12
MO,UT,F06,T03,44.59,44.91,29.26
KS,VA,F06,T03,1.02,0.33,0.19
KS,AR,F08,T03,0.36,0.48,0.15
GA,NE,F05,T03,4.46,2.77,1.41
NY,AL,F07,T14,5.49,0.73,0.33
DE,VA,F05,T03,120.63,123.79,10.18
OK,SC,F05,T03,7.16,1.92,0.94
MD,AR,F08,T03,0.38,0.26,0.14
KS,NH,F00,T00,0.02,0.00,0.00
CT,FL,F08,T03,1.89,1.79,1.12
IL,WI,F02,T03,2.50,13.09,0.35
DE,OH,F07,T03,9.08,8.92,1.81
VT,GA,F06,T14,1.07,0.13,0.07
CT,NJ,F05,T03,9.74,1.91,0.14
CO,CA,F02,T06,20.67,147.51,112.62
MA,NJ,F03,T03,80.41,64.22,9.30
MO,SC,F04,T14,0.12,0.06,0.02
UT,ID,F06,T03,45.75,37.28,5.44
MN,NJ,F06,T06,44.78,161.29,106.98
NY,VT,F03,T03,4.27,0.44,0.03
IN,CA,F07,T00,15.20,15.66,17.17
