Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
AR,AR,F06,T05,3.86,8.02,0.08
PA,AR,F04,T04,8.25,17.70,8.76
MA,MA,F04,T04,144.39,132.70,0.39
OK,MN,F02,T04,8.19,57.82,23.09
ID,GA,F07,T06,5.39,19.25,22.59
TX,DE,F00,T00,0.25,0.03,0.03
ME,VA,F03,T04,3.96,11.89,6.03
CT,TX,F02,T04,148.88,269.29,247.07
IN,AR,F03,T04,0.59,0.78,0.26
ME,IN,F06,T04,2.79,1.28,0.72
NE,IA,F04,T14,0.00,0.00,0.00
CA,CA,F02,T05,253.74,1417.54,70.07
CT,IN,F00,T00,1.92,1.27,0.53
ND,KY,F03,T04,26.00,224.23,112.65
NM,GA,F06,T04,55.17,42.69,32.38
TX,MI,F03,T04,4.96,6.57,5.57
IL,MN,F09,T04,0.77,0.11,0.02
MI,IN,F03,T05,17.20,16.76,1.06
PA,MA,F05,T04,61.34,19.98,3.40
VT,VT,F04,T04,19.75,65.42,1.38
MI,NM,F03,T04,0.94,0.41,0.31
GA,NC,F05,T04,619.86,495.39,107.41
UT,TX,F07,T14,27.08,0.92,0.67
AL,FL,F03,T05,5.52,2.16,0.15
PA,NC,F04,T05,49.75,70.00,15.07
CT,OR,F07,T04,5.35,1.26,1.86
AR,MO,F05,T05,89.57,36.91,0.84
TN,WV,F04,T14,0.11,0.01,0.01
WI,MT,F07,T14,3.17,1.44,1.18
IL,CA,F03,T06,6.80,39.81,43.28
IL,OK,F06,T04,43.70,41.40,17.18
IL,MI,F05,T04,545.22,202.23,27.98
OR,KS,F07,T04,0.01,0.01,0.01
NJ,DE,F07,T04,3.79,17.50,0.84
WA,MN,F07,T04,23.64,42.30,33.72
AL,CT,F07,T04,6.82,2.99,1.82
IA,NV,F08,T00,44.30,120.64,107.31
SD,WA,F02,T06,455.19,3825.20,3310.31
SC,CA,F04,T14,0.08,0.01,0.02
AL,MN,F08,T04,2.27,1.05,0.57
FL,CA,F06,T14,0.04,0.00,0.00
NC,SC,F09,T14,0.34,0.01,0.00
TN,FL,F06,T04,172.65,196.98,60.91
KY,SC,F06,T04,28.36,24.11,6.15
TN,MS,F06,T05,93.13,99.08,15.12
KS,AR,F06,T06,5.51,10.26,1.70
TN,AK,F04,T14,0.53,0.03,0.05
IL,LA,F02,T08,896.76,6670.65,3869.60
NC,OH,F06,T04,255.17,219.81,57.95
NE,NE,F05,T04,2089.17,1150.14,56.42
GA,IN,F03,T04,5.03,9.41,3.60
FL,LA,F09,T04,9.99,0.63,0.30
VA,DE,F05,T04,42.42,26.03,3.16
OH,WI,F06,T06,0.94,4.58,0.67
WI,LA,F07,T00,6.76,11.56,6.06
PA,KY,F07,T14,0.42,0.22,0.06
TN,AZ,F05,T04,5.88,1.49,1.39
VA,KY,F09,T04,7.11,0.48,0.12
KY,NM,F05,T04,3.72,4.64,3.03
TX,CA,F07,T14,8.60,1.57,1.43
KY,NY,F03,T14,0.86,0.04,0.02
PA,WI,F04,T04,8.06,9.73,3.62
NV,NY,F03,T04,18.45,17.46,23.96
SD,WI,F07,T14,0.02,0.00,0.00
TN,NE,F00,T00,12.48,33.95,15.68
LA,MO,F02,T04,0.09,0.60,0.18
CA,LA,F08,T14,6.36,0.61,0.67
AZ,TX,F06,T04,9.72,5.20,3.04
IL,AR,F06,T04,28.42,48.37,14.37
MO,UT,F07,T04,111.22,88.76,57.97
MA,SC,F08,T04,1.07,1.79,0.83
WY,IL,F00,T00,1.94,6.48,4.81
CT,PA,F04,T05,1.43,1.39,0.16
UT,MI,F06,T04,2.76,7.24,5.44
IL,MS,F05,T14,1.07,0.10,0.04
ME,UT,F04,T14,0.32,0.02,0.02
IL,DC,F05,T04,15.49,0.85,0.30
SC,RI,F05,T04,5.19,3.38,1.57
TX,FL,F05,T04,912.01,451.35,306.38
IN,FL,F08,T04,3.28,5.98,3.07
TX,MT,F03,T14,2.41,1.05,1.13
OK,GA,F06,T04,38.73,59.39,25.18
WI,CA,F04,T00,3.84,1.70,2.23
GA,MS,F01,T04,2.65,1.89,0.25
AZ,HI,F03,T14,0.01,0.00,0.00
IN,KS,F07,T14,0.23,0.09,0.04
CA,NC,F07,T06,9.25,13.31,20.43
IN,FL,F08,T14,0.06,0.03,0.02
OR,NJ,F03,T04,22.70,17.65,26.45
IA,ID,F04,T04,31.41,129.86,80.64
OK,MO,F05,T05,11.61,6.46,0.93
MO,AL,F05,T04,14.91,13.34,5.35
MI,SC,F02,T06,224.95,2031.78,932.59
UT,NH,F07,T14,0.22,0.01,0.01
MT,NH,F04,T14,0.01,0.00,0.00
IN,WI,F07,T06,6.94,61.50,4.12
KS,NH,F01,T04,0.53,0.01,0.01
OK,LA,F04,T04,5.80,14.16,3.90
CA,IL,F06,T14,0.67,0.22,0.22
TN,CA,F06,T04,221.19,168.21,169.16
KY,LA,F03,T08,64.40,304.58,128.37
KY,OH,F09,T04,31.52,1.73,0.13
CO,TN,F07,T04,52.57,29.50,18.23
SC,OH,F06,T04,271.09,214.74,59.85
VT,IN,F07,T04,42.25,19.55,8.50
UT,NM,F03,T04,16.33,1.49,0.37
WV,IN,F07,T04,1.75,3.28,0.52
NE,MI,F06,T06,6.65,47.06,18.64
PA,MN,F04,T04,10.36,89.21,47.37
NJ,WA,F00,T00,0.35,0.02,0.02
FL,AZ,F03,T14,173.29,0.09,0.10
ND,WA,F02,T06,143.57,990.39,747.76
NY,NH,F07,T14,5.57,0.75,0.16
MN,AZ,F06,T14,0.02,0.01,0.01
UT,NJ,F07,T04,13.22,0.69,0.75
OR,OH,F08,T14,0.22,0.04,0.05
UT,CT,F00,T00,3.10,6.14,7.69
KS,AK,F05,T14,0.68,0.07,0.10
WI,MN,F04,T04,116.12,400.14,30.09
FL,NJ,F09,T14,24.40,0.57,0.32
IN,TN,F06,T14,0.02,0.00,0.00
NH,MA,F05,T05,147.73,79.99,2.26
WA,GA,F07,T14,1.12,0.06,0.08
NC,LA,F05,T04,62.34,116.26,52.43
NC,MD,F07,T05,5.79,19.88,3.60
KS,MI,F07,T04,64.53,93.06,35.14
MA,OH,F04,T04,0.73,0.07,0.02
KY,NE,F09,T04,1.32,0.09,0.03
WI,MD,F05,T04,67.85,19.24,9.43
TX,MS,F07,T05,7.00,15.96,3.60
GA,SC,F08,T04,51.60,147.76,21.87
KS,IN,F05,T04,132.45,109.31,43.02
VT,CT,F06,T14,0.35,0.04,0.00
NY,NJ,F08,T04,107.01,176.80,24.61
IA,ND,F03,T04,1.74,15.83,5.95
ND,NY,F07,T04,27.59,69.34,48.92
WY,AL,F04,T04,0.03,0.03,0.03
MN,UT,F07,T06,36.88,161.61,106.91
UT,OH,F07,T04,81.73,105.67,87.87
SC,LA,F03,T14,0.01,0.00,0.00
CT,RI,F03,T14,0.05,0.00,0.00
IL,VA,F09,T14,0.53,0.04,0.01
CT,MN,F06,T14,0.00,0.00,0.00
ID,CO,F04,T04,3.54,37.48,15.14
WI,WA,F04,T14,1.71,0.23,0.21
TN,FL,F05,T05,0.31,0.10,0.02
AZ,AZ,F07,T05,2482.23,6033.34,135.65
RI,GA,F05,T04,0.22,0.12,0.06
WA,OR,F09,T05,20.13,0.50,0.10
NJ,TN,F06,T04,132.61,124.56,49.81
MD,CA,F07,T14,0.60,0.05,0.08
TX,WA,F09,T14,0.15,0.01,0.01
MD,PA,F04,T05,76.05,239.26,5.57
FL,HI,F00,T00,0.13,0.01,0.03
NE,IA,F04,T04,91.22,232.53,20.41
TX,TX,F02,T05,625.97,3435.86,116.96
NJ,PA,F04,T04,5.70,1.07,0.13
ND,KS,F06,T06,6.08,20.97,11.72
OH,OH,F06,T14,0.15,0.00,0.00
MA,MI,F07,T04,54.23,47.12,20.17
LA,CA,F03,T101,323.06,1258.29,3262.12
MO,LA,F07,T04,76.87,84.96,31.64
IN,NC,F03,T06,60.97,281.96,141.74
KY,SC,F08,T04,59.23,27.76,6.85
GA,TN,F01,T14,1.77,0.55,0.06
MN,CA,F03,T04,86.53,216.62,212.91
WY,MN,F02,T06,13.72,102.67,50.03
IL,KY,F06,T06,18.77,104.26,16.11
WI,LA,F09,T14,0.01,0.00,0.00
GA,NJ,F07,T00,182.89,26.22,35.61
AR,CA,F07,T04,125.69,120.16,89.07
IA,LA,F07,T06,145.36,256.65,148.52
NJ,PA,F04,T14,7.59,1.19,0.08
KS,UT,F07,T04,4.61,7.22,3.83
PA,SD,F04,T04,0.30,0.29,0.19
NC,MI,F09,T04,178.33,5.54,2.18
CO,UT,F04,T14,0.31,0.05,0.02
IL,MA,F08,T06,10.51,33.92,19.36
NJ,AZ,F08,T04,8.13,4.05,5.05
FL,NM,F07,T14,2.92,0.32,0.29
NY,IN,F08,T04,8.20,9.57,2.63
OR,NJ,F05,T04,3.37,1.23,1.79
VA,NY,F04,T05,2.79,3.67,0.83
NE,KY,F07,T04,37.80,4.20,1.55
NJ,MA,F07,T11,0.17,0.02,0.00
ID,MO,F03,T04,47.77,94.52,63.91
PA,TX,F03,T04,25.83,27.65,20.04
NE,PA,F06,T06,82.09,553.87,358.87
NY,NY,F02,T04,2529.70,15549.52,38.72
NH,PA,F04,T04,5.01,2.43,0.60
ME,IN,F03,T14,0.78,0.01,0.01
TX,NJ,F04,T04,44.09,33.54,30.36
FL,RI,F03,T04,0.61,0.69,0.43
NC,VA,F06,T05,17.96,53.29,2.85
CO,VA,F07,T04,28.51,3.44,3.06
OK,OK,F09,T05,489.45,19.56,1.38
LA,MD,F00,T00,326.23,1263.66,804.95
HI,OK,F07,T14,1.80,0.08,0.16
SC,WI,F07,T04,7.23,13.58,7.52
NE,MN,F07,T04,43.44,121.09,19.48
WV,OH,F05,T04,11.58,9.78,1.34
KY,CO,F05,T04,1.86,2.30,1.24
CT,NY,F08,T04,8.18,14.24,0.53
IL,NC,F09,T04,22.22,1.18,0.47
VA,CO,F07,T04,4.21,8.31,6.72
KY,LA,F02,T08,225.91,1715.94,792.44
NJ,SD,F07,T14,1.26,0.15,0.11
MN,NJ,F05,T04,2.42,2.64,1.80
NC,IA,F08,T04,0.08,0.06,0.03
IN,VA,F07,T05,12.95,17.61,3.62
AL,CO,F08,T04,1.80,0.86,0.59
VA,CO,F07,T14,0.05,0.00,0.00
IA,SD,F03,T05,29.55,111.72,7.85
MD,NY,F07,T04,105.12,180.57,29.19
NC,NY,F04,T04,10.02,21.52,7.59
MD,SC,F05,T04,12.06,11.37,2.75
AK,OR,F05,T11,103.54,18.46,16.80
NC,NJ,F02,T14,3.67,0.09,0.02
IN,WV,F06,T04,1.72,0.27,0.04
PA,NJ,F05,T04,195.09,78.37,5.10
WA,PA,F03,T11,0.58,0.06,0.07
SC,TX,F06,T04,47.18,59.29,29.19
MN,WI,F07,T05,389.15,1461.62,160.41
PA,LA,F07,T14,1.64,0.17,0.10
NE,GA,F04,T04,81.54,72.91,38.79
KY,WV,F03,T04,0.16,0.14,0.02
AZ,MT,F03,T04,11.79,28.49,23.85
NH,PA,F07,T04,22.11,48.69,11.40
OR,AL,F03,T14,0.01,0.02,0.02
CO,NM,F03,T04,10.98,18.65,5.49
SD,MN,F04,T05,27.63,158.45,10.13
OH,OH,F09,T05,1518.81,161.67,2.24
AZ,NH,F07,T14,0.20,0.01,0.01
NY,OH,F07,T11,0.00,0.00,0.00
NH,VA,F07,T04,3.04,0.63,0.19
ME,WA,F03,T04,0.17,0.01,0.01
KS,IN,F02,T04,9.24,70.78,30.43
VA,NY,F06,T05,2.18,13.50,2.67
NY,ME,F07,T05,52.31,119.56,24.15
PA,MS,F05,T04,4.37,1.47,0.84
CA,FL,F08,T14,39.04,3.21,4.44
IL,IN,F05,T05,219.74,139.69,11.11
MS,FL,F05,T04,100.77,58.35,23.01
WA,VA,F06,T06,3.96,14.66,22.72
WA,IL,F07,T06,40.44,144.67,147.50
OK,NV,F07,T04,0.16,0.16,0.10
MO,WA,F06,T04,20.53,27.20,26.98
UT,MI,F07,T04,4.22,0.90,0.85
GA,ID,F07,T14,0.02,0.00,0.00
SC,PA,F00,T00,20.77,33.25,9.71
CA,ID,F03,T14,2.57,0.15,0.05
CA,WA,F07,T14,384.65,5.10,3.00
ND,MI,F07,T14,0.02,0.01,0.00
CT,ME,F08,T04,0.08,0.08,0.01
ID,LA,F03,T04,2.42,11.78,11.55
CA,NV,F07,T05,824.78,385.93,49.29
TX,AR,F04,T06,210.50,126.46,38.13
IA,AZ,F04,T04,11.92,40.33,31.65
IL,GA,F05,T04,153.63,65.73,25.48
IA,VA,F07,T06,82.00,386.84,230.33
NY,VA,F05,T04,263.53,42.63,9.02
WA,WA,F02,T04,110.88,971.14,19.43
NH,MN,F05,T14,0.01,0.00,0.00
OH,NY,F00,T00,44.04,110.16,40.75
IA,MN,F06,T05,10.35,36.41,7.35
SD,MT,F04,T06,13.49,89.42,42.97
IL,OH,F05,T05,71.52,66.76,13.30
CA,MN,F04,T04,26.94,103.26,105.44
MD,TX,F01,T14,0.85,0.03,0.02
SC,AL,F05,T04,8.51,6.21,0.88
OR,WI,F03,T00,1.26,1.46,1.46
IN,NV,F03,T14,0.24,0.07,0.07
IA,NY,F03,T04,2.29,23.45,13.48
UT,GA,F03,T04,0.42,0.10,0.09
TX,IN,F02,T04,3.42,0.68,0.42
PA,OH,F07,T04,385.30,1155.25,210.27
FL,TN,F07,T04,154.41,400.57,145.28
NC,MO,F07,T04,59.87,62.35,35.11
MA,NJ,F07,T14,0.65,0.12,0.02
OR,TX,F08,T04,4.31,9.83,10.21
OK,MN,F06,T04,0.79,1.11,0.50
OK,OH,F07,T04,1.87,0.83,0.30
OH,CT,F02,T06,13.10,107.87,39.75
PA,DE,F03,T04,11.29,35.14,0.65
ID,MO,F02,T06,97.05,731.54,461.24
TN,OR,F06,T04,36.53,94.18,121.14
AL,NM,F07,T04,4.64,1.81,1.44
CA,TX,F05,T14,7.93,0.82,0.63
NE,IA,F05,T05,100.83,85.62,9.32
NJ,NH,F03,T04,1.66,0.26,0.04
CA,WI,F01,T11,1.98,0.45,0.40
NY,OH,F08,T14,0.19,0.05,0.01
CT,CT,F05,T05,402.99,147.49,2.73
SD,WA,F06,T04,8.51,13.18,11.20
MA,NH,F09,T05,290.92,3.26,0.04
IN,TN,F02,T06,23.09,184.40,36.57
SC,VA,F05,T04,17.61,15.07,2.58
NE,NH,F02,T04,9.73,8.28,6.53
MT,WA,F06,T06,23.52,150.07,37.44
KS,VA,F01,T04,0.07,0.00,0.00
MO,WA,F04,T14,0.08,0.06,0.07
OR,WA,F03,T05,317.83,255.38,23.69
MI,DC,F03,T14,0.12,0.03,0.01
NC,OR,F09,T04,2.78,0.06,0.09
CO,AR,F05,T04,38.33,10.09,4.98
KY,VT,F04,T04,29.54,34.20,16.72
AR,CT,F07,T14,0.25,0.01,0.01
WI,KY,F04,T14,2.77,0.25,0.07
UT,CA,F06,T14,0.62,0.07,0.02
NH,TN,F07,T11,0.03,0.00,0.00
HI,CA,F07,T11,10.13,0.33,0.41
FL,WV,F03,T14,0.51,0.04,0.03
IA,CA,F06,T04,351.12,418.58,374.37
MI,VA,F06,T05,1.90,0.78,0.19
NY,AR,F07,T14,0.02,0.01,0.00
PA,AL,F03,T04,4.36,8.17,4.00
CA,IL,F00,T00,4.07,10.50,11.77
VA,IL,F07,T04,299.34,192.35,72.36
AR,AL,F05,T05,12.39,4.96,1.13
CA,VT,F06,T04,4.87,2.74,4.14
CA,MI,F03,T00,44.10,19.83,23.35
VA,VA,F07,T05,3604.93,10343.00,223.23
ME,WI,F04,T14,1.31,0.19,0.12
GA,IN,F01,T14,2.45,0.18,0.05
NH,NY,F07,T11,0.88,0.03,0.00
MN,GA,F06,T14,0.00,0.00,0.00
ND,NC,F06,T06,7.21,26.18,20.62
FL,MI,F05,T04,42.58,15.81,9.62
MS,TX,F01,T04,18.58,13.14,5.29
VT,VT,F03,T05,58.56,60.12,0.40
VA,AR,F06,T04,3.01,3.93,1.74
MA,AZ,F03,T04,0.02,0.00,0.00
WA,VA,F07,T04,0.03,0.01,0.01
ID,VA,F06,T06,43.76,251.43,324.35
IA,LA,F02,T06,122.03,1076.14,693.57
HI,MN,F05,T11,0.75,0.06,0.12
NC,LA,F07,T14,0.01,0.01,0.00
MO,MI,F06,T04,110.60,183.60,65.75
NH,CA,F07,T04,86.56,45.07,68.55
WA,OH,F05,T04,2.12,0.95,1.16
CA,NE,F06,T04,15.71,11.35,9.52
CA,KS,F07,T00,133.95,84.49,80.87
SD,ME,F05,T04,0.68,0.57,0.54
TN,LA,F09,T04,568.19,18.74,6.07
CT,PA,F06,T04,17.16,8.91,1.35
TX,VA,F06,T04,11.09,18.24,12.90
IA,UT,F07,T04,35.65,20.22,10.90
TX,CA,F07,T04,564.06,624.54,458.07
LA,TX,F04,T04,33.04,171.28,30.73
ID,TX,F03,T00,5.97,36.72,33.91
PA,AL,F04,T04,1.71,4.22,1.74
AL,NC,F07,T04,111.42,81.02,20.62
OH,KY,F02,T04,16.30,100.75,12.78
CT,TN,F06,T04,1.45,0.44,0.23
VA,IN,F08,T04,14.38,24.58,8.82
TN,IL,F03,T05,115.09,445.87,20.56
MI,KY,F07,T05,6.09,3.83,0.59
WY,KS,F07,T06,3.69,7.58,2.15
OH,GA,F07,T00,23.80,157.84,53.83
GA,PA,F09,T14,0.26,0.01,0.00
IA,PA,F04,T06,32.65,93.09,59.17
NJ,SC,F08,T04,5.77,2.23,0.80
IA,MT,F07,T14,0.19,0.04,0.03
IA,MI,F04,T04,110.77,161.41,32.64
HI,HI,F07,T04,82.66,79.57,0.54
MI,DE,F04,T06,6.67,27.39,11.76
NE,IA,F00,T00,5.63,135.10,17.90
IN,LA,F04,T00,85.02,49.66,27.79
NC,KY,F04,T04,8.49,9.31,2.76
MS,NJ,F05,T04,7.86,4.28,2.52
NC,LA,F09,T04,0.93,0.09,0.04
ME,AZ,F05,T04,0.02,0.00,0.00
ME,VA,F08,T04,1.29,1.30,0.40
OH,TN,F06,T04,250.91,241.51,59.97
MI,VA,F04,T06,4.04,41.60,14.73
VA,SC,F04,T04,10.70,21.13,2.96
MA,NE,F05,T04,0.96,0.74,0.55
KY,ME,F06,T04,0.76,0.24,0.12
MI,TX,F03,T04,24.19,33.77,24.20
NV,WA,F09,T04,35.21,0.64,0.23
AK,WA,F07,T10,14.74,17.34,3.00
SD,NE,F04,T05,107.90,461.04,21.57
WV,KS,F01,T04,10.96,7.68,3.76
FL,SC,F05,T05,23.94,20.80,2.38
TX,GA,F03,T04,26.96,21.89,12.20
NJ,KY,F03,T04,90.08,34.70,14.97
MN,WI,F03,T14,0.13,0.06,0.00
MI,IL,F07,T04,967.71,2093.25,318.86
IL,TX,F06,T00,12.68,15.10,7.27
MD,MD,F05,T04,4.50,2.15,0.08
MN,WI,F05,T04,553.25,432.41,66.43
KS,VA,F04,T00,11.71,8.13,6.06
MN,CA,F06,T04,39.89,45.56,45.16
MA,LA,F07,T14,0.00,0.00,0.00
NJ,VT,F03,T04,133.18,73.92,10.49
KS,PA,F07,T14,0.07,0.01,0.01
TN,AL,F08,T04,2.36,0.37,0.04
WI,PA,F07,T14,2.53,1.73,0.62
KY,VT,F07,T04,0.49,0.12,0.05
CA,NM,F07,T04,116.17,207.01,89.34
MT,CA,F02,T04,5.21,62.55,42.66
CA,HI,F07,T10,24.38,58.48,72.57
IN,MS,F04,T04,8.25,50.79,15.64
SC,NE,F04,T04,4.16,48.97,28.96
WI,OH,F03,T04,17.82,153.57,40.25
UT,WY,F03,T14,0.51,0.04,0.01
MA,WA,F04,T14,20.88,2.27,3.52
VA,KY,F06,T04,11.62,11.93,2.39
IA,UT,F04,T06,16.23,71.62,44.46
DE,RI,F05,T05,18.53,16.44,3.21
RI,RI,F04,T14,0.20,0.18,0.00
NM,MT,F03,T14,0.31,0.01,0.00
NY,CA,F08,T00,81.25,73.56,107.48
WA,MT,F02,T05,0.04,0.03,0.01
IA,KS,F04,T00,10.35,69.00,9.38
SC,TN,F07,T05,333.27,57.73,8.41
NY,IL,F00,T00,101.23,19.20,9.57
KS,KS,F04,T14,1.26,0.25,0.01
TX,SD,F00,T00,10.83,25.49,15.47
VA,NE,F05,T04,4.95,0.09,0.06
OK,IA,F04,T04,13.84,37.86,13.68
NJ,OH,F06,T05,54.29,38.04,8.16
SC,TN,F03,T14,0.04,0.00,0.00
IA,ND,F07,T05,0.96,0.56,0.09
WI,TX,F05,T04,243.15,100.36,62.49
WY,WI,F09,T14,0.01,0.00,0.00
PA,OH,F04,T04,52.05,56.39,11.14
MO,MD,F01,T04,0.58,0.01,0.00
WY,TX,F07,T06,7.47,15.33,10.27
OH,UT,F03,T11,0.22,0.09,0.08
MN,PA,F07,T04,239.89,242.61,134.69
TX,MA,F07,T04,0.04,0.03,0.03
TN,TX,F08,T04,312.14,160.80,78.00
PA,GA,F06,T14,0.01,0.00,0.00
TX,OK,F07,T04,414.81,1068.91,151.92
WY,WY,F03,T04,0.31,0.36,0.03
OR,WI,F08,T14,0.57,0.09,0.09
TX,NM,F02,T04,59.71,471.04,4.24
CA,OK,F08,T14,0.01,0.00,0.00
CA,MT,F03,T14,1.58,0.38,0.25
AL,MD,F00,T00,0.00,0.00,0.00
OK,PA,F04,T14,0.82,0.33,0.18
MN,IN,F07,T06,50.19,72.24,16.29
VA,WA,F08,T14,0.07,0.01,0.02
HI,CO,F05,T11,5.15,0.36,0.63
FL,AZ,F09,T04,28.70,5.26,5.70
NY,VT,F07,T14,0.05,0.02,0.00
CT,TN,F06,T14,0.12,0.01,0.01
ID,KY,F07,T04,12.83,3.35,3.06
NY,WA,F08,T14,0.02,0.00,0.01
ME,IN,F07,T04,3.16,3.97,2.23
VA,MN,F07,T04,1.39,0.76,0.44
UT,NC,F06,T14,0.59,0.35,0.38
IN,VA,F04,T00,13.98,50.71,19.57
AL,NE,F08,T04,0.26,0.12,0.06
KS,CT,F07,T14,0.15,0.00,0.00
PA,MA,F08,T04,97.79,133.34,20.59
CA,KY,F09,T04,0.00,0.00,0.00
SD,SD,F04,T14,0.17,0.04,0.00
NJ,LA,F07,T04,255.52,72.40,46.98
CO,OH,F02,T04,21.84,148.18,80.98
MT,TX,F06,T04,5.01,14.33,12.97
TX,NC,F07,T14,1.23,0.43,0.27
VA,ND,F09,T04,3.27,0.15,0.13
FL,NH,F07,T14,0.28,0.01,0.01
PA,MO,F05,T04,3.85,1.55,0.81
OR,IL,F06,T00,18.95,19.70,22.26
OR,TX,F06,T00,28.64,31.59,40.52
NH,CO,F07,T14,0.04,0.01,0.01
MI,WI,F03,T04,89.65,80.13,13.47
CA,WI,F08,T14,8.65,1.67,1.80
SC,NC,F00,T00,15.25,36.82,4.94
CA,NJ,F04,T04,0.67,0.28,0.38
NC,MA,F06,T04,5.90,5.90,2.12
CA,MT,F03,T04,62.28,124.22,87.65
PA,AZ,F05,T04,5.90,2.25,2.70
PA,AZ,F07,T00,10.08,8.75,11.83
CA,VA,F08,T04,165.67,148.82,214.19
KY,WA,F06,T04,1.53,1.08,1.29
CO,CO,F03,T05,702.24,708.36,8.36
ID,IN,F07,T14,5.21,0.13,0.12
SC,IA,F03,T14,0.24,0.00,0.00
IL,ME,F07,T04,16.81,18.85,10.38
TX,CA,F02,T04,5.64,11.55,10.43
MT,FL,F07,T04,0.33,0.05,0.06
AL,WV,F05,T04,13.20,6.52,1.74
CO,ID,F04,T14,0.34,0.05,0.02
IA,NC,F07,T06,40.04,276.49,176.61
MA,NJ,F04,T04,23.77,84.69,12.66
CO,NH,F08,T04,15.71,36.68,36.79
CT,NJ,F06,T04,19.84,32.77,2.05
UT,NJ,F07,T11,2.88,0.39,0.51
IN,TN,F04,T00,12.59,55.35,14.97
WI,OK,F07,T04,55.59,48.23,20.16
OH,SC,F05,T04,2.60,1.03,0.34
MN,NC,F04,T14,0.88,0.40,0.21
MN,AR,F06,T14,0.01,0.00,0.00
IN,TN,F03,T04,2.59,0.56,0.14
FL,CA,F09,T14,36.45,1.32,1.72
MN,MN,F06,T06,18.37,43.98,0.30
CT,NH,F06,T04,5.74,3.37,0.21
NH,ME,F00,T00,0.07,0.02,0.00
WA,NE,F04,T04,0.96,6.28,5.03
MN,FL,F05,T14,0.02,0.02,0.02
DE,MD,F07,T14,0.00,0.01,0.00
IN,MO,F05,T04,16.36,6.57,1.86
HI,AR,F07,T14,0.12,0.01,0.03
VA,NJ,F07,T14,7.43,0.60,0.08
IN,GA,F00,T00,50.48,222.06,110.70
PA,LA,F09,T14,2.31,0.03,0.02
IA,OK,F04,T06,6.86,50.02,19.50
CO,NC,F04,T14,0.01,0.00,0.00
KY,SC,F05,T14,0.12,0.02,0.00
IA,KS,F06,T05,14.58,35.41,6.33
WI,KS,F03,T04,3.12,23.94,6.73
KS,MA,F01,T04,0.05,0.00,0.00
CO,TX,F03,T05,1.21,1.68,0.37
CT,ME,F04,T04,1.56,0.85,0.09
ND,WA,F03,T06,2074.02,7822.52,6079.19
AR,VA,F07,T14,0.26,0.05,0.03
CT,NH,F03,T05,60.76,59.36,4.94
IA,GA,F04,T04,110.12,195.95,83.34
KS,VA,F04,T04,0.45,0.28,0.16
UT,ID,F07,T05,108.27,417.51,47.44
AL,IA,F07,T04,4.94,1.88,0.95
SD,WI,F04,T05,0.13,0.42,0.08
UT,PA,F04,T04,103.41,64.13,66.25
PA,NJ,F03,T04,122.86,162.03,7.99
ME,NH,F07,T05,127.33,283.86,13.94
IN,AL,F07,T06,95.23,401.38,87.30
NM,AL,F03,T04,18.35,16.38,9.04
MD,VA,F03,T05,199.63,220.01,5.20
DC,NJ,F05,T05,4.67,0.50,0.05
MN,NV,F05,T04,1.51,0.66,0.55
MI,CA,F07,T04,165.68,247.69,271.77
FL,FL,F07,T11,2.34,0.14,0.01
WA,MO,F05,T04,1.65,1.42,1.46
SC,SC,F03,T14,0.10,0.00,0.00
WI,LA,F09,T04,0.06,0.01,0.00
NY,OR,F07,T04,126.38,113.79,153.08
OH,WV,F03,T14,0.10,0.01,0.00
NH,MA,F07,T14,0.42,0.06,0.00
HI,WA,F07,T14,1.03,0.12,0.16
CA,IN,F06,T00,11.98,9.00,11.63
GA,KY,F06,T04,5.74,3.44,0.64
IN,LA,F07,T14,0.42,0.18,0.09
CT,MD,F07,T05,14.75,14.78,2.00
TX,WA,F03,T04,8.26,3.60,3.97
ID,FL,F08,T04,0.22,0.08,0.10
WY,CO,F07,T04,1.61,2.85,0.38
KS,VT,F07,T14,0.07,0.00,0.00
NE,IA,F06,T05,50.75,87.82,1.38
AL,GA,F03,T05,73.41,88.81,5.08
CA,MI,F08,T14,2.42,0.46,0.55
OR,IL,F08,T14,1.29,0.17,0.19
MO,AR,F06,T05,13.44,113.28,15.39
MA,VT,F04,T14,8.63,1.93,0.25
AR,MN,F05,T04,163.58,99.70,33.01
TX,KY,F04,T04,12.45,18.67,10.73
WA,FL,F07,T14,2.87,0.30,0.48
MT,ID,F08,T04,1.77,3.49,0.46
MA,IL,F06,T04,37.66,24.15,12.76
FL,IN,F07,T14,0.08,0.01,0.00
OR,MD,F03,T14,0.09,0.02,0.04
MO,AL,F04,T04,23.40,109.48,36.88
IN,NY,F06,T14,0.06,0.01,0.00
NE,NE,F06,T06,579.43,5183.21,900.24
NC,TN,F01,T14,6.50,0.74,0.07
CA,TN,F07,T14,0.00,0.02,0.02
OH,VT,F04,T04,6.57,57.39,22.72
OK,NM,F07,T04,0.69,1.79,0.49
IN,IN,F03,T14,0.34,0.10,0.01
SD,TX,F05,T04,245.28,190.13,108.76
PA,MD,F04,T14,1.70,0.18,0.02
AZ,CO,F07,T04,355.51,154.93,65.69
RI,NY,F07,T05,19.98,53.85,4.68
MS,MS,F01,T04,16.31,10.71,0.75
KS,MA,F07,T04,3.26,2.42,1.66
