Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
CA,SC,F01,T11,1.49,0.62,0.67
LA,TX,F05,T04,559.34,1009.01,189.53
LA,LA,F03,T04,102.21,334.41,6.30
CO,CO,F03,T04,84.39,223.62,15.95
AL,KS,F09,T14,0.35,0.01,0.01
PA,IL,F06,T04,442.67,389.84,138.14
IN,ME,F07,T14,0.34,0.01,0.01
HI,OR,F05,T11,4.37,0.26,0.35
DC,VA,F05,T05,48.11,19.55,0.30
HI,VA,F03,T14,0.07,0.01,0.02
AR,CA,F05,T04,444.39,291.11,238.37
WA,MT,F06,T05,0.19,0.11,0.02
WV,PA,F05,T05,8.52,10.14,0.66
MI,WI,F03,T05,44.03,23.27,3.56
LA,AL,F07,T04,118.95,163.89,34.67
GA,IL,F09,T04,9.22,0.59,0.22
AL,NE,F07,T04,14.80,5.52,2.76
NE,NE,F04,T14,0.12,0.01,0.00
TX,AZ,F09,T14,0.03,0.00,0.00
TX,TX,F09,T04,120.95,7.98,1.43
TN,MA,F04,T14,0.20,0.04,0.02
GA,TX,F09,T04,1.97,0.04,0.02
KY,WV,F07,T05,24.32,67.64,1.21
WI,CA,F07,T14,5.70,0.46,0.49
MI,KY,F08,T04,0.79,1.28,0.21
VA,LA,F09,T04,0.28,0.04,0.02
OH,KY,F00,T00,0.53,0.02,0.00
PA,CT,F08,T04,16.88,22.56,2.45
HI,IN,F05,T11,1.17,0.08,0.17
TN,AL,F09,T05,6.53,0.64,0.05
TX,TX,F08,T05,9964.03,9351.53,124.81
OR,IL,F07,T06,0.60,1.26,1.28
CA,AL,F05,T11,1.21,0.31,0.29
LA,TN,F07,T05,5.06,10.59,2.30
WI,CA,F07,T06,71.08,129.98,162.26
NE,GA,F06,T06,23.49,153.25,95.09
ID,PA,F07,T14,1.40,0.04,0.05
WI,WA,F06,T14,2.54,0.31,0.29
WI,MA,F07,T00,5.96,13.17,7.28
MN,IL,F06,T06,19.09,65.02,20.84
KY,AL,F04,T05,0.52,6.54,1.13
MO,NY,F08,T14,0.00,0.00,0.00
WI,KS,F04,T14,1.12,0.16,0.06
SC,SC,F02,T04,34.91,254.47,8.25
MO,VT,F04,T04,0.83,8.32,5.15
IA,NY,F05,T04,126.41,63.27,28.94
CA,NC,F01,T11,8.08,2.82,3.18
ID,TX,F02,T04,1.92,0.01,0.01
MN,SD,F04,T05,7.84,28.30,2.47
ME,MA,F06,T04,30.50,37.68,2.88
OR,FL,F08,T04,3.61,1.51,2.56
OH,VA,F04,T04,556.61,707.87,188.18
VA,MA,F08,T04,91.61,205.04,58.29
TX,OR,F03,T04,8.65,9.47,9.85
SC,PA,F05,T05,15.58,17.60,4.23
OK,ND,F07,T00,1.91,14.42,9.43
WI,IL,F03,T14,0.06,0.01,0.00
OR,MO,F03,T14,0.03,0.00,0.00
NJ,PA,F05,T04,262.57,116.60,10.99
MI,VA,F03,T04,44.34,71.25,26.83
MI,ID,F07,T14,0.18,0.03,0.03
MI,FL,F03,T14,12.20,2.96,1.78
CA,OK,F07,T14,15.96,0.57,0.38
NY,IN,F07,T05,1.35,1.22,0.30
KS,CO,F01,T04,0.07,0.00,0.00
IL,CO,F03,T14,24.09,0.04,0.02
CA,WI,F03,T04,372.02,280.52,306.04
NE,ND,F07,T14,0.15,0.03,0.01
MN,KY,F04,T14,1.43,0.61,0.23
KS,NY,F07,T14,1.37,0.08,0.06
KY,NH,F09,T04,2.81,0.11,0.05
NH,SC,F07,T14,0.02,0.00,0.00
TX,AZ,F08,T04,28.49,11.10,5.79
TX,DE,F04,T04,1.70,0.19,0.13
IL,MI,F06,T04,29.60,69.29,12.82
MA,UT,F06,T14,0.01,0.00,0.00
ID,AL,F00,T00,22.78,107.70,114.54
MT,ME,F04,T14,0.14,0.02,0.02
IL,KY,F09,T04,1.65,0.18,0.03
NC,OH,F07,T05,1.78,9.21,2.07
OH,WI,F05,T05,9.77,7.05,1.34
LA,AL,F03,T04,1.36,0.72,0.06
SD,MD,F05,T04,18.56,9.28,5.95
ID,OR,F06,T05,2.27,1.52,0.09
NY,ID,F08,T04,0.53,0.73,0.78
MD,NJ,F01,T14,1.04,0.06,0.01
TX,WI,F06,T14,0.20,0.07,0.05
WA,NM,F08,T04,0.66,4.25,3.77
NC,NC,F02,T04,300.17,1270.89,54.39
SC,FL,F05,T05,54.25,52.93,9.91
IL,AZ,F07,T06,3.84,3.58,3.46
SD,FL,F07,T04,12.95,8.06,6.49
MI,MA,F06,T04,32.63,16.74,6.96
NJ,NY,F02,T04,0.22,1.68,0.25
MT,NC,F06,T04,0.26,0.49,0.49
FL,OH,F08,T14,0.03,0.02,0.01
IA,IA,F03,T06,189.92,847.04,51.72
KY,KS,F07,T04,149.08,97.18,34.47
IL,NJ,F03,T04,14.21,27.52,10.80
MN,NE,F03,T04,1.90,0.44,0.12
KS,NM,F06,T04,1.19,1.17,0.51
MI,MT,F06,T04,0.22,0.11,0.10
OH,NH,F04,T04,18.06,14.79,5.93
WA,CO,F08,T04,9.85,7.16,4.29
SD,WY,F07,T14,0.02,0.00,0.00
MD,NY,F06,T04,4.80,22.24,2.81
CA,KS,F01,T11,6.28,2.70,1.64
MA,OK,F06,T14,0.13,0.07,0.06
TX,TX,F03,T04,569.13,967.60,77.97
IL,IN,F02,T05,1.19,6.40,0.83
WA,WY,F08,T14,0.00,0.00,0.00
ID,VT,F03,T14,0.00,0.00,0.00
NY,NV,F07,T11,0.00,0.00,0.00
IN,TX,F05,T04,234.49,135.92,81.29
MA,PA,F03,T05,24.48,1.79,0.34
FL,GA,F04,T04,109.82,213.76,37.06
IL,WA,F06,T06,39.59,121.27,127.48
NV,AZ,F07,T05,65.44,929.73,57.21
IL,WI,F09,T04,230.64,7.00,0.95
ID,MI,F03,T04,20.76,70.53,60.26
AR,AR,F02,T06,84.49,737.75,2.90
IN,WI,F00,T00,0.64,0.68,0.05
AR,MA,F05,T04,122.47,71.32,50.71
RI,NJ,F07,T05,2.11,2.46,0.28
ND,WA,F06,T06,0.65,3.85,3.07
NY,NY,F08,T06,155.90,165.73,7.46
ND,NH,F04,T04,6.38,16.90,14.22
LA,SD,F07,T04,1.64,4.25,2.68
VA,OR,F05,T14,0.09,0.01,0.01
AR,WA,F07,T14,0.18,0.01,0.01
MT,NE,F07,T04,4.77,4.47,1.07
TX,WI,F09,T14,0.12,0.01,0.00
OR,NC,F03,T04,40.13,47.35,68.75
IN,FL,F00,T00,12.16,33.38,17.89
TN,AR,F04,T04,4.69,45.52,5.87
NH,WA,F07,T04,0.18,0.03,0.04
MN,CT,F04,T14,0.86,0.07,0.05
GA,OH,F07,T04,126.93,182.86,56.34
PA,OK,F07,T14,0.37,0.04,0.03
IN,IL,F05,T04,495.23,1113.82,67.95
ME,GA,F05,T04,22.71,2.38,1.57
ND,CA,F07,T06,103.78,255.60,312.66
CA,LA,F08,T04,43.92,66.57,72.68
CO,MD,F07,T14,0.21,0.05,0.04
AZ,OK,F05,T04,27.64,13.83,6.98
MT,UT,F03,T04,9.26,60.13,17.11
KS,MN,F05,T14,0.53,0.09,0.02
OR,VA,F07,T04,7.00,5.50,7.83
WA,OH,F08,T14,0.34,0.03,0.04
NC,IL,F07,T04,144.04,58.75,23.88
OH,PA,F04,T05,122.13,352.40,21.55
KY,NJ,F07,T04,27.43,65.71,27.12
FL,AZ,F09,T14,2.61,0.10,0.12
MN,MS,F07,T04,47.52,107.41,55.73
NJ,GA,F06,T04,82.82,67.22,29.17
OH,MI,F07,T05,3584.33,1088.76,70.37
ME,KY,F05,T04,1.96,0.20,0.12
WI,UT,F07,T14,0.94,0.45,0.33
MN,MN,F07,T04,2510.40,5506.20,298.01
VA,NC,F09,T05,21.81,0.49,0.02
NY,OH,F08,T05,0.51,0.21,0.03
MN,IL,F00,T00,25.70,167.66,60.88
MT,ID,F04,T14,0.05,0.00,0.00
AZ,MN,F03,T04,3.64,2.77,2.51
NV,ID,F09,T14,1.21,0.05,0.02
NE,MD,F07,T06,7.62,54.06,35.08
VA,MD,F04,T04,6.28,13.99,1.53
GA,TN,F00,T00,186.19,231.71,58.21
SC,WI,F03,T14,0.08,0.00,0.00
AL,MI,F08,T04,1.15,0.23,0.08
MT,MN,F04,T04,5.18,52.13,25.34
IA,ID,F07,T04,27.33,28.45,18.31
MO,KS,F07,T14,20.20,0.59,0.10
NH,NY,F08,T04,4.26,3.67,0.52
MS,FL,F00,T00,0.02,0.00,0.00
WA,PA,F07,T14,0.43,0.03,0.04
ND,WI,F06,T06,15.11,53.49,15.13
NY,MN,F08,T04,12.07,5.28,2.64
IA,AR,F05,T04,31.42,18.11,5.81
SD,IN,F04,T04,2.95,11.16,4.59
CA,AZ,F04,T05,0.68,5.17,0.96
ME,TX,F07,T04,18.82,30.02,31.28
MO,VA,F04,T04,5.22,0.92,0.49
TN,KS,F05,T04,50.31,33.78,12.42
WI,NM,F04,T14,10.58,0.79,0.55
SC,SC,F06,T05,89.23,137.76,3.27
SD,SD,F07,T04,90.18,123.69,3.91
DC,MD,F05,T05,66.16,18.83,0.23
MI,KY,F06,T04,23.09,11.59,2.11
SD,WI,F06,T04,7.68,10.41,2.86
MO,VA,F04,T14,0.17,0.14,0.07
PA,WA,F08,T04,9.67,17.57,24.53
MI,NH,F03,T14,0.00,0.00,0.00
CA,NV,F04,T14,0.42,0.05,0.01
OK,OK,F07,T05,1592.06,3604.48,104.08
AR,GA,F06,T04,22.39,14.69,4.88
KY,KS,F06,T04,79.63,65.13,21.66
CA,NM,F03,T14,6.07,0.78,0.40
WI,LA,F00,T00,391.33,2009.56,1333.27
FL,NM,F07,T04,3.88,5.46,5.30
IL,SC,F09,T14,0.00,0.00,0.00
IN,SC,F07,T04,47.38,130.44,37.36
TN,MD,F07,T14,0.13,0.02,0.01
UT,IL,F08,T04,1.15,1.65,1.16
DE,NV,F07,T04,1.17,1.25,1.55
UT,AL,F03,T04,0.17,0.13,0.13
SD,NH,F07,T14,0.05,0.01,0.01
NJ,KY,F05,T04,10.97,2.89,1.16
WI,NV,F03,T14,0.01,0.00,0.00
MI,SD,F03,T04,4.15,9.81,4.26
AR,NV,F07,T14,0.29,0.02,0.01
TN,NJ,F03,T14,2.49,0.14,0.07
NC,TN,F08,T04,12.53,24.33,6.17
KY,AZ,F08,T04,39.36,16.40,14.67
KY,IL,F07,T04,134.01,109.32,17.64
IL,WV,F09,T04,21.71,2.28,0.58
UT,MT,F03,T14,0.89,0.06,0.02
GA,KY,F03,T05,20.14,28.28,5.54
OR,WI,F08,T04,0.05,0.01,0.01
VT,WA,F07,T04,15.33,1.45,2.20
NC,AL,F07,T04,153.58,153.63,38.06
MD,DE,F03,T14,0.21,0.03,0.00
MS,IL,F03,T08,231.32,761.51,256.25
TN,ME,F07,T04,24.94,9.54,6.45
IN,MA,F05,T04,30.43,12.17,5.84
MN,NE,F06,T04,23.35,30.30,6.62
MN,SD,F05,T14,1.10,0.04,0.01
KS,TN,F06,T04,8.30,39.45,12.49
MO,IN,F04,T05,3.41,22.97,4.66
WA,MT,F02,T04,0.03,0.04,0.01
CA,NJ,F00,T00,15.01,12.88,20.21
OK,AR,F05,T04,52.34,37.87,4.48
AZ,WI,F03,T14,0.03,0.00,0.00
OK,WI,F02,T04,7.16,56.82,22.87
NH,MO,F07,T14,0.02,0.01,0.00
AR,IL,F07,T05,104.57,133.30,27.72
TX,OH,F03,T14,12.67,5.13,4.02
MN,NM,F06,T14,0.01,0.00,0.00
SD,FL,F07,T14,0.11,0.01,0.01
MT,IL,F08,T04,1.46,2.82,2.49
NE,WA,F06,T06,25.39,165.60,151.36
SD,NE,F04,T00,6.08,71.19,17.65
WA,PA,F03,T14,0.81,0.04,0.05
WA,NC,F07,T04,0.09,0.02,0.02
IN,LA,F02,T101,443.24,3698.31,2002.32
NJ,AZ,F05,T14,0.44,0.10,0.12
VA,OH,F08,T14,0.98,0.16,0.04
IN,ME,F06,T04,10.44,4.49,2.39
PA,GA,F05,T04,23.27,18.75,6.88
MA,AZ,F05,T04,9.25,4.38,5.91
FL,IL,F03,T04,59.08,101.96,63.10
TX,LA,F05,T05,230.87,111.15,11.04
NE,MT,F04,T04,8.10,19.99,6.55
MI,TX,F00,T00,0.67,7.17,4.21
NC,IL,F06,T14,0.77,0.02,0.01
NJ,SC,F06,T04,28.76,22.48,7.23
KS,KS,F06,T06,6.17,33.87,0.76
SC,VA,F03,T14,0.19,0.00,0.00
NH,MI,F07,T04,2.59,0.65,0.28
UT,ID,F03,T04,0.60,0.15,0.02
OH,WI,F08,T04,64.61,136.80,32.79
ID,WA,F04,T06,13.14,104.63,42.74
KY,MN,F05,T04,6.53,18.97,8.25
SD,NE,F06,T05,7.62,12.52,0.55
TN,OH,F04,T05,0.01,0.01,0.00
NH,NC,F08,T04,4.57,4.55,1.91
VT,PA,F08,T05,0.65,1.90,0.40
OK,KY,F06,T04,116.45,190.44,53.82
WV,KY,F07,T05,9.49,2.91,0.09
KS,MA,F07,T14,0.04,0.01,0.01
IA,TX,F08,T06,34.30,98.62,61.44
PA,FL,F07,T00,36.04,169.14,87.33
CT,CA,F08,T04,1.75,2.08,2.98
WI,IA,F06,T14,4.63,1.32,0.06
CA,KY,F04,T04,7.49,5.79,6.68
MI,NJ,F05,T04,182.78,63.19,19.60
CA,MA,F02,T14,0.03,0.09,0.15
IN,KY,F00,T00,0.02,0.03,0.00
NY,MS,F08,T00,1.20,1.62,1.05
MN,KS,F03,T05,5.40,7.81,1.66
CO,KS,F04,T14,1.06,0.33,0.05
TN,IL,F05,T05,37.95,15.57,2.70
SC,MS,F05,T04,30.62,29.54,8.90
WA,ME,F05,T04,0.44,0.12,0.22
WI,OH,F07,T05,59.93,44.88,8.92
MO,MD,F06,T04,0.16,0.16,0.06
SC,NV,F04,T04,0.67,0.85,0.96
NJ,PA,F03,T04,418.94,446.84,25.28
NY,PA,F03,T04,186.39,349.49,51.49
SD,MI,F06,T04,1.79,1.78,0.67
IN,MN,F07,T04,363.28,674.91,207.56
MN,MA,F08,T04,0.73,0.45,0.33
IN,GA,F05,T04,29.98,30.96,11.07
GA,MS,F04,T04,5.75,8.69,1.46
ND,IA,F07,T04,43.72,139.41,34.61
TN,NE,F08,T04,0.49,0.13,0.06
MO,GA,F09,T04,0.76,0.03,0.01
IL,OR,F07,T14,0.26,0.03,0.03
OH,KY,F03,T05,36.93,33.90,0.91
ME,CA,F00,T00,2.76,4.29,7.14
IL,FL,F07,T04,421.76,312.27,177.42
LA,IN,F03,T04,6.00,16.21,8.01
CA,SC,F08,T06,7.42,10.03,15.49
TN,CO,F06,T04,0.00,0.00,0.00
CO,MO,F03,T14,4.81,0.06,0.02
TX,OH,F04,T04,2.34,7.24,4.07
OR,PA,F07,T04,104.30,104.65,145.01
PA,NY,F09,T04,22.34,5.45,0.37
MN,KY,F06,T14,0.07,0.02,0.01
GA,MO,F03,T14,0.66,0.06,0.02
IA,MO,F02,T04,4.36,32.47,1.38
OR,GA,F08,T14,1.04,0.14,0.19
TX,OK,F04,T04,356.36,668.63,86.06
IL,AR,F02,T05,1.57,13.83,1.98
MA,AR,F06,T04,0.40,0.16,0.12
ID,WI,F07,T06,131.57,258.20,229.72
MI,MN,F00,T00,7.15,4.29,1.66
UT,MA,F05,T04,46.80,20.65,24.58
NJ,MN,F03,T14,0.01,0.00,0.00
NC,AR,F05,T04,233.77,103.29,45.05
OH,NH,F03,T04,31.65,70.71,25.37
LA,PA,F07,T04,35.37,55.61,34.73
NV,CA,F03,T05,8.77,10.17,0.43
MS,WI,F05,T04,26.92,15.41,7.05
MS,FL,F05,T05,2.23,0.56,0.05
MA,WI,F04,T04,2.64,11.02,6.45
GA,GA,F01,T14,7.68,0.26,0.02
CA,OH,F08,T14,2.34,0.20,0.23
MS,TX,F03,T04,29.74,19.04,6.49
ME,VT,F08,T04,0.36,0.46,0.06
MS,AK,F05,T04,56.78,96.06,211.24
AL,WI,F07,T04,2.50,1.11,0.55
IL,MI,F06,T14,0.99,0.15,0.02
MO,CA,F07,T14,12.62,0.84,0.79
PA,NJ,F08,T05,3.48,4.97,0.21
KY,NY,F09,T14,0.08,0.00,0.00
IL,OK,F05,T04,43.40,25.98,9.79
NC,VA,F03,T06,81.65,22.42,1.86
ME,ID,F07,T04,7.36,21.34,30.94
WY,KY,F09,T04,0.39,0.06,0.05
FL,KY,F07,T04,86.67,88.24,40.94
IA,MD,F03,T04,1.87,15.09,7.33
WA,DE,F03,T14,0.04,0.01,0.01
NM,ME,F03,T14,0.13,0.00,0.00
TN,MS,F04,T14,0.22,0.03,0.00
KY,TN,F03,T04,16.19,9.97,1.62
OR,MO,F07,T14,0.26,0.09,0.10
AZ,KY,F07,T04,23.72,19.79,16.43
IA,KY,F07,T04,23.99,48.31,16.19
NE,MI,F09,T04,10.30,0.35,0.12
IA,OH,F08,T14,0.00,0.00,0.00
GA,CA,F07,T14,0.96,0.07,0.08
MN,ND,F03,T04,6.46,8.71,1.85
OR,LA,F06,T04,1.66,1.64,2.21
ID,MO,F08,T04,0.30,0.50,0.34
WY,WI,F09,T04,0.18,0.03,0.02
CA,NY,F05,T04,323.48,246.66,358.38
NV,NC,F07,T14,0.51,0.02,0.03
MI,IL,F02,T04,0.36,0.55,0.10
IN,UT,F07,T06,5.08,14.41,12.30
NJ,NJ,F06,T14,0.30,0.11,0.00
VT,MT,F07,T14,0.25,0.03,0.04
CO,NC,F07,T14,0.64,0.24,0.18
WI,MI,F07,T14,13.92,3.43,0.65
TX,PA,F05,T04,471.58,186.84,152.02
OR,CA,F03,T11,12.21,2.54,1.56
KY,WA,F05,T04,66.04,31.24,37.04
TX,AZ,F03,T14,7.46,3.04,1.82
PA,NV,F07,T14,0.24,0.08,0.10
KS,CA,F00,T00,1.15,0.05,0.04
IL,KY,F00,T00,0.34,0.03,0.01
CT,OR,F06,T14,0.00,0.00,0.00
KS,WI,F05,T04,684.28,589.10,208.38
FL,WA,F03,T14,86.27,0.09,0.15
KS,NM,F05,T14,1.59,0.14,0.06
ID,CA,F07,T04,718.98,1070.61,428.98
IL,IL,F02,T05,3690.08,32048.28,623.09
CA,DC,F05,T04,1.00,0.16,0.22
PA,WA,F00,T00,6.78,8.16,9.93
CA,FL,F07,T06,399.13,500.74,773.98
MD,NC,F00,T00,0.38,0.03,0.00
ND,KS,F03,T06,10.26,20.12,16.58
GA,TX,F07,T14,0.10,0.03,0.01
ME,SC,F04,T14,1.19,0.26,0.13
ID,CA,F07,T00,15.79,30.77,15.77
ID,MO,F07,T04,196.94,135.36,97.04
IA,SD,F04,T04,31.68,282.97,12.22
MO,MN,F05,T05,10.34,4.79,0.87
AZ,LA,F07,T14,0.07,0.00,0.00
WY,PA,F09,T04,2.97,0.13,0.13
AL,MI,F07,T14,0.00,0.00,0.00
VT,MN,F06,T14,7.51,1.17,0.87
OK,TX,F07,T00,1.06,11.13,2.64
MS,TX,F05,T04,458.01,397.71,111.42
FL,WI,F03,T14,0.58,0.07,0.05
IA,WY,F04,T06,0.13,26.35,10.35
DE,MD,F04,T04,83.71,465.42,7.30
CA,LA,F07,T04,1732.96,884.05,909.10
NE,KY,F02,T04,11.11,23.67,9.30
WY,MO,F07,T14,0.03,0.01,0.01
UT,WI,F03,T14,0.30,0.02,0.01
SD,AZ,F04,T06,0.59,6.96,6.55
CA,FL,F03,T00,15.89,6.83,10.48
ND,UT,F07,T06,10.26,13.77,12.49
AZ,CA,F06,T04,166.33,195.87,49.34
GA,VA,F03,T14,0.95,0.10,0.03
AR,NY,F05,T04,254.75,178.15,109.91
IN,NC,F04,T00,3.61,30.21,13.13
OH,WI,F05,T14,0.01,0.00,0.00
PA,NH,F05,T05,2.68,2.04,0.37
SD,CA,F05,T04,77.90,47.12,42.75
IA,IA,F04,T04,2582.46,16707.93,357.97
CA,AL,F05,T04,25.73,53.17,64.04
MO,NE,F07,T00,1.60,6.06,1.66
OR,WA,F07,T06,2.38,7.34,0.15
ME,WA,F04,T14,0.04,0.00,0.00
HI,FL,F03,T11,12.20,0.35,0.85
MN,AL,F08,T14,0.00,0.00,0.00
AL,OH,F05,T04,234.24,175.27,49.59
CO,NE,F08,T04,109.07,210.49,49.30
CT,MA,F03,T14,3.20,0.25,0.01
VA,IN,F09,T04,3.55,0.59,0.20
WA,DC,F08,T04,0.45,2.85,3.95
NC,NE,F04,T04,1.81,3.81,2.59
MO,MO,F04,T14,0.73,0.10,0.01
WI,DC,F07,T14,0.34,0.20,0.08
MI,FL,F06,T14,0.89,0.30,0.18
OR,IA,F03,T06,0.43,0.40,0.42
IA,OH,F07,T06,86.75,248.83,77.94
HI,AR,F05,T11,1.72,0.10,0.20
CA,PA,F00,T00,8.00,6.42,9.83
FL,FL,F02,T05,1200.50,5326.43,29.47
NM,NE,F07,T14,0.00,0.00,0.00
TX,OR,F00,T00,3.11,0.03,0.03
RI,NY,F08,T04,0.41,0.87,0.08
ID,IL,F08,T04,0.85,1.57,1.11
NE,KS,F05,T05,235.05,135.88,16.95
TX,WA,F08,T04,14.52,15.01,15.76
KY,NE,F01,T04,105.17,90.67,42.86
MD,MO,F01,T14,0.66,0.01,0.01
KY,VA,F03,T04,14.71,13.67,3.99
MO,NH,F01,T04,0.21,0.00,0.00
IL,MO,F00,T00,346.07,1299.66,124.09
GA,AL,F09,T14,0.67,0.02,0.00
CO,IN,F03,T04,6.39,49.40,27.14
MN,OR,F05,T04,111.70,59.48,50.05
OK,GA,F07,T04,6.52,4.86,2.38
UT,WA,F04,T04,35.92,92.21,35.17
IA,SD,F04,T06,26.77,266.01,40.76
MI,KY,F04,T05,0.85,1.56,0.18
MO,MN,F07,T04,149.29,1459.74,468.32
DE,MI,F07,T04,8.32,7.72,2.87
NY,DC,F07,T11,0.01,0.00,0.00
GA,IL,F06,T00,30.38,12.17,4.95
GA,OH,F05,T04,113.29,125.65,34.06
MO,IL,F09,T04,4.64,0.17,0.02
NE,RI,F04,T04,14.46,11.74,8.52
UT,AZ,F01,T04,8.57,12.23,2.46
CO,NV,F03,T04,3.10,3.61,1.70
CO,WY,F04,T05,1.99,13.21,1.41
IN,PA,F02,T06,55.94,450.63,113.78
AR,TX,F04,T05,1.66,0.59,0.12
LA,GA,F03,T101,3059.25,11525.10,8090.62
UT,NV,F06,T04,25.69,9.07,2.31
MT,CO,F07,T04,6.86,6.74,2.27
DE,AR,F07,T04,5.30,7.69,4.73
MD,ND,F08,T04,7.95,15.47,10.44
AR,AZ,F05,T04,246.63,133.56,82.54
KY,PA,F07,T04,125.32,140.99,38.72
CO,ID,F08,T04,140.05,285.15,110.35
OH,CT,F05,T14,0.03,0.00,0.00
MN,GA,F05,T14,0.00,0.00,0.00
CA,MA,F07,T06,6.12,19.71,33.26
MO,OH,F07,T14,14.07,0.39,0.09
MN,PA,F06,T14,0.01,0.00,0.00
NJ,LA,F07,T14,4.33,0.47,0.30
IL,WI,F03,T05,49.72,96.20,7.88
AR,CA,F06,T04,15.77,9.68,7.56
CO,AZ,F08,T04,115.28,235.50,108.40
GA,GA,F03,T06,16.06,44.50,0.38
MO,MT,F07,T04,0.45,0.22,0.16
NJ,CT,F02,T05,2.46,0.68,0.02
AR,AL,F06,T04,12.99,8.57,3.17
CT,CT,F05,T04,15.70,5.98,0.05
IL,KS,F04,T14,0.01,0.01,0.00
IL,GA,F02,T00,0.87,7.41,4.03
IA,IL,F09,T05,46.49,0.98,0.02
ID,TN,F03,T14,0.02,0.01,0.01
LA,GA,F05,T04,38.04,28.18,7.43
ID,MN,F02,T06,1.38,11.23,8.20
ME,OH,F03,T14,0.92,0.04,0.02
IL,NY,F03,T04,126.34,11.62,4.17
MD,VA,F03,T14,0.08,0.02,0.00
MN,SD,F04,T14,0.08,0.05,0.01
NJ,NV,F07,T04,6.12,0.64,0.82
CO,MD,F08,T04,8.61,12.70,10.85
CT,NH,F08,T04,0.40,0.18,0.02
CT,AL,F09,T04,2.39,0.48,0.30
AZ,OR,F03,T04,31.47,39.00,29.29
ME,OR,F03,T04,0.27,0.00,0.01
FL,VA,F08,T04,10.37,9.75,3.86
MS,MS,F07,T04,72.47,271.88,12.12
AL,AR,F03,T04,2.63,6.51,1.93
NY,AZ,F07,T04,55.41,74.63,87.99
AL,NV,F08,T04,1.46,0.04,0.04
VA,VT,F06,T04,0.90,0.28,0.07
OR,MO,F08,T04,1.11,1.63,1.42
NC,KS,F07,T14,0.15,0.03,0.01
NC,WY,F07,T04,0.86,0.17,0.16
ND,ND,F00,T00,13.50,21.98,2.63
MD,SC,F05,T05,1.38,1.28,0.30
WI,GA,F03,T04,5.84,39.62,17.21
HI,NV,F05,T11,2.95,0.19,0.26
MD,TX,F05,T04,5.88,5.30,4.15
VA,TX,F04,T14,1.43,0.29,0.22
ID,MD,F07,T14,1.06,0.33,0.41
NM,CO,F03,T14,1.28,0.03,0.01
TN,NJ,F08,T04,2.71,0.46,0.21
NY,GA,F04,T04,24.38,42.54,19.39
NJ,NH,F07,T14,1.01,0.13,0.02
IL,AZ,F06,T04,44.92,65.36,59.06
VA,WA,F04,T14,0.41,0.05,0.08
DE,DE,F04,T04,174.74,910.69,7.72
CA,PA,F01,T11,17.10,4.42,5.31
SC,MA,F03,T04,3.41,7.57,3.17
MA,SC,F06,T04,2.87,1.41,0.66
WA,SC,F07,T14,0.00,0.00,0.00
TX,NE,F02,T04,1.07,4.27,2.18
AZ,SD,F05,T04,9.08,12.97,10.26
WI,NJ,F06,T14,0.01,0.00,0.00
MN,OH,F06,T06,20.03,79.50,29.97
NE,TX,F04,T06,99.95,1257.70,572.88
CA,OR,F07,T04,1233.86,1765.76,665.52
NJ,TX,F03,T04,51.63,24.40,21.83
KS,FL,F01,T04,1.62,0.02,0.02
FL,MS,F03,T11,0.44,0.33,0.12
MA,MA,F03,T14,1.25,0.28,0.00
ME,WI,F03,T14,2.06,0.03,0.02
PA,CT,F04,T14,0.01,0.01,0.00
IN,NY,F06,T04,74.68,48.61,15.19
GA,KS,F01,T04,94.88,62.84,36.30
SD,NY,F04,T06,14.17,68.90,49.83
NY,NH,F06,T05,1.97,0.97,0.11
TN,AL,F07,T14,0.00,0.00,0.00
UT,IL,F05,T04,29.23,7.86,5.56
CA,TX,F08,T04,657.65,735.90,664.23
IA,CT,F06,T04,37.86,29.50,18.46
MD,DE,F06,T05,7.23,24.55,1.12
TX,CO,F09,T05,26.57,8.12,0.96
GA,VA,F06,T14,0.00,0.00,0.00
ID,NV,F07,T14,1.57,0.05,0.02
OH,LA,F07,T04,10.45,4.49,1.98
TN,OR,F00,T00,0.01,0.00,0.00
TX,NC,F09,T14,0.08,0.00,0.00
NE,NE,F04,T00,1.72,4.58,0.10
TX,NH,F09,T14,0.02,0.00,0.00
MS,TN,F07,T04,8.14,8.42,1.25
CO,IL,F05,T04,112.87,28.80,13.12
MS,IN,F06,T04,0.13,0.10,0.03
NH,VT,F05,T05,21.15,10.85,0.85
OH,LA,F07,T14,0.53,0.25,0.12
KY,TN,F02,T06,5.36,34.51,5.31
TX,ID,F07,T14,0.09,0.02,0.02
OK,KY,F04,T14,0.04,0.02,0.01
DE,TN,F05,T04,5.11,3.48,1.28
IL,NY,F07,T04,574.53,858.92,288.60
NJ,PA,F08,T04,241.17,346.91,35.22
MS,AL,F06,T05,90.28,217.94,19.07
IL,WV,F03,T14,0.60,0.06,0.02
FL,MA,F09,T14,24.22,0.58,0.41
WA,TX,F06,T04,33.53,34.98,40.16
TX,TN,F07,T00,3.99,21.45,5.83
MA,IL,F07,T14,0.19,0.02,0.01
TX,NM,F05,T05,42.92,28.71,2.36
OH,NJ,F08,T04,30.60,72.69,22.47
CA,MS,F05,T14,0.09,0.02,0.02
MI,NV,F06,T04,0.60,0.26,0.26
MO,AL,F02,T06,13.07,146.38,50.80
