Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
NM,CA,F06,T03,46.00,18.00,8.00
FL,FL,F08,T03,6443.00,7966.00,312.00
VT,PA,F07,T00,66.00,64.00,14.00
OH,MA,F07,T00,86.00,194.00,75.00
ND,MI,F08,T06,24.00,138.00,79.00
TN,VA,F05,T04,88.00,66.00,19.00
VA,TX,F04,T05,1.00,42.00,31.00
AL,MO,F07,T03,85.00,86.00,30.00
OK,TX,F06,T00,90.00,358.00,64.00
ID,OH,F07,T03,32.00,92.00,84.00
GA,CA,F05,T03,191.00,250.00,287.00
WV,NJ,F05,T03,21.00,32.00,5.00
OK,OK,F06,T05,137.00,136.00,5.00
LA,SC,F07,T03,21.00,54.00,22.00
CT,CT,F05,T03,232.00,104.00,1.00
CA,WA,F07,T00,887.00,976.00,470.00
CT,PA,F07,T03,151.00,116.00,19.00
TN,MS,F07,T04,188.00,516.00,46.00
TX,IA,F05,T04,16.00,82.00,30.00
GA,FL,F05,T00,592.00,456.00,100.00
IA,TX,F06,T00,58.00,146.00,67.00
OH,CA,F06,T06,55.00,114.00,142.00
IL,GA,F06,T00,224.00,576.00,193.00
TN,NJ,F07,T04,105.00,104.00,44.00
OH,NC,F04,T00,94.00,566.00,177.00
NJ,FL,F07,T03,286.00,510.00,286.00
CO,WA,F05,T00,102.00,58.00,36.00
MN,MN,F07,T04,2511.00,6286.00,271.00
UT,ID,F06,T05,87.00,272.00,24.00
SC,GA,F05,T05,94.00,90.00,9.00
TX,AR,F06,T03,4.00,12.00,1.00
VT,TX,F07,T04,11.00,10.00,9.00
IN,OK,F07,T03,16.00,44.00,15.00
TX,OH,F05,T00,423.00,278.00,163.00
ND,CA,F03,T00,14.00,42.00,39.00
CA,WA,F08,T04,173.00,328.00,161.00
OH,MI,F08,T04,445.00,1264.00,171.00
NE,IL,F05,T00,1416.00,862.00,234.00
FL,TX,F07,T04,361.00,522.00,312.00
NY,IL,F05,T03,44.00,22.00,8.00
KS,TX,F01,T00,3.00,10.00,1.00
ID,MI,F03,T04,58.00,136.00,120.00
NE,MN,F05,T04,213.00,112.00,23.00
OH,MO,F07,T00,95.00,194.00,58.00
VA,NC,F08,T04,20.00,32.00,4.00
WI,MN,F07,T04,916.00,1262.00,157.00
WI,MI,F07,T04,577.00,1034.00,203.00
VA,VA,F03,T04,982.00,788.00,23.00
ND,LA,F07,T00,36.00,222.00,186.00
IA,MS,F05,T04,37.00,34.00,11.00
NC,SC,F07,T05,54.00,190.00,14.00
CA,IA,F03,T03,41.00,78.00,70.00
AR,GA,F05,T00,136.00,196.00,66.00
KS,SC,F07,T03,4.00,2.00,1.00
AR,AR,F08,T00,578.00,882.00,12.00
PA,IL,F07,T03,573.00,360.00,130.00
ND,MN,F03,T00,131.00,1070.00,157.00
NE,MN,F07,T04,17.00,48.00,8.00
OH,NY,F07,T03,250.00,424.00,107.00
NY,CT,F06,T03,206.00,164.00,10.00
GA,GA,F07,T04,841.00,2422.00,89.00
FL,NC,F06,T03,72.00,44.00,14.00
CA,MN,F03,T00,142.00,334.00,334.00
OH,MD,F07,T03,106.00,308.00,71.00
NY,PA,F07,T04,597.00,1176.00,137.00
NY,MI,F08,T00,118.00,270.00,77.00
DE,NY,F05,T03,147.00,208.00,31.00
CA,ID,F08,T03,40.00,74.00,28.00
NJ,PA,F05,T03,50.00,34.00,2.00
CA,IL,F08,T00,314.00,256.00,279.00
AR,MS,F05,T00,203.00,210.00,40.00
MA,CA,F05,T11,6.00,2.00,2.00
MA,NY,F05,T03,742.00,282.00,33.00
NY,MS,F07,T03,17.00,52.00,26.00
CA,MO,F07,T00,224.00,308.00,286.00
IA,CA,F06,T00,139.00,238.00,234.00
MS,MS,F07,T04,86.00,858.00,75.00
CA,IN,F08,T04,27.00,26.00,29.00
VA,SC,F08,T05,185.00,526.00,106.00
PA,TX,F06,T04,111.00,98.00,74.00
IA,MI,F04,T04,46.00,142.00,31.00
TX,NC,F06,T04,24.00,48.00,28.00
NV,NV,F06,T03,237.00,256.00,1.00
CA,TX,F06,T04,623.00,674.00,520.00
GA,SC,F04,T04,104.00,572.00,77.00
MD,OH,F07,T00,103.00,230.00,53.00
ND,ND,F03,T03,466.00,3878.00,198.00
NJ,GA,F07,T04,253.00,224.00,98.00
NE,CA,F05,T04,711.00,424.00,318.00
AR,LA,F07,T03,153.00,450.00,102.00
NC,NY,F08,T04,56.00,246.00,68.00
NC,TN,F06,T00,18.00,28.00,5.00
IN,LA,F02,T00,131.00,3164.00,1601.00
NY,MO,F07,T00,146.00,258.00,125.00
WI,WI,F07,T00,9575.00,16106.00,681.00
IA,OK,F05,T03,142.00,152.00,48.00
IA,IN,F04,T04,103.00,234.00,40.00
NJ,PA,F06,T03,359.00,464.00,28.00
WV,MD,F05,T03,6.00,8.00,1.00
CA,IL,F08,T03,182.00,144.00,151.00
AL,FL,F05,T04,116.00,194.00,43.00
FL,MN,F07,T04,95.00,142.00,115.00
MN,LA,F03,T00,650.00,7324.00,6030.00
CT,NJ,F07,T00,95.00,128.00,8.00
CA,IL,F06,T00,251.00,254.00,257.00
CT,NY,F07,T05,194.00,284.00,22.00
VT,MO,F07,T03,26.00,24.00,14.00
WA,CO,F07,T03,18.00,28.00,17.00
MS,TN,F06,T04,142.00,502.00,40.00
NC,NJ,F07,T03,191.00,194.00,56.00
AZ,AZ,F08,T03,1319.00,1398.00,9.00
AK,CA,F08,T00,6.00,12.00,10.00
MA,NJ,F05,T03,197.00,86.00,12.00
CA,CO,F06,T03,119.00,168.00,101.00
MT,MT,F07,T00,335.00,1076.00,27.00
GA,FL,F05,T03,592.00,456.00,100.00
AR,LA,F07,T00,153.00,450.00,102.00
IL,WI,F06,T00,130.00,390.00,47.00
NJ,FL,F07,T00,287.00,510.00,287.00
AL,GA,F07,T04,295.00,898.00,87.00
OK,FL,F05,T03,30.00,26.00,18.00
TX,FL,F05,T00,640.00,464.00,286.00
SC,GA,F05,T04,59.00,104.00,10.00
NM,TX,F06,T00,30.00,14.00,4.00
MA,MA,F05,T03,1721.00,636.00,10.00
MO,PA,F05,T04,56.00,64.00,32.00
VA,FL,F06,T04,163.00,102.00,38.00
KS,NC,F05,T03,380.00,114.00,74.00
ND,VA,F04,T00,2.00,18.00,13.00
IL,MN,F06,T03,76.00,232.00,64.00
IL,IA,F08,T03,35.00,196.00,18.00
OH,TX,F07,T04,288.00,452.00,243.00
TX,AL,F06,T04,7.00,6.00,3.00
NC,AL,F07,T04,44.00,66.00,16.00
MS,UT,F05,T00,59.00,46.00,40.00
NY,MD,F07,T03,502.00,374.00,63.00
FL,FL,F03,T03,1336.00,4176.00,159.00
KY,CA,F05,T03,40.00,34.00,36.00
IA,NJ,F07,T00,80.00,396.00,230.00
NE,TX,F05,T00,898.00,748.00,293.00
ND,OK,F04,T00,8.00,110.00,63.00
TN,SC,F06,T03,87.00,72.00,11.00
AR,GA,F05,T03,136.00,196.00,66.00
IN,OH,F05,T03,176.00,220.00,19.00
WI,TX,F07,T05,125.00,80.00,48.00
TN,SC,F07,T03,172.00,416.00,78.00
NY,PA,F08,T00,189.00,506.00,73.00
IN,IL,F05,T04,92.00,130.00,9.00
CA,WA,F07,T05,105.00,224.00,118.00
TN,FL,F09,T04,64.00,2.00,1.00
CT,GA,F07,T00,33.00,20.00,10.00
ND,MN,F04,T00,30.00,294.00,33.00
AL,MD,F05,T00,78.00,78.00,34.00
SC,MO,F07,T05,52.00,4.00,2.00
KS,KY,F05,T03,64.00,62.00,28.00
OH,WI,F08,T00,42.00,118.00,29.00
LA,FL,F07,T00,26.00,54.00,22.00
NV,NV,F05,T03,435.00,322.00,2.00
WA,AZ,F07,T03,45.00,110.00,74.00
IA,IA,F08,T04,56.00,254.00,10.00
LA,LA,F03,T00,6490.00,65852.00,1049.00
KS,FL,F05,T00,245.00,116.00,88.00
OH,IN,F08,T00,169.00,504.00,48.00
AR,IA,F05,T04,22.00,26.00,7.00
NY,IA,F07,T00,71.00,72.00,36.00
AR,IN,F05,T03,332.00,180.00,54.00
DE,CA,F05,T05,19.00,52.00,70.00
NY,NY,F08,T05,3350.00,4376.00,37.00
NV,OH,F06,T00,21.00,18.00,20.00
OK,AR,F07,T00,92.00,358.00,30.00
MI,MO,F07,T00,73.00,224.00,62.00
TN,KY,F06,T05,170.00,160.00,15.00
OH,OH,F02,T00,318.00,7582.00,229.00
MO,MO,F06,T00,1840.00,2848.00,106.00
AL,LA,F07,T00,99.00,272.00,59.00
KY,IN,F07,T03,315.00,704.00,44.00
WI,WI,F06,T04,406.00,526.00,35.00
MS,KS,F01,T04,43.00,44.00,19.00
ND,FL,F03,T03,18.00,48.00,44.00
OR,GA,F07,T00,50.00,104.00,141.00
KY,KY,F07,T03,992.00,3362.00,75.00
TX,MO,F08,T00,65.00,198.00,55.00
WI,MI,F05,T05,57.00,48.00,8.00
IA,IA,F05,T03,1295.00,1390.00,54.00
DE,NY,F05,T05,74.00,136.00,21.00
NY,ME,F07,T05,30.00,52.00,14.00
KS,OH,F05,T00,128.00,140.00,70.00
NH,FL,F07,T05,1.00,2.00,2.00
LA,LA,F02,T00,8494.00,183410.00,2852.00
NC,FL,F07,T03,198.00,316.00,89.00
IA,GA,F06,T00,85.00,262.00,130.00
IL,MI,F06,T00,212.00,580.00,76.00
NE,KS,F07,T04,26.00,140.00,18.00
KS,WA,F05,T00,84.00,58.00,54.00
ID,IN,F03,T03,62.00,212.00,174.00
MI,MI,F05,T04,78.00,92.00,4.00
TX,LA,F05,T03,112.00,92.00,23.00
IN,TX,F04,T00,21.00,18.00,11.00
MN,CO,F05,T04,82.00,88.00,35.00
WA,OR,F08,T00,38.00,86.00,8.00
ND,NY,F04,T04,4.00,20.00,14.00
AZ,AZ,F05,T05,440.00,358.00,4.00
OH,MI,F06,T00,446.00,494.00,59.00
CO,MN,F07,T00,17.00,18.00,8.00
CA,CO,F08,T04,97.00,66.00,40.00
TN,FL,F06,T00,138.00,112.00,31.00
MA,MA,F08,T05,3122.00,3344.00,41.00
DE,GA,F07,T04,5.00,16.00,6.00
NY,MA,F08,T03,68.00,166.00,23.00
TN,TX,F07,T06,36.00,252.00,76.00
IL,IN,F07,T00,800.00,2566.00,192.00
ND,TN,F07,T06,52.00,208.00,136.00
IN,FL,F04,T00,4.00,14.00,7.00
PA,VA,F05,T00,178.00,122.00,16.00
MI,MI,F09,T03,356.00,106.00,2.00
KS,KS,F07,T00,1155.00,4726.00,220.00
CA,OR,F05,T04,82.00,66.00,28.00
FL,GA,F05,T00,265.00,228.00,36.00
CA,TX,F08,T04,163.00,124.00,110.00
WI,IA,F08,T03,33.00,108.00,17.00
CA,NV,F07,T00,475.00,962.00,125.00
NC,GA,F05,T00,302.00,534.00,86.00
NC,MD,F05,T00,123.00,122.00,22.00
CA,FL,F08,T04,250.00,236.00,343.00
PA,PA,F07,T03,12713.00,32010.00,481.00
MS,MS,F05,T04,508.00,1112.00,46.00
SD,MN,F02,T06,420.00,7518.00,1183.00
FL,FL,F04,T00,198.00,2616.00,169.00
NH,MA,F08,T04,230.00,616.00,18.00
OH,WI,F08,T03,42.00,118.00,29.00
VA,AL,F06,T03,36.00,26.00,9.00
MI,WI,F07,T04,172.00,358.00,62.00
NC,NY,F05,T04,317.00,396.00,125.00
OH,CA,F06,T00,187.00,336.00,392.00
IL,PA,F07,T06,185.00,1546.00,630.00
ND,TN,F07,T00,57.00,234.00,151.00
NE,KS,F07,T05,9.00,14.00,2.00
CA,WA,F03,T03,380.00,584.00,305.00
GA,GA,F04,T04,214.00,1606.00,110.00
IA,SD,F07,T04,7.00,66.00,8.00
KY,PA,F05,T03,56.00,40.00,11.00
NH,NH,F08,T00,357.00,650.00,7.00
DE,DE,F05,T00,108.00,218.00,2.00
ND,MN,F07,T05,73.00,158.00,9.00
NY,NY,F08,T03,4002.00,5178.00,75.00
FL,MD,F07,T03,129.00,254.00,118.00
ND,WI,F04,T04,3.00,58.00,9.00
AR,PA,F07,T03,160.00,172.00,104.00
DE,DE,F08,T00,377.00,466.00,5.00
IA,IL,F04,T04,47.00,264.00,25.00
ID,PA,F03,T03,68.00,318.00,333.00
AR,KY,F07,T04,13.00,60.00,6.00
TX,MO,F08,T03,65.00,198.00,55.00
OR,CA,F04,T03,109.00,960.00,384.00
OH,FL,F06,T06,19.00,30.00,14.00
OK,KS,F05,T00,101.00,90.00,14.00
MN,OR,F05,T03,115.00,122.00,103.00
CO,UT,F08,T03,48.00,120.00,27.00
CA,UT,F07,T05,54.00,58.00,21.00
CT,CT,F06,T03,262.00,174.00,2.00
MO,MI,F07,T03,74.00,164.00,41.00
ND,MA,F07,T06,9.00,64.00,54.00
WI,WI,F08,T00,1855.00,2896.00,66.00
GA,TN,F07,T03,495.00,1068.00,143.00
KS,KS,F05,T04,666.00,506.00,34.00
NH,NC,F07,T03,6.00,10.00,4.00
ND,MN,F07,T06,39.00,372.00,39.00
NC,LA,F07,T04,8.00,14.00,6.00
MO,MN,F07,T00,66.00,146.00,38.00
AR,LA,F05,T03,78.00,96.00,15.00
MA,FL,F07,T03,15.00,22.00,14.00
GA,IN,F05,T04,10.00,8.00,2.00
IA,CA,F07,T04,213.00,290.00,260.00
VT,ME,F04,T04,9.00,44.00,6.00
MO,SC,F07,T00,33.00,34.00,15.00
CA,AL,F03,T00,108.00,176.00,234.00
TX,OK,F05,T00,120.00,112.00,20.00
OR,WA,F04,T00,308.00,3188.00,245.00
UT,UT,F06,T00,334.00,922.00,13.00
OH,PA,F07,T06,80.00,658.00,179.00
KS,MI,F06,T03,34.00,64.00,23.00
NE,WI,F05,T03,369.00,226.00,65.00
MO,OH,F06,T05,31.00,38.00,10.00
TX,WI,F05,T03,85.00,84.00,47.00
WI,IN,F07,T00,495.00,886.00,159.00
MO,NY,F06,T00,30.00,84.00,48.00
MS,LA,F07,T05,93.00,176.00,18.00
ID,CA,F03,T04,105.00,280.00,114.00
NE,CA,F05,T03,728.00,448.00,338.00
VA,VA,F05,T03,1837.00,1780.00,80.00
SD,IA,F01,T04,88.00,128.00,13.00
NM,NM,F08,T00,608.00,862.00,30.00
VT,VT,F07,T05,510.00,990.00,21.00
TX,OK,F05,T04,97.00,94.00,17.00
IA,MI,F04,T03,62.00,184.00,38.00
IA,NY,F05,T00,71.00,72.00,44.00
AL,TN,F05,T03,145.00,140.00,25.00
OH,IN,F08,T03,169.00,504.00,48.00
DE,MO,F05,T03,9.00,42.00,23.00
NC,VA,F07,T05,154.00,172.00,19.00
CA,OR,F08,T03,70.00,180.00,74.00
NH,ME,F07,T03,86.00,238.00,23.00
NJ,TX,F07,T04,174.00,174.00,144.00
IA,IN,F06,T03,97.00,82.00,16.00
MI,PA,F07,T00,415.00,512.00,156.00
KY,IL,F07,T04,223.00,374.00,65.00
NJ,VA,F07,T03,119.00,216.00,30.00
MN,LA,F05,T03,44.00,48.00,30.00
NY,MI,F07,T03,243.00,336.00,72.00
NH,CT,F07,T05,19.00,18.00,1.00
TN,NJ,F07,T06,27.00,116.00,70.00
AR,CA,F05,T00,417.00,632.00,524.00
AR,NV,F07,T00,64.00,68.00,65.00
IA,SC,F05,T03,36.00,32.00,17.00
WI,MI,F07,T03,887.00,2078.00,395.00
OR,OR,F05,T03,753.00,572.00,20.00
KY,MO,F05,T04,17.00,18.00,4.00
IL,OH,F05,T03,201.00,190.00,42.00
NC,IL,F09,T04,57.00,4.00,2.00
GA,FL,F07,T04,912.00,1618.00,348.00
CA,MT,F08,T03,27.00,54.00,30.00
CA,MI,F07,T03,196.00,400.00,466.00
MA,VT,F06,T03,39.00,58.00,5.00
TN,LA,F07,T03,140.00,292.00,61.00
VA,NC,F08,T06,59.00,152.00,20.00
IA,MN,F05,T05,25.00,26.00,3.00
KS,OK,F07,T06,27.00,294.00,40.00
TN,NJ,F07,T00,132.00,220.00,114.00
ME,NH,F06,T04,42.00,74.00,4.00
SD,IA,F03,T04,291.00,3744.00,236.00
VT,CT,F04,T04,2.00,14.00,2.00
TX,AZ,F05,T03,131.00,126.00,66.00
DE,CT,F07,T03,21.00,58.00,9.00
NJ,VA,F06,T00,53.00,54.00,8.00
NY,DE,F07,T00,34.00,38.00,5.00
ND,TX,F07,T06,69.00,302.00,208.00
OK,LA,F02,T00,87.00,1388.00,619.00
KS,TX,F05,T03,1123.00,928.00,284.00
WI,KS,F07,T00,112.00,242.00,75.00
CA,CA,F07,T04,10802.00,19302.00,1366.00
MO,GA,F05,T03,85.00,98.00,37.00
TX,MS,F07,T00,40.00,72.00,17.00
MS,OK,F01,T04,54.00,64.00,23.00
CA,TX,F08,T00,260.00,280.00,234.00
VA,NC,F08,T00,307.00,742.00,96.00
ND,NY,F07,T00,60.00,290.00,192.00
MO,WI,F07,T00,158.00,224.00,66.00
OK,LA,F05,T03,43.00,46.00,16.00
IL,IN,F07,T04,558.00,1588.00,140.00
MS,GA,F06,T04,61.00,278.00,60.00
MN,PA,F05,T04,44.00,48.00,25.00
MO,NM,F07,T00,30.00,30.00,12.00
KY,TX,F08,T03,97.00,40.00,20.00
NJ,OH,F08,T03,99.00,220.00,50.00
OH,LA,F03,T00,346.00,3754.00,2428.00
KS,IA,F07,T00,191.00,796.00,173.00
OK,LA,F05,T04,28.00,30.00,11.00
OH,OH,F07,T03,7674.00,21300.00,754.00
CT,CT,F05,T00,232.00,104.00,1.00
MS,LA,F07,T03,110.00,276.00,26.00
IL,OH,F07,T03,728.00,1828.00,313.00
KS,CA,F05,T03,685.00,512.00,391.00
MA,FL,F05,T03,72.00,40.00,28.00
DE,MO,F05,T00,9.00,42.00,23.00
NC,PA,F05,T03,409.00,394.00,83.00
OH,CA,F07,T03,324.00,648.00,727.00
ID,UT,F07,T04,102.00,200.00,23.00
IL,TX,F06,T03,142.00,254.00,114.00
NC,VA,F08,T03,111.00,472.00,42.00
WI,MA,F07,T04,150.00,118.00,69.00
LA,AL,F07,T05,12.00,28.00,5.00
IL,IL,F09,T03,471.00,16.00,1.00
IL,WI,F07,T00,611.00,870.00,71.00
NM,OK,F07,T03,23.00,34.00,8.00
AR,OK,F07,T03,108.00,428.00,48.00
TX,IN,F07,T04,43.00,28.00,12.00
NJ,TX,F07,T03,174.00,174.00,144.00
TN,TN,F05,T03,1340.00,1154.00,49.00
VA,MD,F07,T03,760.00,1532.00,104.00
VA,VA,F08,T00,1077.00,1720.00,70.00
CA,VA,F08,T00,76.00,84.00,121.00
DE,DE,F08,T05,377.00,466.00,5.00
OK,OK,F07,T04,56.00,490.00,27.00
NC,NY,F09,T00,39.00,2.00,1.00
KY,NY,F07,T00,73.00,180.00,73.00
NJ,OH,F07,T00,277.00,414.00,102.00
OH,PA,F01,T03,104.00,236.00,44.00
WI,MN,F07,T05,573.00,528.00,64.00
NY,IL,F08,T03,64.00,134.00,51.00
MO,FL,F05,T04,48.00,30.00,19.00
CA,AZ,F03,T00,393.00,678.00,186.00
NM,CA,F06,T00,46.00,18.00,8.00
MA,MA,F08,T03,3184.00,3376.00,42.00
LA,LA,F07,T03,1956.00,7228.00,167.00
NY,NY,F08,T00,4008.00,5186.00,75.00
TX,TX,F08,T03,7271.00,10304.00,501.00
MD,MA,F05,T03,43.00,58.00,12.00
CO,KS,F07,T04,11.00,54.00,9.00
CO,NE,F04,T03,7.00,122.00,22.00
MO,MN,F06,T03,41.00,144.00,40.00
NE,OK,F05,T04,77.00,108.00,26.00
MO,NY,F07,T00,95.00,104.00,53.00
IN,IN,F08,T00,227.00,398.00,13.00
ID,UT,F07,T03,288.00,418.00,49.00
WI,GA,F05,T03,55.00,42.00,18.00
TN,FL,F07,T03,579.00,744.00,271.00
MN,ND,F07,T04,140.00,576.00,76.00
NJ,CO,F07,T03,35.00,24.00,21.00
CO,KS,F07,T00,13.00,56.00,9.00
ID,OH,F03,T04,92.00,496.00,449.00
CT,GA,F07,T04,33.00,20.00,10.00
DE,PA,F05,T00,162.00,314.00,31.00
NY,MN,F08,T03,79.00,248.00,140.00
NC,GA,F06,T04,50.00,104.00,20.00
NY,PA,F07,T03,875.00,1618.00,185.00
KY,PA,F07,T03,98.00,248.00,79.00
CA,TN,F07,T03,46.00,172.00,197.00
KY,IN,F05,T04,66.00,62.00,5.00
NC,NC,F07,T04,345.00,1298.00,58.00
PA,IN,F06,T00,207.00,238.00,68.00
IN,LA,F02,T07,130.00,3140.00,1593.00
KS,NY,F05,T03,264.00,130.00,98.00
CA,AZ,F08,T04,110.00,140.00,49.00
NY,MA,F07,T05,98.00,220.00,28.00
CA,NJ,F08,T00,265.00,292.00,438.00
TX,GA,F05,T04,200.00,166.00,81.00
WI,KY,F07,T03,338.00,414.00,113.00
AL,OH,F05,T03,77.00,90.00,29.00
NE,IL,F05,T03,1416.00,862.00,234.00
NC,NJ,F08,T00,46.00,200.00,48.00
LA,MS,F07,T05,40.00,100.00,9.00
FL,TX,F07,T03,395.00,600.00,366.00
IL,WI,F05,T00,443.00,570.00,49.00
IA,PA,F04,T04,45.00,146.00,64.00
KY,LA,F06,T03,12.00,10.00,3.00
MS,OK,F01,T03,54.00,64.00,23.00
KY,MO,F05,T00,20.00,24.00,5.00
GA,MI,F07,T00,33.00,114.00,43.00
NC,PA,F08,T03,63.00,294.00,60.00
NM,TX,F06,T04,30.00,14.00,4.00
KY,CA,F06,T04,61.00,56.00,61.00
MA,MA,F05,T05,1388.00,478.00,7.00
CA,OK,F03,T03,26.00,84.00,65.00
NJ,FL,F07,T04,257.00,454.00,252.00
OR,CA,F07,T03,398.00,498.00,195.00
WA,UT,F07,T03,49.00,100.00,35.00
AR,MO,F05,T04,260.00,284.00,44.00
MI,MI,F09,T00,356.00,106.00,2.00
MT,MT,F07,T03,333.00,1068.00,27.00
MO,CA,F07,T06,63.00,264.00,241.00
AL,NC,F05,T04,139.00,122.00,33.00
PA,AL,F09,T00,8.00,2.00,1.00
IN,GA,F07,T03,164.00,186.00,56.00
ME,ME,F06,T04,49.00,68.00,4.00
PA,NJ,F05,T04,129.00,86.00,2.00
KY,OH,F07,T04,315.00,614.00,59.00
MT,CA,F06,T04,29.00,180.00,111.00
TX,NM,F08,T03,44.00,164.00,50.00
CA,PA,F03,T03,204.00,350.00,481.00
KY,LA,F06,T04,12.00,10.00,3.00
AL,MO,F07,T00,85.00,86.00,30.00
NE,MO,F07,T04,20.00,74.00,9.00
MN,NY,F06,T06,21.00,228.00,133.00
KY,VA,F08,T00,33.00,20.00,6.00
NE,TX,F05,T03,898.00,748.00,293.00
CA,WA,F06,T00,167.00,330.00,155.00
OH,MO,F06,T04,152.00,242.00,67.00
NY,NC,F07,T03,190.00,284.00,93.00
IL,OH,F05,T04,166.00,158.00,35.00
NJ,MO,F08,T04,48.00,70.00,39.00
MI,IL,F04,T00,16.00,152.00,13.00
LA,SC,F07,T00,25.00,58.00,23.00
TN,GA,F06,T05,126.00,118.00,14.00
TN,NY,F05,T03,39.00,26.00,11.00
NE,WA,F05,T04,140.00,94.00,73.00
PA,WV,F07,T00,222.00,300.00,19.00
KS,AL,F06,T03,29.00,50.00,19.00
CA,KY,F06,T03,76.00,32.00,36.00
ID,FL,F03,T04,117.00,336.00,424.00
GA,CA,F06,T03,107.00,128.00,146.00
NJ,GA,F07,T00,308.00,254.00,111.00
PA,VA,F05,T03,178.00,122.00,16.00
MO,LA,F05,T03,25.00,26.00,9.00
NV,TX,F07,T00,51.00,34.00,20.00
FL,TN,F07,T06,49.00,218.00,100.00
VT,FL,F07,T04,36.00,30.00,22.00
MA,PA,F05,T00,247.00,84.00,16.00
SC,NC,F07,T04,23.00,122.00,6.00
IL,VA,F07,T00,314.00,1116.00,419.00
NE,MN,F07,T03,17.00,48.00,8.00
FL,MA,F07,T03,88.00,232.00,163.00
MO,MA,F07,T00,26.00,18.00,11.00
CA,ID,F07,T04,25.00,32.00,10.00
AL,TX,F05,T00,175.00,302.00,127.00
DE,AZ,F05,T05,3.00,14.00,18.00
CA,MO,F07,T04,209.00,224.00,204.00
TX,FL,F07,T03,399.00,400.00,214.00
MO,AR,F07,T04,123.00,624.00,76.00
UT,UT,F07,T03,2189.00,3484.00,123.00
NY,PA,F07,T00,875.00,1618.00,185.00
CA,UT,F07,T00,520.00,722.00,257.00
MS,MS,F08,T00,617.00,732.00,12.00
GA,GA,F07,T00,2322.00,6970.00,236.00
ND,OH,F07,T00,54.00,382.00,196.00
IL,FL,F07,T04,111.00,208.00,126.00
TN,NY,F07,T00,68.00,88.00,48.00
GA,FL,F07,T00,1107.00,2064.00,438.00
AL,SC,F05,T00,47.00,82.00,20.00
OH,PA,F08,T00,97.00,372.00,75.00
IA,IL,F04,T00,152.00,1110.00,209.00
CA,OR,F03,T00,298.00,394.00,137.00
WI,PA,F05,T03,97.00,66.00,28.00
IA,IL,F06,T03,303.00,216.00,24.00
TX,NJ,F05,T00,71.00,36.00,30.00
IA,PA,F07,T06,93.00,1180.00,620.00
GA,OH,F08,T03,39.00,94.00,34.00
DE,DE,F05,T04,67.00,146.00,2.00
FL,TX,F07,T00,395.00,600.00,366.00
WA,GA,F07,T00,41.00,144.00,193.00
IN,AL,F04,T00,34.00,452.00,167.00
VA,SC,F07,T04,68.00,130.00,22.00
NY,CT,F08,T00,33.00,68.00,6.00
FL,NY,F05,T03,69.00,26.00,15.00
GA,AL,F08,T00,218.00,600.00,61.00
IN,MD,F07,T06,59.00,460.00,173.00
MI,PA,F07,T04,312.00,326.00,85.00
NC,PA,F08,T00,82.00,382.00,78.00
NE,MD,F05,T04,116.00,36.00,24.00
MN,OK,F05,T03,63.00,60.00,22.00
ND,NY,F07,T06,60.00,290.00,192.00
TX,LA,F05,T04,65.00,40.00,15.00
CO,WA,F05,T04,102.00,58.00,36.00
CA,NM,F07,T04,24.00,52.00,28.00
IA,IL,F04,T03,93.00,390.00,35.00
WA,OR,F07,T00,592.00,1142.00,107.00
LA,LA,F05,T04,7.00,10.00,1.00
AR,TX,F05,T05,138.00,114.00,22.00
WI,CT,F07,T03,122.00,64.00,35.00
NY,CO,F07,T04,9.00,14.00,12.00
ND,MI,F08,T00,24.00,138.00,79.00
FL,FL,F06,T05,2118.00,2270.00,61.00
ND,OK,F04,T06,8.00,110.00,63.00
GA,MA,F05,T00,59.00,58.00,32.00
ID,CA,F03,T00,120.00,294.00,120.00
OH,NE,F06,T00,33.00,44.00,17.00
ND,WA,F08,T00,16.00,84.00,65.00
VT,IN,F07,T04,11.00,10.00,5.00
ND,MA,F07,T00,15.00,82.00,70.00
OH,NY,F07,T05,82.00,114.00,28.00
KY,VA,F08,T03,33.00,20.00,6.00
KY,TN,F07,T03,320.00,1100.00,86.00
IL,AR,F05,T00,10.00,14.00,3.00
NY,IA,F07,T03,71.00,72.00,36.00
ND,CA,F04,T00,33.00,478.00,485.00
NJ,MD,F07,T05,111.00,186.00,13.00
TN,VA,F06,T00,57.00,50.00,9.00
IA,CA,F07,T00,437.00,1524.00,1493.00
VA,IL,F06,T03,122.00,126.00,47.00
CT,RI,F07,T03,34.00,88.00,3.00
IL,WI,F06,T03,121.00,328.00,35.00
NY,NJ,F08,T04,62.00,142.00,12.00
AK,AK,F08,T00,14.00,16.00,6.00
UT,ID,F07,T03,213.00,300.00,31.00
IA,NE,F07,T00,163.00,698.00,83.00
TN,WI,F07,T04,36.00,52.00,20.00
KS,KS,F05,T00,817.00,738.00,48.00
MO,LA,F05,T00,25.00,26.00,9.00
MD,NY,F07,T00,295.00,524.00,74.00
KS,IL,F06,T00,97.00,192.00,46.00
FL,GA,F04,T03,17.00,358.00,70.00
NJ,MD,F08,T00,45.00,128.00,13.00
KS,NC,F05,T00,380.00,114.00,74.00
MD,NJ,F07,T03,295.00,608.00,50.00
VA,PA,F07,T00,621.00,366.00,43.00
TN,MD,F06,T05,23.00,18.00,6.00
