Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
MI,CA,F06,T04,123.00,132.00,148.00
KS,IL,F04,T03,47.00,210.00,54.00
KS,TX,F05,T00,603.00,696.00,171.00
GA,AL,F07,T04,266.00,440.00,40.00
WI,MN,F02,T05,15.00,310.00,10.00
CA,NV,F06,T00,230.00,332.00,43.00
KS,MO,F02,T06,331.00,5852.00,1035.00
TN,VA,F05,T05,52.00,54.00,5.00
IL,WA,F05,T03,69.00,26.00,28.00
MI,WA,F06,T04,11.00,8.00,10.00
MN,MD,F07,T00,31.00,40.00,23.00
MN,ND,F04,T03,23.00,188.00,28.00
CA,MI,F07,T05,16.00,22.00,27.00
NC,VA,F03,T05,25.00,66.00,3.00
IN,PA,F07,T00,119.00,424.00,122.00
GA,MA,F05,T04,20.00,12.00,6.00
OH,OH,F04,T03,989.00,7174.00,129.00
ME,MA,F05,T04,50.00,22.00,2.00
MD,NY,F07,T05,146.00,266.00,31.00
CA,OR,F05,T04,249.00,126.00,49.00
WV,WV,F04,T00,87.00,876.00,11.00
IA,ND,F06,T00,5.00,10.00,4.00
CA,IA,F03,T03,56.00,44.00,42.00
VA,IL,F07,T04,86.00,62.00,28.00
OH,FL,F05,T03,12.00,12.00,7.00
KS,IN,F04,T03,17.00,22.00,7.00
VA,NC,F04,T00,61.00,234.00,20.00
SC,TN,F05,T05,93.00,120.00,18.00
NJ,NY,F07,T04,1510.00,1864.00,89.00
AZ,AZ,F03,T05,162.00,232.00,5.00
IA,MI,F05,T03,388.00,338.00,97.00
MN,NC,F07,T04,22.00,32.00,20.00
DE,MD,F05,T03,48.00,64.00,2.00
AL,SC,F07,T00,20.00,26.00,5.00
ID,CA,F03,T05,12.00,28.00,11.00
IL,MS,F05,T00,40.00,36.00,10.00
WA,AL,F07,T00,41.00,118.00,157.00
ID,OH,F07,T06,52.00,206.00,210.00
CA,IA,F05,T03,11.00,4.00,5.00
CA,WA,F05,T04,170.00,92.00,48.00
KY,IL,F08,T00,28.00,16.00,2.00
NY,CT,F08,T04,47.00,140.00,20.00
AL,MS,F07,T05,49.00,166.00,11.00
KY,WA,F07,T03,13.00,16.00,21.00
MI,TX,F03,T00,18.00,80.00,64.00
GA,OK,F06,T00,28.00,36.00,16.00
DE,NJ,F05,T03,70.00,110.00,9.00
HI,HI,F05,T05,736.00,342.00,2.00
MO,VA,F07,T04,90.00,68.00,32.00
MI,VA,F05,T03,34.00,22.00,8.00
FL,FL,F07,T05,5689.00,15264.00,394.00
AL,AL,F05,T04,230.00,330.00,10.00
KS,PA,F06,T04,29.00,42.00,22.00
OH,TN,F06,T03,197.00,252.00,55.00
TX,AR,F08,T00,88.00,258.00,56.00
MN,PA,F04,T03,15.00,60.00,37.00
FL,CA,F07,T03,180.00,310.00,400.00
NY,CT,F05,T05,58.00,44.00,4.00
ND,IL,F07,T06,98.00,404.00,153.00
CA,UT,F07,T04,429.00,412.00,153.00
MN,NC,F06,T00,15.00,24.00,15.00
ID,ID,F08,T03,182.00,408.00,9.00
PA,NY,F05,T00,471.00,486.00,41.00
OK,PA,F06,T04,9.00,14.00,9.00
MN,WI,F05,T03,129.00,156.00,20.00
TX,GA,F06,T00,49.00,146.00,81.00
IA,MN,F03,T03,9.00,58.00,5.00
MO,KS,F04,T05,32.00,200.00,12.00
TX,GA,F03,T00,51.00,174.00,89.00
AR,WA,F05,T00,60.00,62.00,69.00
IL,IL,F06,T04,869.00,2248.00,91.00
DE,MD,F07,T00,27.00,60.00,3.00
MI,LA,F07,T00,64.00,148.00,75.00
SC,NC,F07,T00,350.00,1568.00,129.00
IL,KS,F05,T04,113.00,108.00,26.00
IA,VA,F06,T06,36.00,270.00,138.00
AR,TN,F07,T04,156.00,640.00,34.00
MO,PA,F06,T00,240.00,1138.00,637.00
IA,AL,F05,T04,78.00,70.00,26.00
OK,TX,F04,T04,72.00,180.00,35.00
CA,OK,F03,T04,6.00,14.00,10.00
ID,IL,F07,T06,73.00,274.00,236.00
AR,NJ,F07,T00,70.00,42.00,28.00
CA,SC,F07,T03,8.00,14.00,19.00
CA,MN,F06,T04,57.00,52.00,51.00
CA,WY,F08,T04,5.00,4.00,2.00
IL,TX,F07,T05,91.00,108.00,50.00
TX,TX,F03,T00,2700.00,12242.00,639.00
FL,LA,F05,T00,62.00,52.00,13.00
CA,WA,F06,T04,297.00,508.00,245.00
WA,NY,F03,T04,12.00,46.00,65.00
PA,NY,F07,T00,1199.00,2620.00,251.00
NC,WV,F06,T00,8.00,52.00,4.00
IL,IN,F06,T03,274.00,810.00,63.00
MN,WI,F07,T03,1561.00,3550.00,359.00
MS,TX,F07,T05,52.00,62.00,13.00
CA,NY,F07,T05,7.00,16.00,23.00
ID,CO,F07,T04,36.00,58.00,21.00
MA,NY,F05,T03,284.00,162.00,23.00
CO,OR,F05,T04,28.00,16.00,10.00
CA,WI,F06,T04,12.00,18.00,19.00
KY,OH,F06,T03,142.00,192.00,13.00
ID,WI,F03,T04,21.00,44.00,36.00
MI,PA,F06,T04,98.00,132.00,38.00
PA,MA,F06,T05,12.00,12.00,2.00
FL,NC,F04,T03,7.00,116.00,41.00
DE,MD,F05,T00,48.00,64.00,2.00
OH,MI,F05,T00,80.00,84.00,9.00
KY,WI,F08,T00,24.00,14.00,3.00
KS,TX,F04,T06,66.00,608.00,194.00
MI,OK,F07,T03,22.00,56.00,24.00
MS,AR,F05,T04,142.00,114.00,16.00
FL,FL,F04,T05,365.00,3016.00,75.00
IL,NE,F05,T03,71.00,62.00,14.00
NE,MN,F05,T04,198.00,222.00,46.00
KY,VA,F08,T03,53.00,30.00,9.00
CT,MA,F07,T00,333.00,534.00,16.00
TX,MN,F07,T04,22.00,36.00,22.00
OH,OH,F05,T05,2279.00,1910.00,51.00
NJ,NJ,F07,T03,4125.00,11462.00,215.00
CO,CA,F08,T03,83.00,280.00,149.00
MN,IL,F07,T00,548.00,1422.00,360.00
IN,LA,F03,T08,269.00,2132.00,1097.00
TX,NC,F07,T03,77.00,114.00,71.00
AR,IL,F05,T00,91.00,70.00,22.00
IA,MI,F06,T04,34.00,162.00,37.00
MI,VA,F05,T00,34.00,22.00,8.00
MI,TX,F06,T00,100.00,102.00,60.00
MI,TN,F06,T04,4.00,4.00,1.00
IL,WI,F03,T03,115.00,158.00,11.00
KS,TX,F02,T04,28.00,538.00,71.00
PA,KY,F03,T00,8.00,4.00,1.00
FL,TN,F07,T04,46.00,74.00,25.00
MI,VA,F07,T03,189.00,180.00,65.00
MI,IL,F06,T00,162.00,158.00,22.00
PA,KS,F07,T03,27.00,26.00,16.00
FL,AL,F03,T04,20.00,124.00,18.00
IL,PA,F07,T00,800.00,1112.00,419.00
KY,GA,F08,T00,57.00,34.00,10.00
IL,AZ,F05,T04,71.00,34.00,29.00
IA,IL,F07,T00,657.00,3124.00,419.00
IA,IN,F04,T03,212.00,518.00,102.00
GA,SC,F07,T00,485.00,772.00,76.00
IA,MN,F03,T00,9.00,58.00,5.00
OH,FL,F07,T04,292.00,466.00,237.00
PA,TN,F07,T05,35.00,30.00,10.00
NC,OH,F05,T00,77.00,96.00,23.00
IA,IA,F09,T00,192.00,40.00,1.00
PA,PA,F05,T00,2821.00,2230.00,73.00
GA,MN,F06,T03,21.00,46.00,26.00
NY,GA,F06,T03,58.00,70.00,32.00
CO,TN,F08,T00,161.00,1286.00,808.00
AL,PA,F07,T04,19.00,30.00,13.00
MI,IA,F06,T04,23.00,32.00,8.00
GA,SC,F05,T00,150.00,168.00,22.00
TX,MI,F07,T00,45.00,62.00,43.00
MN,NJ,F06,T03,4.00,26.00,15.00
TN,OH,F06,T00,100.00,124.00,31.00
VA,TN,F06,T05,36.00,72.00,4.00
PA,IA,F07,T03,58.00,78.00,29.00
TN,GA,F07,T00,745.00,2172.00,245.00
IN,KY,F03,T00,174.00,884.00,43.00
SC,TX,F05,T04,54.00,62.00,32.00
OK,OK,F07,T00,654.00,1300.00,25.00
MN,MO,F06,T00,58.00,292.00,103.00
OK,LA,F05,T03,19.00,20.00,6.00
MO,WI,F08,T00,128.00,406.00,89.00
OK,AR,F05,T03,160.00,152.00,18.00
NY,NJ,F04,T03,63.00,124.00,22.00
KY,MN,F07,T00,11.00,10.00,4.00
SC,AL,F07,T00,5.00,12.00,2.00
FL,GA,F06,T03,140.00,292.00,40.00
MS,KY,F07,T03,21.00,180.00,49.00
IN,IN,F05,T00,806.00,642.00,20.00
VA,KY,F07,T03,46.00,80.00,7.00
KY,MN,F06,T03,16.00,18.00,8.00
CA,CA,F04,T06,13.00,154.00,26.00
OH,OH,F08,T03,2111.00,4032.00,66.00
LA,LA,F07,T00,2805.00,9228.00,233.00
WI,MO,F06,T00,31.00,90.00,22.00
IA,CA,F04,T03,58.00,102.00,90.00
TX,TX,F08,T00,5262.00,9482.00,373.00
WI,MA,F07,T00,210.00,174.00,100.00
AR,OH,F06,T00,44.00,196.00,78.00
TX,IL,F07,T03,293.00,356.00,197.00
NY,NY,F05,T05,3032.00,2166.00,42.00
NY,TN,F05,T00,45.00,40.00,21.00
AR,TN,F06,T03,38.00,130.00,18.00
IL,IL,F02,T04,2495.00,48482.00,881.00
ND,ND,F02,T03,653.00,10452.00,362.00
CA,IN,F03,T03,44.00,82.00,89.00
SC,GA,F06,T03,137.00,146.00,11.00
KY,KS,F06,T04,52.00,58.00,21.00
IL,OR,F05,T04,22.00,16.00,17.00
OH,IL,F07,T00,612.00,1216.00,204.00
WA,MN,F07,T04,17.00,32.00,25.00
MN,WI,F02,T00,400.00,6088.00,997.00
NJ,PA,F06,T05,212.00,242.00,10.00
NE,VA,F05,T03,162.00,104.00,65.00
VA,SC,F08,T03,169.00,474.00,91.00
MO,CO,F04,T03,9.00,26.00,10.00
AL,AL,F08,T04,165.00,84.00,5.00
GA,NJ,F07,T04,58.00,74.00,33.00
NY,VT,F04,T00,49.00,286.00,19.00
NC,VA,F04,T03,121.00,754.00,62.00
VA,WV,F07,T04,21.00,84.00,9.00
PA,TN,F05,T00,36.00,36.00,12.00
CA,IL,F05,T03,138.00,54.00,55.00
TX,AZ,F05,T04,146.00,122.00,57.00
TN,WV,F07,T03,37.00,60.00,11.00
IL,MI,F05,T00,235.00,234.00,28.00
IL,LA,F02,T07,2241.00,42658.00,24730.00
IN,WI,F07,T00,157.00,288.00,48.00
WI,OR,F05,T00,39.00,18.00,19.00
AR,MS,F05,T03,174.00,178.00,31.00
OK,AR,F04,T03,100.00,768.00,35.00
NY,IL,F07,T03,860.00,1456.00,563.00
CA,OR,F07,T03,528.00,902.00,335.00
NJ,NY,F06,T04,167.00,282.00,12.00
TN,MI,F07,T00,85.00,94.00,31.00
IL,WI,F05,T03,371.00,398.00,41.00
PA,MI,F06,T00,97.00,132.00,38.00
MN,SD,F07,T03,158.00,338.00,35.00
KY,AL,F06,T00,11.00,30.00,7.00
CA,CA,F07,T00,23517.00,68162.00,2515.00
MD,MD,F02,T03,71.00,1252.00,12.00
GA,NC,F06,T05,118.00,162.00,31.00
NE,TX,F06,T04,14.00,60.00,20.00
KS,MO,F06,T03,253.00,690.00,64.00
ID,TX,F07,T04,70.00,170.00,139.00
VA,MA,F05,T03,157.00,156.00,42.00
NC,NC,F03,T00,1991.00,4518.00,151.00
GA,CO,F06,T04,15.00,16.00,12.00
GA,TX,F07,T00,13000172.00,18000176.00,86.00
NJ,OH,F07,T04,318.00,284.00,69.00
NJ,PA,F06,T03,445.00,468.00,24.00
IN,MA,F07,T00,91.00,456.00,236.00
MD,VA,F05,T00,349.00,242.00,9.00
IL,IL,F08,T04,168.00,890.00,61.00
PA,WA,F07,T04,5.00,6.00,9.00
TN,MS,F09,T03,66.00,4.00,1.00
MI,AZ,F06,T04,11.00,16.00,16.00
AL,LA,F06,T04,2.00,4.00,1.00
TN,LA,F07,T04,52.00,136.00,31.00
MN,AR,F07,T03,35.00,44.00,18.00
FL,IN,F03,T04,11.00,8.00,4.00
NY,CO,F05,T03,77.00,72.00,66.00
TN,TX,F07,T04,217.00,260.00,82.00
IL,NJ,F05,T04,85.00,84.00,34.00
IA,IA,F02,T00,1983.00,41938.00,1674.00
TX,CO,F05,T00,127.00,112.00,45.00
MI,TX,F07,T00,128.00,214.00,127.00
KS,IL,F06,T00,104.00,186.00,46.00
IL,IL,F03,T00,4164.00,27686.00,508.00
UT,UT,F05,T03,723.00,306.00,6.00
OH,MN,F06,T04,73.00,62.00,25.00
IA,AZ,F05,T00,55.00,30.00,22.00
KY,PA,F08,T04,23.00,14.00,5.00
MN,SD,F05,T03,60.00,70.00,11.00
MI,NY,F07,T03,93.00,228.00,42.00
NH,MA,F07,T03,166.00,314.00,12.00
TX,MN,F04,T03,78.00,118.00,65.00
AL,MO,F05,T03,54.00,80.00,23.00
MD,DE,F02,T05,6.00,92.00,4.00
NJ,PA,F07,T05,642.00,1414.00,46.00
OH,LA,F07,T03,68.00,76.00,39.00
SC,GA,F07,T03,137.00,402.00,26.00
MN,WA,F02,T06,340.00,7024.00,6646.00
GA,MD,F07,T03,10.00,18.00,6.00
NC,TX,F06,T05,2.00,2.00,1.00
IN,TN,F06,T03,118.00,324.00,38.00
AR,AR,F02,T00,214.00,2376.00,53.00
AR,FL,F05,T03,128.00,72.00,36.00
TX,NM,F07,T05,233.00,278.00,52.00
OH,MI,F04,T00,129.00,452.00,50.00
IA,MN,F05,T03,467.00,410.00,44.00
AL,PA,F07,T03,31.00,46.00,20.00
KY,OH,F08,T04,32.00,22.00,3.00
NY,CT,F07,T05,212.00,516.00,41.00
NJ,NJ,F06,T00,1588.00,1422.00,26.00
AL,GA,F05,T05,183.00,264.00,18.00
WI,FL,F07,T00,401.00,354.00,250.00
NC,MO,F05,T00,36.00,48.00,21.00
NJ,VT,F06,T00,34.00,34.00,4.00
MO,WI,F06,T04,25.00,50.00,13.00
MI,IN,F07,T04,165.00,376.00,47.00
AL,GA,F04,T05,15.00,84.00,6.00
GA,MA,F06,T03,19.00,20.00,11.00
KY,TN,F01,T03,13.00,26.00,1.00
MN,CA,F04,T00,10.00,102.00,111.00
MN,TN,F06,T00,63.00,66.00,29.00
CO,OR,F05,T03,28.00,16.00,10.00
OK,OH,F06,T00,17.00,30.00,13.00
GA,GA,F07,T06,91.00,466.00,18.00
OH,MO,F07,T03,168.00,312.00,71.00
MO,IL,F07,T00,812.00,1490.00,108.00
GA,KY,F03,T00,91.00,172.00,51.00
NY,VA,F08,T03,14.00,34.00,7.00
VA,WI,F05,T04,7.00,8.00,4.00
WI,IL,F02,T04,25.00,470.00,28.00
MS,OK,F04,T00,6.00,26.00,9.00
IL,OH,F06,T03,335.00,602.00,100.00
WA,NY,F03,T03,12.00,48.00,67.00
CA,NY,F03,T11,4.00,2.00,2.00
NY,IL,F06,T04,105.00,88.00,29.00
IA,WI,F06,T04,30.00,192.00,25.00
NY,IL,F07,T00,860.00,1456.00,563.00
VA,MD,F05,T03,285.00,370.00,32.00
OH,FL,F06,T04,168.00,170.00,87.00
MN,GA,F06,T04,6.00,18.00,10.00
OH,KY,F07,T00,690.00,2458.00,177.00
MD,MA,F07,T03,105.00,150.00,30.00
MI,CA,F07,T06,18.00,54.00,72.00
SC,NC,F03,T00,98.00,214.00,17.00
VA,PA,F03,T00,33.00,68.00,12.00
TN,KY,F07,T05,137.00,286.00,19.00
NE,CA,F04,T00,217.00,1132.00,1048.00
MI,MI,F07,T03,6488.00,17014.00,543.00
AR,AR,F04,T03,1266.00,15812.00,320.00
WA,IA,F07,T03,25.00,26.00,22.00
KY,TN,F08,T00,29.00,18.00,3.00
GA,KY,F05,T00,60.00,70.00,14.00
CO,OR,F04,T00,11.00,28.00,18.00
IA,VA,F06,T03,55.00,166.00,76.00
MD,TN,F07,T00,12.00,10.00,3.00
NY,CT,F04,T05,12.00,114.00,7.00
IL,MO,F06,T00,197.00,422.00,53.00
PA,MD,F03,T00,132.00,414.00,26.00
AL,IL,F05,T03,123.00,160.00,54.00
AL,GA,F06,T04,52.00,56.00,3.00
TX,LA,F07,T05,130.00,256.00,51.00
CT,NH,F07,T05,48.00,18.00,1.00
NJ,NY,F05,T00,870.00,580.00,23.00
PA,CA,F06,T00,59000105.00,60000126.00,265.00
IA,IL,F05,T04,676.00,638.00,100.00
CA,NC,F07,T04,19.00,32.00,43.00
LA,LA,F04,T00,304000310.00,4352004820.00,306.00
AR,TN,F06,T00,44.00,164.00,20.00
MA,NH,F07,T03,213.00,586.00,25.00
TX,OH,F07,T04,294.00,298.00,165.00
ID,IN,F03,T04,8.00,10.00,9.00
OH,PA,F05,T03,168.00,172.00,24.00
AL,AL,F07,T03,1483.00,5042.00,179.00
PA,MD,F07,T04,337.00,452.00,33.00
FL,GA,F05,T03,330.00,338.00,36.00
IN,KS,F07,T04,48.00,64.00,20.00
CA,AZ,F08,T06,152.00,468.00,113.00
PA,MS,F07,T03,8.00,10.00,6.00
AR,LA,F04,T04,15.00,178.00,21.00
KS,KS,F01,T04,110.00,168.00,7.00
WV,PA,F05,T05,96.00,84.00,9.00
DE,NY,F07,T04,34.00,72.00,12.00
MA,IN,F05,T03,66.00,34.00,17.00
IA,MO,F04,T03,172.00,896.00,92.00
TX,OK,F05,T03,342.00,282.00,42.00
KY,IN,F07,T00,324.00,566.00,25.00
MT,NV,F06,T05,1.00,6.00,3.00
IN,MN,F07,T05,17.00,52.00,13.00
IA,KS,F06,T04,22.00,52.00,9.00
GA,SC,F06,T03,150.00,208.00,26.00
ID,CA,F03,T03,96.00,316.00,130.00
NJ,IN,F07,T04,44.00,38.00,12.00
NH,CT,F08,T03,27.00,92.00,6.00
MA,MO,F05,T00,39.00,30.00,18.00
ID,CA,F07,T05,32.00,62.00,24.00
NE,MI,F06,T00,6.00,40.00,16.00
MI,KS,F05,T03,76.00,80.00,30.00
CA,NY,F08,T00,31000034.00,32000034.00,111.00
UT,AZ,F07,T04,30.00,22.00,8.00
KY,VA,F07,T00,64.00,98.00,22.00
NJ,GA,F06,T03,57.00,54.00,24.00
NE,CO,F05,T00,176.00,146.00,37.00
TX,MO,F07,T00,278.00,516.00,148.00
MO,PA,F05,T04,40.00,40.00,20.00
DE,PA,F07,T04,41.00,80.00,8.00
NY,CA,F07,T03,391.00,344.00,475.00
TX,CO,F07,T04,372.00,602.00,266.00
CA,IL,F03,T04,212.00,348.00,375.00
IL,PA,F05,T03,283.00,174.00,63.00
OH,NH,F06,T03,2.00,4.00,1.00
VA,FL,F06,T04,58.00,122.00,47.00
MS,AL,F03,T03,15.00,30.00,2.00
GA,GA,F04,T03,1642.00,15188.00,291.00
NE,GA,F05,T04,224.00,152.00,83.00
AR,MO,F05,T03,565.00,942.00,156.00
CA,OK,F08,T00,8.00,6.00,5.00
NC,NY,F05,T00,248.00,232.00,67.00
WI,TN,F06,T06,17.00,140.00,52.00
KY,KY,F05,T03,424.00,366.00,14.00
ID,WA,F07,T03,129.00,328.00,81.00
NJ,MO,F07,T04,35.00,44.00,21.00
MO,KY,F05,T00,18.00,22.00,5.00
IN,ND,F07,T04,6.00,30.00,12.00
PA,NY,F05,T03,471.00,486.00,41.00
VA,VA,F05,T00,1200.00,1174.00,45.00
NY,MA,F06,T04,65.00,142.00,25.00
TN,FL,F09,T00,66.00,4.00,1.00
SD,OH,F05,T04,93.00,92.00,41.00
NY,MD,F07,T04,212.00,306.00,50.00
MO,SC,F06,T03,18.00,36.00,16.00
NJ,NC,F07,T04,102.00,82.00,22.00
WI,CA,F05,T04,495.00,256.00,267.00
NC,OH,F07,T04,72.00,76.00,20.00
CA,NM,F08,T03,39.00,78.00,38.00
WI,MI,F05,T03,252.00,174.00,32.00
OH,PA,F04,T03,167.00,768.00,141.00
NC,NJ,F05,T00,110.00,122.00,31.00
AK,AK,F05,T07,69.00,74.00,6.00
MN,AR,F05,T00,24.00,22.00,9.00
ID,ID,F06,T03,75.00,114.00,4.00
MN,IA,F05,T03,594.00,634.00,53.00
CA,PA,F07,T03,148.00,146.00,202.00
OH,KS,F06,T00,59.00,76.00,31.00
MA,MA,F05,T04,85.00,38.00,1.00
ID,VA,F03,T03,5.00,8.00,10.00
OH,FL,F05,T00,12.00,12.00,7.00
MN,ND,F08,T04,10.00,10.00,2.00
MD,PA,F02,T03,33.00,498.00,23.00
WA,CA,F08,T04,147.00,308.00,151.00
IL,OH,F04,T00,227.00,576.00,105.00
CO,CA,F05,T00,291.00,188.00,105.00
MO,MN,F04,T00,25.00,108.00,46.00
MO,OK,F05,T00,34.00,40.00,6.00
TN,GA,F06,T03,336.00,674.00,62.00
KY,TX,F05,T04,74.00,58.00,27.00
TN,TN,F03,T05,304.00,474.00,13.00
TN,SC,F07,T04,71.00,266.00,40.00
ID,AZ,F03,T00,28.00,42.00,21.00
CA,TN,F03,T00,110.00,228.00,249.00
CT,CT,F07,T05,719.00,1858.00,16.00
IA,LA,F02,T07,327.00,6250.00,4197.00
IN,TX,F04,T04,45.00,98.00,52.00
MI,MI,F04,T03,694.00,4842.00,108.00
CO,MI,F05,T03,149.00,116.00,69.00
GA,NC,F05,T00,265.00,258.00,41.00
MI,NC,F07,T04,84.00,96.00,37.00
AL,TN,F06,T00,44.00,118.00,11.00
OH,LA,F02,T08,37.00,658.00,432.00
NJ,NJ,F04,T03,142.00,202.00,1.00
VA,OH,F08,T00,78.00,254.00,63.00
AR,KS,F07,T05,13.00,28.00,5.00
TN,GA,F03,T00,109.00,264.00,41.00
TN,KY,F07,T04,109.00,248.00,32.00
IL,IA,F03,T00,37.00,40.00,5.00
GA,MA,F07,T00,19.00,28.00,15.00
GA,MS,F07,T04,53.00,80.00,18.00
KY,MA,F06,T04,12.00,16.00,8.00
AL,MS,F07,T00,68.00,256.00,20.00
VA,NJ,F08,T04,89.00,242.00,39.00
MN,ND,F07,T05,144.00,430.00,29.00
MO,AZ,F06,T03,15.00,22.00,15.00
CA,NV,F06,T05,138.00,132.00,16.00
MN,WI,F05,T00,129.00,156.00,20.00
OH,VA,F06,T00,146.00,372.00,91.00
NY,NY,F02,T03,89.00,962.00,9.00
ID,AZ,F07,T00,30.00,94.00,44.00
KY,OH,F08,T00,55.00,42.00,5.00
KS,KS,F04,T03,470.00,5322.00,158.00
TX,LA,F08,T04,241.00,688.00,86.00
IA,MN,F07,T03,460.00,1706.00,203.00
TX,OK,F07,T04,316.00,752.00,87.00
PA,SC,F07,T04,108.00,196.00,55.00
NY,FL,F06,T00,78.00,120.00,81.00
MA,CT,F09,T05,174.00,20.00,1.00
WI,SC,F07,T03,89.00,70.00,32.00
IL,LA,F02,T00,2257.00,42978.00,24864.00
PA,AR,F06,T04,20.00,34.00,19.00
CA,NV,F05,T05,289.00,106.00,10.00
MA,VA,F07,T04,20.00,40.00,12.00
MN,NE,F06,T00,21.00,64.00,13.00
IL,IL,F09,T00,1006.00,86.00,3.00
NY,MO,F07,T04,103.00,126.00,68.00
GA,CA,F06,T04,40.00,42.00,47.00
TN,IN,F05,T05,11.00,6.00,1.00
VA,NC,F04,T03,61.00,234.00,20.00
WA,IN,F03,T00,9.00,22.00,23.00
CO,CO,F05,T03,977.00,854.00,14.00
WI,MO,F05,T00,89.00,88.00,21.00
WA,UT,F05,T00,72.00,34.00,12.00
MA,NH,F07,T00,213.00,586.00,25.00
VA,VA,F08,T03,1312.00,2552.00,74.00
ID,IL,F07,T05,19.00,60.00,50.00
MI,NV,F07,T04,9.00,10.00,10.00
MS,AZ,F05,T03,26.00,16.00,13.00
OK,AR,F06,T04,10.00,46.00,6.00
FL,SC,F06,T05,63.00,64.00,13.00
MO,LA,F04,T00,16.00,104.00,32.00
NC,FL,F05,T03,281.00,282.00,100.00
IL,IN,F04,T00,115.00,476.00,38.00
AR,AZ,F07,T00,27.00,30.00,19.00
NE,MO,F07,T03,37.00,66.00,12.00
DE,MA,F07,T04,4.00,12.00,3.00
IL,TX,F06,T06,151.00,1110.00,638.00
NE,TX,F05,T04,549.00,682.00,272.00
VA,MD,F06,T03,81.00,184.00,11.00
FL,SC,F05,T03,59.00,64.00,10.00
CO,MA,F05,T00,140.00,78.00,77.00
