Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
CO,IA,F02,T03,3.00,52.00,15.00
KS,IA,F06,T00,30.00,52.00,9.00
PA,NJ,F06,T04,217.00,402.00,22.00
MN,WA,F03,T06,428.00,3588.00,3096.00
IN,GA,F02,T06,135.00,2618.00,869.00
CT,NH,F07,T03,53.00,24.00,2.00
VA,NC,F05,T03,504.00,528.00,72.00
CT,CT,F07,T03,751.00,1876.00,16.00
AR,AR,F09,T05,127.00,20.00,1.00
AL,AL,F05,T03,629.00,812.00,18.00
NJ,VA,F06,T05,27.00,34.00,4.00
PA,NH,F03,T03,4.00,12.00,2.00
ID,TN,F07,T00,34.00,128.00,130.00
IA,NY,F07,T04,24.00,54.00,23.00
KY,NC,F06,T03,23.00,46.00,11.00
WA,MI,F05,T00,22.00,14.00,17.00
TN,TN,F04,T03,283.00,2556.00,63.00
VA,KY,F06,T05,13.00,26.00,2.00
TX,AL,F03,T00,11.00,42.00,19.00
VA,TX,F07,T00,71.00,58.00,40.00
OH,NC,F02,T06,510.00,10308.00,4071.00
GA,GA,F09,T03,194.00,18.00,1.00
ID,ID,F06,T05,70.00,112.00,4.00
IL,CA,F05,T04,287.00,166.00,165.00
NV,PA,F07,T04,16.00,28.00,34.00
TX,KS,F04,T00,126.00,596.00,184.00
MD,WI,F07,T03,21.00,22.00,10.00
MI,GA,F06,T03,132.00,140.00,56.00
IA,SD,F03,T03,4.00,30.00,4.00
PA,WA,F06,T03,13.00,10.00,15.00
VA,TX,F05,T03,104.00,110.00,85.00
VT,CA,F07,T03,27.00,18.00,23.00
NC,FL,F06,T00,26.00,38.00,11.00
WA,MN,F07,T03,104.00,112.00,91.00
IA,PA,F07,T00,201.00,764.00,370.00
IN,IL,F05,T03,173.00,206.00,18.00
FL,WI,F07,T04,65.00,104.00,69.00
WA,WI,F05,T03,4.00,2.00,2.00
IN,NY,F05,T04,82.00,78.00,25.00
PA,GA,F06,T00,198.00,260.00,103.00
NC,TN,F07,T03,225.00,352.00,68.00
SC,VA,F05,T00,59.00,70.00,12.00
ND,ND,F02,T04,521.00,8326.00,285.00
ME,NH,F06,T03,66.00,104.00,6.00
SC,AL,F05,T05,20.00,22.00,4.00
TX,SC,F05,T03,226.00,126.00,76.00
MO,NE,F07,T05,16.00,40.00,7.00
FL,FL,F03,T04,247.00,1070.00,57.00
MI,IN,F05,T04,113.00,52.00,6.00
WA,ID,F07,T00,196.00,318.00,53.00
IL,TX,F05,T04,352.00,236.00,108.00
OH,GA,F05,T00,31.00,26.00,8.00
WA,MA,F07,T00,36.00,40.00,64.00
MN,TN,F04,T00,18.00,82.00,41.00
MI,MI,F06,T04,121.00,186.00,6.00
NY,NJ,F05,T05,271.00,152.00,12.00
VA,MI,F06,T00,19.00,30.00,10.00
FL,FL,F06,T00,2450.00,3752.00,179.00
NJ,NJ,F04,T05,88.00,164.00,1.00
TX,CA,F07,T03,360.00,578.00,412.00
MN,KY,F07,T04,25.00,44.00,16.00
TN,NC,F03,T03,187.00,202.00,68.00
KS,MI,F07,T00,11.00,14.00,6.00
NE,FL,F05,T03,911.00,702.00,539.00
TX,LA,F06,T04,33.00,40.00,8.00
MO,OK,F08,T00,129.00,378.00,98.00
TN,NC,F05,T05,93.00,100.00,13.00
KY,AR,F06,T00,13.00,20.00,7.00
IA,LA,F02,T08,327.00,6250.00,4197.00
PA,OH,F04,T04,21.00,76.00,10.00
IL,CO,F07,T04,79.00,66.00,33.00
WI,WI,F06,T06,28.00,202.00,4.00
MS,FL,F06,T00,33.00,152.00,74.00
KY,KY,F07,T05,2407.00,3962.00,91.00
FL,MN,F07,T03,32.00,56.00,47.00
AL,CA,F05,T00,127.00,180.00,192.00
DE,PA,F05,T03,131.00,164.00,12.00
MI,MI,F07,T00,6490.00,17052.00,545.00
CA,MD,F06,T04,11.00,10.00,14.00
TX,IL,F05,T03,303.00,264.00,135.00
NY,NY,F04,T03,1032.00,8034.00,220.00
NY,PA,F06,T05,180.00,232.00,21.00
CT,NY,F07,T00,255.00,446.00,34.00
PA,CT,F07,T05,70.00,174.00,20.00
KS,IA,F06,T03,30.00,52.00,9.00
NY,VT,F08,T00,72.00,212.00,28.00
MI,MO,F06,T03,89.00,68.00,23.00
GA,NJ,F05,T00,46.00,48.00,21.00
MN,ND,F02,T03,35.00,656.00,53.00
NV,CA,F01,T00,2.00,4.00,1.00
IN,MI,F05,T00,194.00,164.00,19.00
PA,PA,F07,T03,11305.00,20282.00,516.00
MA,PA,F07,T04,84.00,148.00,26.00
KY,CT,F06,T04,5.00,10.00,4.00
LA,IL,F07,T00,41.00,92.00,45.00
GA,MO,F07,T03,15.00,24.00,9.00
TN,NC,F06,T05,75.00,122.00,18.00
MD,DC,F05,T03,112.00,82.00,2.00
DE,MD,F07,T03,27.00,60.00,3.00
TX,IL,F05,T04,273.00,232.00,118.00
PA,VA,F07,T03,740.00,1092.00,120.00
MT,WI,F07,T04,6.00,18.00,9.00
AL,OK,F01,T03,16.00,20.00,8.00
AK,AK,F03,T03,39.00,46.00,1.00
CA,WA,F07,T05,152.00,226.00,112.00
VA,MO,F06,T03,26.00,50.00,22.00
MO,AR,F07,T03,349.00,550.00,76.00
AL,TX,F05,T03,136.00,154.00,61.00
CT,TX,F06,T04,6.00,6.00,5.00
PA,OH,F04,T03,38.00,138.00,16.00
IA,SD,F03,T00,4.00,30.00,4.00
WA,WA,F04,T00,602.00,3614.00,167.00
IL,GA,F07,T00,786.00,1968.00,738.00
SC,TN,F05,T00,98.00,126.00,19.00
NY,KS,F07,T00,39.00,46.00,25.00
MN,SD,F05,T05,44.00,54.00,9.00
OH,MI,F05,T05,23.00,26.00,2.00
MO,NC,F06,T03,14.00,30.00,13.00
MO,AL,F07,T04,105.00,20.00,6.00
NJ,NC,F05,T03,21.00,12.00,3.00
WY,IL,F07,T00,33.00,112.00,72.00
KY,TX,F07,T04,98.00,150.00,66.00
OH,IN,F06,T00,140.00,170.00,17.00
NY,NJ,F07,T05,935.00,2400.00,107.00
MI,NJ,F07,T00,153.00,292.00,105.00
MN,TX,F07,T06,114.00,476.00,281.00
MI,WI,F01,T04,33.00,58.00,12.00
AR,MO,F06,T00,46.00,134.00,22.00
IA,GA,F06,T03,31.00,124.00,54.00
TN,FL,F05,T00,112.00,110.00,40.00
CA,NY,F03,T04,148.00,248.00,347.00
MN,SD,F07,T04,17.00,52.00,6.00
CO,NE,F04,T03,35.00,264.00,40.00
GA,NY,F06,T04,28.00,38.00,18.00
WI,MN,F07,T04,501.00,1422.00,115.00
FL,AL,F07,T03,72.00,158.00,44.00
TN,TN,F07,T00,3386.00,11174.00,324.00
FL,WI,F07,T03,66.00,106.00,70.00
CO,TX,F05,T04,218.00,184.00,89.00
AL,NC,F06,T00,16.00,20.00,5.00
MD,NJ,F07,T00,471.00,838.00,68.00
NJ,NJ,F06,T05,1314.00,1008.00,16.00
IN,KY,F04,T03,41.00,202.00,20.00
SC,SC,F07,T00,1501.00,4322.00,95.00
TN,NY,F06,T03,21.00,28.00,11.00
CA,SC,F07,T04,7.00,14.00,19.00
MI,PA,F06,T00,100.00,136.00,39.00
OH,CA,F07,T00,47000152.00,94000176.00,331.00
NJ,NJ,F08,T05,1489.00,2156.00,23.00
IA,OK,F05,T00,68.00,94.00,26.00
NC,SC,F05,T04,93.00,126.00,11.00
VT,VT,F04,T03,81.00,696.00,15.00
IL,KS,F05,T03,138.00,126.00,30.00
MA,CT,F06,T03,183.00,248.00,11.00
NV,WI,F07,T03,15.00,34.00,31.00
NC,NC,F04,T00,1374.00,12652.00,281.00
AL,NC,F05,T00,90.00,76.00,18.00
IA,KS,F04,T03,89.00,290.00,67.00
MA,IN,F06,T00,8.00,8.00,4.00
KY,NC,F07,T04,65.00,114.00,31.00
LA,LA,F02,T05,29.00,306.00,9.00
CT,IL,F06,T04,26.00,26.00,12.00
PA,NC,F06,T04,70.00,90.00,21.00
OH,IL,F07,T04,527.00,1028.00,168.00
NY,VT,F05,T03,52.00,32.00,4.00
WI,AL,F07,T04,43.00,44.00,20.00
IA,OK,F05,T04,55.00,70.00,19.00
NY,VT,F06,T00,64.00,132.00,14.00
VA,FL,F05,T00,268.00,264.00,109.00
CA,NV,F07,T04,210.00,536.00,73.00
GA,AL,F06,T00,156.00,200.00,18.00
NJ,MN,F07,T00,57.00,56.00,35.00
PA,NC,F07,T00,158.00,358.00,89.00
IL,AR,F07,T03,56.00,200.00,52.00
CA,CO,F05,T03,118.00,56.00,31.00
MO,OH,F06,T03,73.00,96.00,26.00
LA,FL,F07,T03,64.00,32.00,11.00
GA,NY,F06,T00,57.00,68.00,32.00
MN,MI,F06,T06,11.00,88.00,31.00
MO,WI,F05,T03,26.00,42.00,10.00
MN,SD,F07,T00,158.00,338.00,35.00
KY,AL,F08,T04,15.00,10.00,2.00
CO,AR,F06,T00,8.00,16.00,7.00
MS,MS,F08,T05,348.00,626.00,7.00
AR,MO,F06,T04,34.00,80.00,13.00
IA,OH,F07,T00,165.00,840.00,277.00
CA,CA,F07,T05,16020.00,48558.00,1161.00
NY,KS,F07,T03,39.00,46.00,25.00
CA,UT,F06,T04,64.00,88.00,31.00
MA,NJ,F07,T05,56.00,74.00,8.00
NJ,NC,F01,T04,1.00,2.00,1.00
OK,TX,F07,T00,166.00,226.00,42.00
MS,KY,F07,T00,25.00,196.00,53.00
IA,MI,F05,T04,311.00,244.00,69.00
NY,CA,F06,T04,48.00,82.00,114.00
NE,MN,F06,T03,9.00,58.00,12.00
MO,AL,F07,T00,105.00,20.00,6.00
NE,AL,F07,T03,5.00,8.00,5.00
OH,IN,F06,T03,140.00,170.00,17.00
NC,CT,F05,T04,39.00,28.00,9.00
CO,NC,F05,T00,96.00,52.00,42.00
WA,ID,F07,T04,69.00,150.00,33.00
CA,SC,F03,T04,24.00,34.00,42.00
IL,PA,F02,T00,1.00,22.00,8.00
NJ,NJ,F05,T05,785.00,394.00,6.00
WA,CA,F07,T04,428.00,912.00,413.00
NE,TX,F05,T05,32.00,42.00,16.00
NY,FL,F05,T04,27.00,12.00,7.00
TX,IA,F07,T00,86.00,186.00,85.00
ME,VT,F06,T03,6.00,10.00,1.00
MI,NJ,F06,T03,65.00,72.00,25.00
CT,TX,F06,T03,6.00,6.00,5.00
MD,DC,F07,T03,73.00,90.00,2.00
IL,WI,F03,T04,97.00,118.00,9.00
AL,NY,F05,T03,80.00,78.00,43.00
NC,VA,F06,T00,49.00,128.00,13.00
MO,MI,F07,T04,150.00,104.00,36.00
NE,CA,F07,T04,223.00,260.00,211.00
UT,UT,F05,T00,723.00,306.00,6.00
MO,NE,F05,T03,50.00,60.00,8.00
NJ,CT,F07,T04,102.00,142.00,14.00
KY,CT,F06,T00,6.00,10.00,5.00
AZ,CA,F06,T00,39.00,110.00,22.00
IL,LA,F02,T08,2241.00,42658.00,24730.00
ME,MA,F06,T00,72.00,74.00,6.00
KS,OK,F02,T00,186.00,4020.00,330.00
AL,MO,F05,T00,54.00,80.00,23.00
MS,AR,F05,T03,278.00,210.00,29.00
VA,PA,F08,T04,138.00,374.00,47.00
SC,SC,F08,T05,757.00,1358.00,14.00
ID,CA,F07,T03,150.00,248.00,103.00
KY,TN,F05,T04,9.00,8.00,1.00
MI,UT,F05,T00,35.00,30.00,25.00
MA,VT,F07,T03,69.00,116.00,8.00
OH,UT,F06,T04,39.00,34.00,29.00
AR,MS,F06,T04,6.00,12.00,3.00
TN,IL,F07,T00,283.00,276.00,76.00
NJ,CT,F07,T00,224.00,336.00,25.00
TX,SC,F05,T04,226.00,124.00,76.00
GA,CA,F05,T00,107.00,116.00,138.00
AR,MN,F06,T03,5.00,16.00,7.00
MS,FL,F05,T03,54.00,44.00,12.00
NY,PA,F05,T00,359.00,234.00,20.00
KS,MO,F06,T00,264.00,800.00,88.00
OH,AL,F03,T00,148.00,1266.00,443.00
NC,VA,F07,T04,69.00,114.00,14.00
NY,TX,F07,T03,200.00,204.00,161.00
TX,CA,F04,T00,44000291.00,32000342.00,238.00
MO,NY,F04,T00,12.00,72.00,43.00
NY,NY,F05,T00,3061.00,2182.00,44.00
NC,LA,F07,T00,19.00,44.00,19.00
TX,OK,F05,T05,136.00,108.00,14.00
CA,WY,F08,T03,5.00,4.00,2.00
KY,LA,F05,T00,19.00,16.00,6.00
OH,OH,F06,T03,2588.00,4964.00,190.00
CO,WI,F07,T03,39.00,54.00,26.00
PA,OH,F06,T03,217.00,246.00,42.00
TN,PA,F06,T00,111.00,138.00,53.00
MN,TX,F04,T00,12.00,134.00,82.00
MS,AR,F07,T03,63.00,98.00,10.00
MN,IL,F02,T03,18.00,24.00,5.00
IL,UT,F07,T03,83.00,72.00,50.00
GA,GA,F05,T00,2280.00,2208.00,81.00
NY,MI,F07,T00,225.00,470.00,109.00
MA,OH,F05,T04,47.00,24.00,10.00
GA,LA,F06,T03,60.00,72.00,19.00
MN,IA,F05,T05,110.00,164.00,17.00
NH,NY,F07,T00,40.00,78.00,9.00
KS,AR,F06,T03,68.00,246.00,34.00
GA,MO,F07,T04,15.00,22.00,9.00
IA,MN,F05,T00,467.00,410.00,44.00
WA,KS,F07,T04,8.00,20.00,17.00
WI,IN,F01,T03,4.00,4.00,1.00
NM,NM,F07,T04,8.00,40.00,5.00
MO,MO,F07,T05,2771.00,5516.00,92.00
MN,CO,F07,T00,55.00,46.00,21.00
PA,FL,F05,T03,46.00,32.00,17.00
CA,NM,F07,T00,48.00,52.00,25.00
ME,MA,F06,T04,17.00,34.00,3.00
IL,MA,F05,T03,117.00,94.00,46.00
MO,IA,F06,T05,23.00,26.00,3.00
AZ,CA,F06,T04,34.00,110.00,21.00
UT,CO,F07,T00,44.00,44.00,11.00
SC,SC,F03,T04,29.00,124.00,6.00
KY,KY,F05,T05,349.00,292.00,10.00
NJ,NJ,F09,T05,1100.00,58.00,1.00
MO,FL,F04,T00,12.00,32.00,17.00
VA,TX,F07,T04,33.00,24.00,16.00
MO,MI,F07,T00,150.00,104.00,37.00
KS,AR,F04,T04,17.00,156.00,28.00
TX,MN,F06,T03,7.00,12.00,8.00
IN,NJ,F07,T03,123.00,132.00,46.00
VA,MD,F07,T03,106.00,254.00,19.00
FL,FL,F05,T04,626.00,386.00,51.00
WA,TX,F03,T04,115.00,404.00,452.00
LA,GA,F06,T00,7.00,14.00,5.00
AL,LA,F05,T04,36.00,42.00,7.00
NJ,OH,F06,T03,66.00,94.00,23.00
VA,IN,F05,T04,36.00,30.00,9.00
IL,MA,F05,T04,110.00,86.00,42.00
WA,CA,F04,T04,38.00,310.00,165.00
NJ,DE,F07,T05,46.00,96.00,3.00
CA,NJ,F07,T06,258.00,568.00,922.00
IN,OH,F05,T05,93.00,74.00,5.00
WA,OR,F05,T00,275.00,194.00,20.00
OH,SC,F02,T00,49.00,914.00,328.00
SC,SC,F04,T04,48.00,248.00,7.00
CO,OR,F08,T06,92.00,426.00,317.00
IL,AL,F05,T00,23.00,22.00,8.00
NC,KY,F06,T03,9.00,8.00,2.00
WI,MD,F06,T00,15.00,20.00,9.00
SC,IN,F07,T04,64.00,32.00,11.00
DE,MD,F04,T00,45.00,336.00,7.00
IA,MA,F06,T03,3.00,14.00,8.00
ND,MN,F02,T03,385.00,6428.00,1156.00
IL,CA,F02,T00,2.00,30.00,31.00
FL,MD,F03,T00,41.00,102.00,51.00
NJ,OH,F07,T00,328.00,292.00,71.00
IN,AL,F07,T00,52.00,144.00,45.00
NY,TX,F07,T00,203.00,208.00,164.00
IL,KY,F07,T03,211.00,642.00,83.00
VA,MD,F08,T00,124.00,384.00,36.00
NE,WI,F05,T04,317.00,440.00,135.00
IL,WA,F05,T04,69.00,26.00,27.00
MS,FL,F06,T06,24.00,116.00,58.00
UT,OR,F07,T03,53.00,36.00,13.00
AR,KS,F05,T03,105.00,110.00,21.00
GA,SC,F06,T00,150.00,208.00,26.00
VA,VA,F08,T05,1274.00,2444.00,66.00
MI,OH,F03,T00,177.00,1234.00,65.00
MN,IL,F05,T03,207.00,220.00,49.00
IL,NY,F07,T04,145.00,246.00,89.00
NC,VA,F07,T03,368.00,730.00,49.00
IL,GA,F04,T00,82.00,536.00,218.00
WI,KS,F07,T04,62.00,72.00,21.00
MN,IL,F04,T03,12.00,54.00,17.00
LA,TX,F07,T05,113.00,124.00,23.00
NV,WI,F07,T00,15.00,34.00,31.00
GA,VA,F06,T04,8.00,8.00,3.00
NY,NY,F05,T03,3061.00,2182.00,44.00
IN,FL,F02,T00,3.00,48.00,27.00
MO,SC,F07,T04,10.00,10.00,4.00
MN,TX,F06,T00,124.00,398.00,221.00
KY,NJ,F08,T00,19.00,10.00,4.00
IA,WI,F05,T04,300.00,388.00,70.00
NH,NY,F07,T03,40.00,78.00,9.00
AR,WA,F05,T03,53.00,42.00,45.00
WI,CO,F07,T03,52.00,50.00,26.00
NC,GA,F05,T03,140.00,184.00,33.00
WI,TX,F06,T03,27.00,28.00,16.00
CA,AZ,F03,T00,124.00,344.00,91.00
AL,AL,F06,T04,53.00,174.00,5.00
MI,LA,F07,T03,64.00,148.00,75.00
WI,IL,F07,T03,2368.00,3324.00,263.00
OH,WV,F05,T05,54.00,50.00,4.00
TX,AR,F04,T00,98000114.00,80000358.00,83.00
ID,CA,F05,T00,214.00,200.00,73.00
OH,WI,F06,T00,74.00,68.00,16.00
VA,TN,F03,T05,40.00,112.00,9.00
MS,OK,F07,T00,13.00,26.00,7.00
MI,MI,F02,T05,118.00,1902.00,48.00
IA,NY,F04,T03,122.00,304.00,101.00
ME,ME,F08,T03,230.00,332.00,6.00
PA,PA,F03,T05,1470.00,2774.00,45.00
MO,MS,F04,T03,6.00,68.00,16.00
CA,SC,F07,T00,14.00,44.00,65.00
IA,NY,F06,T06,29.00,234.00,136.00
NC,NC,F08,T05,1227.00,1908.00,25.00
VA,NC,F06,T03,120.00,380.00,26.00
NC,FL,F07,T00,387.00,1064.00,376.00
WA,PA,F07,T00,117.00,162.00,228.00
AR,TN,F03,T00,11.00,82.00,8.00
VA,GA,F07,T05,55.00,86.00,20.00
MI,IL,F06,T04,140.00,132.00,16.00
LA,FL,F06,T00,29.00,82.00,41.00
IL,FL,F06,T04,81.00,116.00,66.00
IL,MO,F05,T05,217.00,256.00,16.00
CO,MO,F07,T04,25.00,28.00,11.00
ME,NH,F06,T00,66.00,104.00,6.00
IN,WI,F06,T00,92.00,158.00,30.00
MI,WI,F01,T03,35.00,60.00,13.00
KS,AR,F07,T04,21.00,76.00,12.00
DE,NJ,F07,T05,26.00,98.00,10.00
GA,KY,F03,T06,71.00,120.00,38.00
WA,OR,F04,T05,20.00,74.00,6.00
OH,IL,F01,T00,14.00,20.00,4.00
GA,GA,F06,T05,367.00,580.00,27.00
ID,KS,F03,T00,35.00,74.00,43.00
NY,MA,F08,T04,58.00,178.00,30.00
NC,KY,F06,T00,9.00,8.00,2.00
KS,NJ,F05,T04,209.00,112.00,84.00
CO,CO,F07,T05,1873.00,8298.00,168.00
NJ,NY,F08,T00,426.00,684.00,19.00
MO,MO,F04,T03,1401.00,13198.00,325.00
OH,MA,F06,T03,74.00,52.00,19.00
CA,CA,F08,T04,4048.00,4842.00,352.00
WA,WA,F04,T04,87.00,832.00,44.00
ME,ME,F07,T05,160.00,338.00,9.00
IL,MS,F07,T03,40.00,72.00,21.00
NE,KS,F05,T04,266.00,330.00,50.00
CA,OR,F08,T00,190.00,566.00,235.00
TN,TN,F06,T00,947.00,1962.00,78.00
CA,CO,F05,T04,106.00,52.00,29.00
MI,KS,F07,T03,13.00,26.00,9.00
NJ,NY,F03,T03,175.00,374.00,15.00
CA,GA,F05,T03,49.00,14.00,16.00
SC,NC,F07,T03,326.00,1456.00,124.00
OR,ID,F03,T04,18.00,40.00,6.00
LA,PA,F07,T03,97.00,44.00,27.00
GA,AR,F06,T00,11.00,18.00,4.00
GA,KY,F03,T04,20.00,52.00,13.00
NY,FL,F08,T03,23.00,70.00,45.00
IA,NV,F06,T00,7.00,20.00,17.00
NY,CT,F06,T04,92.00,282.00,24.00
MA,CT,F07,T03,416.00,874.00,48.00
OH,KY,F05,T04,45.00,52.00,5.00
KY,GA,F02,T04,2.00,30.00,4.00
TX,SC,F07,T04,51.00,68.00,38.00
ID,UT,F07,T03,193.00,314.00,47.00
NY,MD,F06,T03,68.00,164.00,29.00
NM,NM,F07,T03,365.00,738.00,19.00
TN,MI,F06,T04,26.00,32.00,11.00
NJ,MA,F06,T04,44.00,54.00,6.00
TX,CA,F05,T04,549.00,520.00,351.00
MI,PA,F05,T04,43.00,34.00,9.00
TX,MA,F07,T04,17.00,20.00,20.00
NV,VA,F07,T04,7.00,16.00,18.00
NJ,ME,F06,T05,31.00,48.00,10.00
NJ,VA,F07,T00,136.00,156.00,24.00
NY,IN,F06,T04,22.00,24.00,8.00
IA,GA,F07,T00,109.00,736.00,376.00
MN,GA,F07,T00,95.00,178.00,102.00
MO,CA,F07,T04,204.00,146.00,131.00
NC,NC,F02,T04,62.00,1162.00,47.00
MO,TX,F07,T04,405.00,252.00,80.00
OR,FL,F07,T00,30.00,62.00,105.00
KY,TX,F08,T00,14000067.00,12000040.00,28.00
AL,FL,F09,T03,216.00,28.00,6.00
VA,TN,F07,T00,201.00,444.00,40.00
WI,OH,F07,T05,101.00,118.00,33.00
OH,IN,F05,T00,227.00,244.00,22.00
GA,LA,F07,T03,45.00,44.00,13.00
IA,VA,F05,T03,142.00,86.00,48.00
TN,WI,F07,T03,64.00,118.00,41.00
FL,NJ,F07,T00,315.00,366.00,199.00
WA,OK,F07,T00,14.00,34.00,31.00
IL,IN,F04,T03,113.00,432.00,30.00
NJ,NC,F05,T00,21.00,12.00,3.00
NY,NY,F09,T05,1712.00,96.00,1.00
OH,GA,F05,T04,26.00,24.00,7.00
DE,NC,F07,T00,10.00,16.00,3.00
NJ,NJ,F08,T03,1798.00,2892.00,39.00
OH,OH,F08,T00,2111.00,4032.00,66.00
WI,IN,F04,T03,17.00,56.00,8.00
WI,WI,F06,T05,511.00,574.00,24.00
OH,TN,F07,T03,83.00,192.00,48.00
CO,MA,F05,T03,140.00,78.00,77.00
TX,OK,F04,T05,52.00,424.00,20.00
NJ,NJ,F04,T00,142.00,202.00,1.00
CA,NV,F04,T03,29.00,202.00,33.00
ID,OR,F05,T04,53.00,54.00,11.00
NC,PA,F07,T00,168.00,260.00,65.00
ND,ND,F02,T00,704.00,11234.00,439.00
VA,TN,F07,T03,201.00,444.00,40.00
LA,MO,F07,T03,61.00,44.00,17.00
FL,WI,F07,T00,66.00,106.00,70.00
GA,FL,F04,T03,324.00,1256.00,172.00
IA,PA,F05,T04,73.00,76.00,37.00
NC,FL,F06,T04,5.00,4.00,1.00
IA,OH,F05,T04,196.00,204.00,67.00
SC,TN,F06,T05,9.00,12.00,2.00
NE,VA,F05,T00,162.00,104.00,65.00
AR,OH,F05,T04,80.00,66.00,28.00
SD,IA,F05,T00,135.00,126.00,17.00
OH,MA,F06,T00,77.00,80.00,29.00
OH,PA,F04,T06,100.00,764.00,227.00
NJ,NY,F08,T03,426.00,684.00,19.00
FL,FL,F09,T00,490.00,52.00,1.00
TX,MS,F06,T00,22.00,42.00,12.00
MD,SC,F07,T03,7.00,22.00,6.00
OH,IL,F02,T00,10.00,120.00,21.00
MI,KS,F07,T00,21.00,34.00,13.00
NM,CO,F07,T03,21.00,36.00,8.00
WI,MS,F07,T00,57.00,44.00,17.00
IA,TX,F05,T03,308.00,326.00,139.00
WI,MI,F07,T05,162.00,136.00,22.00
TX,IN,F05,T04,213.00,128.00,65.00
NC,NC,F04,T03,1371.00,12594.00,278.00
MN,MN,F09,T00,620.00,60.00,1.00
WA,MI,F05,T04,20.00,12.00,15.00
SC,SC,F08,T00,944.00,1464.00,19.00
CO,CO,F02,T05,348.00,6742.00,247.00
MN,MN,F07,T05,3961.00,9078.00,287.00
MO,OH,F06,T05,36.00,42.00,9.00
MS,TX,F05,T04,84.00,76.00,21.00
MN,LA,F07,T04,16.00,22.00,12.00
MO,MO,F05,T05,655.00,604.00,27.00
NV,CA,F03,T03,10.00,16.00,1.00
TN,IL,F06,T03,144.00,162.00,45.00
OH,KY,F05,T05,366.00,268.00,6.00
TX,CA,F06,T04,109.00,268.00,187.00
LA,KY,F07,T00,79.00,110.00,45.00
IA,AR,F05,T04,73.00,66.00,20.00
ID,MD,F03,T03,9.00,18.00,20.00
WA,CA,F07,T03,475.00,1020.00,461.00
MO,WI,F08,T03,128.00,406.00,89.00
NY,MA,F07,T00,936.00,2164.00,230.00
IL,OH,F05,T00,247.00,178.00,35.00
IN,NY,F07,T04,36.00,72.00,20.00
CA,CA,F06,T04,2161.00,7744.00,441.00
MI,AR,F07,T03,26.00,72.00,31.00
MI,NY,F06,T00,102.00,108.00,25.00
NJ,MD,F07,T04,151.00,234.00,19.00
KS,IA,F06,T04,22.00,40.00,7.00
TN,NJ,F07,T00,31000031.00,58000058.00,72.00
OH,TX,F06,T00,208.00,360.00,210.00
NE,MO,F07,T00,37.00,66.00,12.00
CA,GA,F03,T03,94.00,136.00,154.00
IA,MN,F02,T00,4.00,60.00,7.00
CA,MD,F06,T03,12.00,12.00,16.00
IL,DE,F07,T03,7.00,16.00,6.00
OR,MO,F03,T04,53.00,62.00,59.00
NC,IL,F03,T00,23.00,170.00,78.00
MI,MI,F08,T05,1278.00,2382.00,24.00
VT,VT,F03,T04,88.00,698.00,9.00
KS,GA,F07,T00,10.00,8.00,4.00
AR,MO,F06,T03,37.00,84.00,13.00
CA,CA,F08,T05,8907.00,13478.00,316.00
NY,TN,F05,T03,45.00,40.00,21.00
IN,NJ,F07,T06,67.00,360.00,167.00
WI,MN,F02,T09,45.00,622.00,2.00
NE,FL,F05,T04,890.00,686.00,528.00
MS,LA,F05,T00,213.00,212.00,21.00
MS,CA,F05,T00,55.00,66.00,64.00
IN,PA,F02,T04,3.00,38.00,9.00
NY,IN,F07,T00,111.00,104.00,30.00
MA,MI,F07,T00,21.00,24.00,8.00
PA,PA,F06,T05,1260.00,1824.00,50.00
MO,TN,F05,T03,42.00,44.00,11.00
TX,CA,F07,T04,330.00,540.00,387.00
GA,PA,F06,T04,51.00,56.00,23.00
MO,NE,F06,T05,9.00,18.00,2.00
MN,PA,F05,T03,69.00,50.00,28.00
PA,FL,F07,T04,265.00,356.00,185.00
DE,FL,F05,T00,5.00,8.00,4.00
WI,AL,F07,T03,56.00,54.00,24.00
MS,AL,F03,T05,12.00,30.00,2.00
VT,RI,F07,T00,8.00,6.00,1.00
MA,CT,F05,T03,172.00,88.00,5.00
AL,OK,F01,T00,16.00,20.00,8.00
AL,WI,F05,T04,15.00,12.00,5.00
WA,TN,F03,T03,12.00,46.00,54.00
NJ,AR,F07,T03,14.00,14.00,8.00
OR,OR,F07,T04,477.00,816.00,41.00
NE,OH,F05,T03,530.00,536.00,225.00
MN,AZ,F07,T03,39.00,42.00,36.00
NJ,SC,F07,T00,21.00,34.00,11.00
WA,FL,F03,T04,25.00,46.00,72.00
KY,IN,F05,T00,145.00,112.00,8.00
MI,GA,F07,T00,46.00,46.00,17.00
VA,PA,F06,T03,255.00,410.00,34.00
MA,IN,F06,T03,8.00,8.00,4.00
MN,MN,F04,T05,815.00,6912.00,99.00
TX,PA,F05,T03,201.00,140.00,104.00
NC,GA,F06,T00,69.00,88.00,13.00
WI,MN,F05,T00,117.00,96.00,13.00
IA,GA,F04,T00,135.00,490.00,234.00
VT,CA,F07,T04,27.00,18.00,23.00
CA,CA,F07,T03,23456.00,68022.00,2494.00
MO,MO,F08,T03,1405.00,2828.00,74.00
LA,LA,F03,T05,457.00,1104.00,18.00
PA,WI,F01,T03,37.00,100.00,40.00
UT,ID,F06,T00,54.00,20.00,3.00
CA,TX,F07,T06,122.00,316.00,295.00
