Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
AL,GA,F05,T03,640.00,606.00,72.00
TN,AL,F06,T05,224.00,356.00,43.00
IN,MI,F04,T03,266.00,906.00,95.00
CA,AZ,F02,T03,3.00,10.00,3.00
NV,NV,F03,T05,284.00,458.00,9.00
NY,RI,F04,T00,37.00,52.00,12.00
FL,ID,F09,T00,2.00,0.00,0.00
ME,TX,F07,T00,7.00,6.00,6.00
FL,LA,F09,T00,7.00,0.00,0.00
SC,SC,F09,T00,48.00,4.00,0.00
MN,GA,F05,T00,77.00,46.00,28.00
WA,VA,F03,T00,7.00,14.00,20.00
WI,TN,F07,T03,189.00,192.00,76.00
PA,PA,F07,T05,5813.00,13180.00,322.00
NC,VA,F06,T00,242.00,380.00,40.00
GA,MO,F05,T00,37.00,34.00,13.00
AL,NJ,F09,T00,4.00,0.00,0.00
MO,TN,F06,T03,56.00,114.00,31.00
TN,MO,F07,T00,118.00,176.00,43.00
MT,SD,F04,T03,13.00,186.00,30.00
MI,CA,F06,T00,289.00,306.00,356.00
PA,CA,F07,T11,5.00,0.00,1.00
MN,CO,F03,T03,17.00,62.00,31.00
IL,IL,F03,T08,37.00,274.00,70.00
PA,WI,F06,T03,53.00,54.00,24.00
ND,MN,F05,T00,28.00,16.00,1.00
UT,NV,F03,T00,74.00,148.00,37.00
SD,IA,F05,T04,316.00,154.00,17.00
IA,WA,F04,T00,46.00,184.00,194.00
ME,CA,F05,T00,18.00,4.00,7.00
FL,NV,F05,T03,4.00,2.00,2.00
PA,DE,F08,T00,19.00,52.00,3.00
NC,TN,F05,T05,68.00,78.00,17.00
TN,MO,F07,T04,112.00,172.00,42.00
FL,OH,F03,T04,95.00,80.00,45.00
CA,NC,F07,T03,157.00,146.00,195.00
CT,NY,F06,T05,407.00,372.00,26.00
OK,AR,F06,T05,21.00,46.00,4.00
IL,AR,F04,T04,60.00,114.00,27.00
PA,WV,F04,T03,6.00,20.00,2.00
TN,AZ,F07,T00,61.00,64.00,50.00
GA,GA,F04,T00,1688.00,10450.00,360.00
NC,GA,F05,T05,129.00,184.00,31.00
TX,MO,F08,T04,55.00,216.00,64.00
FL,IN,F07,T04,62.00,60.00,31.00
MA,PA,F07,T04,275.00,296.00,58.00
MN,CO,F07,T04,65.00,44.00,20.00
TX,MS,F03,T00,15.00,20.00,5.00
ID,MO,F07,T00,300.00,208.00,155.00
VA,NC,F09,T14,3.00,0.00,0.00
IL,TN,F07,T00,725.00,2892.00,570.00
TN,MO,F05,T03,46.00,62.00,14.00
KY,OR,F05,T04,3.00,4.00,5.00
VA,WV,F07,T00,944.00,1652.00,127.00
FL,IL,F06,T00,3.00,2.00,1.00
WI,OR,F05,T03,12.00,8.00,8.00
AR,AR,F04,T04,101.00,1018.00,33.00
MO,AL,F07,T04,54.00,60.00,19.00
NE,CO,F04,T06,19.00,204.00,56.00
ME,MI,F07,T00,5.00,2.00,2.00
OK,PA,F06,T00,9.00,14.00,10.00
NE,FL,F07,T00,29.00,22.00,18.00
ID,IL,F05,T04,36.00,20.00,16.00
AL,LA,F06,T00,37.00,144.00,29.00
UT,ID,F07,T00,57.00,120.00,14.00
KY,SC,F07,T03,27.00,28.00,7.00
FL,CA,F07,T05,56.00,190.00,238.00
MI,TX,F05,T04,154.00,90.00,57.00
MO,ME,F04,T03,11.00,24.00,18.00
CA,CA,F03,T05,8281.00,18154.00,686.00
AR,DE,F09,T00,1.00,0.00,0.00
NY,OK,F08,T04,9.00,20.00,13.00
WY,ND,F07,T00,2.00,8.00,2.00
DE,WI,F07,T04,3.00,2.00,1.00
PA,MD,F04,T14,0.00,0.00,0.00
CA,TX,F07,T03,2007.00,2594.00,2095.00
SC,NC,F08,T04,2.00,8.00,0.00
MT,UT,F04,T03,1.00,4.00,1.00
FL,VA,F03,T03,30.00,58.00,27.00
IL,MO,F07,T00,4.00,0.00,0.00
WI,WA,F07,T03,66.00,84.00,79.00
CA,MA,F03,T00,187.00,192.00,299.00
CT,IL,F07,T03,31.00,26.00,13.00
SC,VA,F06,T00,74.00,128.00,29.00
IL,AK,F09,T00,4.00,0.00,0.00
FL,MD,F05,T04,136.00,32.00,16.00
OH,PA,F07,T00,1753.00,2578.00,447.00
NH,MA,F08,T00,207.00,490.00,16.00
NC,AL,F06,T04,4.00,6.00,2.00
TN,KY,F05,T05,91.00,46.00,5.00
IL,IN,F07,T06,8.00,22.00,0.00
WI,OK,F04,T03,29.00,60.00,26.00
MD,DC,F09,T03,40.00,2.00,0.00
UT,WI,F06,T04,20.00,6.00,4.00
MN,NJ,F03,T03,3.00,12.00,9.00
IA,NJ,F05,T04,304.00,184.00,108.00
KS,MN,F05,T03,247.00,120.00,44.00
OH,IN,F08,T04,247.00,652.00,66.00
IA,ND,F04,T00,47.00,60.00,19.00
UT,WY,F07,T05,30.00,90.00,8.00
WA,NY,F07,T00,86.00,48.00,66.00
CA,HI,F07,T00,501.00,1324.00,1741.00
KY,IA,F09,T03,34.00,2.00,1.00
VA,LA,F05,T03,11.00,4.00,2.00
MN,LA,F02,T00,720.00,12478.00,10553.00
OR,MI,F03,T00,82.00,82.00,99.00
NJ,TX,F07,T05,9.00,6.00,5.00
AK,OR,F08,T03,6.00,10.00,2.00
DE,OH,F05,T00,24.00,50.00,11.00
ND,AR,F03,T04,3.00,20.00,11.00
VA,TN,F09,T05,6.00,0.00,0.00
NJ,AZ,F07,T00,32.00,16.00,19.00
SD,MI,F08,T06,61.00,192.00,93.00
NJ,NY,F08,T03,404.00,982.00,31.00
IN,MI,F04,T00,266.00,906.00,95.00
WV,TN,F07,T00,3.00,8.00,2.00
GA,AL,F07,T00,581.00,822.00,86.00
OR,UT,F06,T00,5.00,6.00,2.00
NE,IL,F09,T14,0.00,0.00,0.00
PA,DC,F05,T05,53.00,24.00,2.00
NC,IL,F05,T04,141.00,196.00,87.00
OR,OR,F05,T05,770.00,414.00,13.00
NJ,MO,F07,T03,102.00,98.00,49.00
MA,CA,F05,T03,163.00,42.00,65.00
TX,TX,F09,T03,1863.00,122.00,4.00
KY,GA,F06,T00,181.00,196.00,41.00
MI,IN,F03,T03,257.00,240.00,19.00
KY,SC,F09,T03,16.00,0.00,0.00
LA,KS,F07,T04,25.00,48.00,22.00
SD,WI,F07,T03,413.00,260.00,69.00
CO,MN,F05,T04,24.00,4.00,2.00
NH,MA,F03,T00,9.00,6.00,0.00
CA,NE,F04,T03,1.00,24.00,19.00
AZ,NY,F03,T04,29.00,70.00,91.00
MN,KY,F05,T03,5.00,2.00,1.00
ID,KS,F04,T04,5.00,12.00,9.00
PA,NJ,F06,T05,375.00,596.00,34.00
TN,OH,F04,T04,13.00,54.00,11.00
NY,MI,F03,T00,70.00,56.00,17.00
GA,VA,F05,T04,120.00,78.00,19.00
OR,NM,F07,T03,38.00,30.00,24.00
PA,MI,F07,T00,238.00,478.00,113.00
KS,PA,F01,T03,4.00,0.00,0.00
FL,SC,F04,T03,1.00,14.00,4.00
NY,NY,F06,T04,634.00,2516.00,128.00
KY,CA,F07,T03,157.00,166.00,174.00
NE,WA,F04,T03,14.00,30.00,24.00
IA,TX,F02,T06,337.00,4424.00,2513.00
KS,AZ,F05,T03,153.00,80.00,44.00
AZ,AZ,F03,T00,294.00,700.00,22.00
WI,GA,F05,T04,139.00,104.00,49.00
CA,AZ,F08,T00,857.00,1268.00,334.00
VA,NC,F07,T04,136.00,278.00,36.00
AL,FL,F05,T03,127.00,120.00,26.00
CA,NV,F08,T00,302.00,600.00,102.00
IL,MI,F06,T04,225.00,404.00,65.00
NY,RI,F04,T03,37.00,52.00,12.00
IN,SC,F07,T00,17.00,30.00,10.00
PA,WV,F04,T00,6.00,20.00,2.00
IN,OH,F03,T05,11.00,46.00,3.00
NH,PA,F06,T00,58.00,28.00,6.00
NY,MT,F05,T00,2.00,0.00,1.00
KY,PA,F08,T03,104.00,38.00,12.00
FL,TN,F08,T00,86.00,316.00,85.00
GA,OH,F05,T04,207.00,122.00,37.00
NC,NY,F08,T03,69.00,232.00,76.00
MO,IL,F08,T00,594.00,1102.00,99.00
OK,MT,F05,T03,10.00,4.00,2.00
PA,SC,F04,T03,14.00,38.00,12.00
OR,UT,F05,T00,24.00,6.00,2.00
VA,WI,F06,T00,4.00,6.00,3.00
HI,GA,F07,T14,0.00,0.00,0.00
NC,UT,F09,T03,16.00,2.00,1.00
CO,NE,F08,T03,104.00,268.00,51.00
NY,NH,F08,T03,2.00,8.00,2.00
IA,MN,F04,T05,268.00,1418.00,106.00
AL,SC,F09,T00,9.00,0.00,0.00
KY,VT,F08,T00,2.00,4.00,2.00
NY,PA,F03,T04,193.00,330.00,39.00
OK,OR,F06,T00,7.00,20.00,20.00
VA,VA,F07,T05,3747.00,7186.00,284.00
IN,TN,F05,T00,152.00,130.00,23.00
VA,NJ,F05,T05,100.00,64.00,10.00
OR,VA,F07,T00,32.00,84.00,114.00
NY,AL,F05,T03,3.00,2.00,1.00
KS,OK,F05,T00,375.00,182.00,29.00
AK,AK,F08,T05,234.00,170.00,4.00
OK,NC,F09,T03,1.00,0.00,0.00
GA,IA,F06,T00,19.00,6.00,3.00
RI,MA,F05,T00,154.00,80.00,2.00
IL,IA,F05,T04,353.00,332.00,27.00
MN,VA,F05,T04,140.00,58.00,38.00
SC,UT,F07,T03,65.00,58.00,58.00
WI,WI,F06,T03,628.00,1114.00,51.00
WA,WA,F05,T08,45.00,20.00,0.00
OR,ME,F07,T00,6.00,6.00,10.00
NE,KS,F02,T00,323.00,4720.00,295.00
OK,GA,F06,T03,14.00,42.00,20.00
KY,FL,F07,T00,148.00,154.00,68.00
KS,FL,F05,T04,351.00,166.00,133.00
IN,NV,F06,T04,15.00,18.00,18.00
MS,NY,F06,T04,9.00,16.00,9.00
NM,GA,F03,T00,8.00,2.00,2.00
IN,MA,F05,T00,58.00,30.00,14.00
WI,NC,F07,T03,228.00,166.00,81.00
NM,NM,F06,T05,94.00,348.00,8.00
MN,MN,F03,T05,844.00,5498.00,163.00
TN,NY,F05,T04,3.00,2.00,1.00
MN,WA,F03,T00,449.00,3054.00,2554.00
OK,TN,F06,T03,28.00,92.00,30.00
AR,AR,F03,T05,250.00,1020.00,31.00
KY,MA,F07,T04,16.00,16.00,7.00
IL,PA,F07,T04,922.00,824.00,281.00
NJ,MO,F06,T03,22.00,12.00,7.00
WI,WI,F07,T00,10060.00,14580.00,501.00
AL,GA,F06,T03,364.00,1030.00,112.00
IA,IL,F06,T04,196.00,592.00,77.00
WI,UT,F07,T03,127.00,80.00,59.00
CA,OK,F07,T04,98.00,94.00,71.00
NC,CO,F05,T03,4.00,44.00,36.00
OH,NV,F06,T03,22.00,20.00,23.00
WY,MT,F07,T00,27.00,110.00,19.00
NM,KS,F05,T05,103.00,32.00,18.00
FL,SC,F09,T00,22.00,2.00,0.00
TX,CO,F08,T03,53.00,194.00,94.00
AR,MS,F05,T04,100.00,90.00,19.00
PA,CO,F05,T04,1.00,0.00,0.00
OH,GA,F07,T00,328.00,546.00,210.00
FL,MI,F07,T03,116.00,258.00,158.00
IL,UT,F07,T04,120.00,86.00,60.00
WA,MD,F03,T00,38.00,88.00,121.00
CT,UT,F07,T03,9.00,2.00,3.00
SC,KY,F09,T03,5.00,0.00,0.00
OH,MA,F08,T04,49.00,48.00,19.00
TX,NV,F06,T03,5.00,18.00,8.00
MI,MI,F09,T05,780.00,94.00,2.00
NE,IL,F07,T04,192.00,256.00,59.00
KS,CA,F01,T03,12.00,0.00,0.00
CA,IL,F05,T04,262.00,114.00,110.00
PA,OH,F06,T04,313.00,310.00,63.00
AR,AR,F05,T04,2460.00,2254.00,86.00
PA,MO,F06,T03,46.00,54.00,28.00
WA,OH,F03,T04,12.00,16.00,19.00
GA,TX,F06,T00,87.00,104.00,46.00
MD,TX,F07,T03,49.00,34.00,23.00
OR,PA,F07,T04,66.00,68.00,89.00
PA,AR,F04,T04,8.00,26.00,12.00
TX,PA,F03,T03,15.00,54.00,50.00
WV,AR,F09,T03,0.00,0.00,0.00
AL,TX,F07,T04,50.00,48.00,17.00
CA,NV,F06,T03,344.00,586.00,66.00
NC,VA,F09,T03,63.00,16.00,2.00
PA,NY,F04,T03,151.00,322.00,41.00
IN,MI,F07,T04,158.00,300.00,38.00
NY,NJ,F06,T03,412.00,548.00,35.00
ID,MI,F03,T00,51.00,124.00,117.00
NJ,MA,F04,T00,6.00,10.00,2.00
ID,ID,F03,T04,115.00,766.00,24.00
NY,TX,F07,T04,506.00,660.00,541.00
WI,MN,F05,T05,152.00,90.00,12.00
CA,MI,F07,T00,234.00,230.00,275.00
TX,LA,F06,T05,41.00,58.00,10.00
GA,NE,F07,T00,7.00,6.00,3.00
MD,RI,F05,T05,3.00,4.00,1.00
RI,RI,F05,T05,222.00,146.00,1.00
AR,AR,F07,T03,2470.00,5962.00,184.00
MS,FL,F05,T04,102.00,78.00,30.00
CT,UT,F07,T00,9.00,2.00,3.00
IN,IN,F03,T03,1084.00,4332.00,77.00
NJ,NJ,F05,T00,3090.00,1680.00,27.00
MN,IA,F06,T03,134.00,258.00,39.00
VA,GA,F05,T05,15.00,24.00,6.00
MD,OR,F07,T00,8.00,4.00,5.00
VA,NJ,F05,T04,129.00,44.00,8.00
WA,IN,F07,T03,20.00,28.00,31.00
ID,NE,F05,T04,36.00,24.00,15.00
CA,TN,F07,T04,253.00,546.00,566.00
MS,MD,F07,T00,13.00,14.00,6.00
ND,CO,F06,T00,14.00,100.00,60.00
NE,CA,F01,T00,11.00,22.00,18.00
IA,ID,F03,T04,48.00,214.00,152.00
NY,WI,F07,T05,8.00,6.00,2.00
WI,PA,F04,T04,136.00,202.00,88.00
SC,NC,F05,T03,382.00,394.00,31.00
IN,GA,F05,T00,144.00,116.00,37.00
PA,CO,F05,T00,1.00,0.00,0.00
KS,FL,F01,T05,14.00,0.00,0.00
CT,PA,F06,T03,134.00,162.00,22.00
AR,AL,F07,T04,34.00,66.00,24.00
MD,NJ,F06,T00,116.00,144.00,11.00
IN,TN,F05,T03,152.00,130.00,23.00
MN,MD,F06,T03,57.00,66.00,38.00
MN,CA,F07,T03,333.00,472.00,459.00
MD,OH,F07,T03,152.00,130.00,28.00
TX,CA,F06,T00,30.00,116.00,103.00
OK,AL,F06,T00,7.00,20.00,8.00
GA,KY,F07,T00,124.00,162.00,37.00
VA,AZ,F05,T03,7.00,2.00,2.00
VA,SC,F05,T03,36.00,18.00,4.00
KS,OK,F07,T03,218.00,1022.00,126.00
GA,ID,F05,T00,32.00,26.00,28.00
WI,NC,F04,T00,10.00,22.00,10.00
MA,IA,F05,T00,35.00,12.00,7.00
FL,KY,F04,T04,2.00,2.00,1.00
SC,NJ,F06,T00,13.00,28.00,9.00
IA,IA,F07,T03,4372.00,12748.00,358.00
MT,ND,F07,T04,8.00,34.00,5.00
NJ,PA,F04,T04,74.00,72.00,4.00
FL,MA,F06,T04,2.00,2.00,1.00
IA,GA,F04,T04,94.00,256.00,110.00
WI,MS,F07,T04,47.00,24.00,10.00
OH,VA,F07,T03,139.00,206.00,46.00
UT,WA,F07,T00,100.00,86.00,37.00
OK,LA,F06,T00,3.00,10.00,3.00
IL,IA,F04,T03,244.00,1040.00,104.00
RI,VT,F04,T03,9.00,12.00,2.00
NH,NH,F08,T05,379.00,608.00,9.00
CA,GA,F07,T03,441.00,510.00,602.00
NC,WA,F09,T03,126.00,4.00,5.00
MI,GA,F07,T04,132.00,252.00,108.00
NC,AL,F06,T03,4.00,6.00,2.00
VT,MO,F07,T04,64.00,68.00,45.00
KY,PA,F06,T00,84.00,94.00,27.00
OR,NC,F06,T00,1.00,0.00,1.00
LA,PA,F05,T03,33.00,16.00,10.00
GA,FL,F04,T00,654.00,3764.00,421.00
OH,GA,F06,T00,192.00,200.00,60.00
AR,NV,F07,T03,11.00,10.00,10.00
IN,IA,F06,T00,47.00,128.00,24.00
HI,CO,F03,T11,0.00,0.00,0.00
VT,NY,F07,T04,44.00,28.00,5.00
IL,MD,F07,T03,79.00,70.00,25.00
MO,NJ,F04,T03,5.00,2.00,1.00
MO,IN,F06,T03,106.00,138.00,32.00
NY,CO,F06,T03,20.00,14.00,13.00
NY,MI,F08,T04,87.00,148.00,43.00
PA,MA,F06,T03,102.00,96.00,18.00
OH,MI,F08,T03,524.00,1326.00,201.00
MO,MI,F05,T03,22.00,18.00,7.00
MO,TN,F07,T03,219.00,612.00,133.00
IL,FL,F07,T03,220.00,404.00,237.00
PA,NY,F09,T04,5.00,0.00,0.00
TN,PA,F06,T04,213.00,308.00,149.00
KY,NJ,F07,T00,60.00,54.00,20.00
MN,IA,F02,T03,11.00,142.00,8.00
IL,NJ,F06,T03,90.00,102.00,43.00
OH,NJ,F08,T03,22.00,38.00,11.00
OR,MI,F07,T04,54.00,74.00,79.00
IA,TX,F02,T00,342.00,4452.00,2525.00
IL,TX,F07,T03,1028.00,962.00,553.00
NJ,TN,F07,T03,183.00,126.00,54.00
PA,PA,F06,T03,2807.00,4816.00,139.00
NV,WA,F07,T00,57.00,66.00,36.00
TN,FL,F05,T03,64.00,44.00,15.00
MA,VT,F05,T03,82.00,24.00,2.00
MS,CA,F05,T04,180.00,164.00,157.00
PA,VA,F07,T03,704.00,1270.00,172.00
OK,TX,F06,T03,61.00,180.00,37.00
OH,IL,F06,T04,313.00,352.00,63.00
IN,OH,F07,T06,89.00,280.00,29.00
MI,AZ,F06,T03,48.00,52.00,54.00
AR,MN,F05,T00,28.00,20.00,9.00
KY,IA,F09,T04,34.00,2.00,1.00
WI,TN,F04,T03,15.00,20.00,8.00
ME,CO,F06,T00,0.00,0.00,1.00
IN,PA,F06,T04,118.00,132.00,34.00
ID,IA,F05,T00,15.00,6.00,5.00
NE,MN,F05,T03,239.00,308.00,70.00
AR,SC,F06,T00,14.00,46.00,17.00
KS,SD,F07,T00,19.00,4.00,1.00
IN,MO,F07,T05,63.00,132.00,24.00
IA,VA,F07,T00,48.00,136.00,79.00
CO,TX,F07,T14,4.00,0.00,0.00
FL,WY,F01,T14,0.00,0.00,0.00
NH,NC,F07,T03,21.00,10.00,5.00
ID,FL,F03,T03,35.00,138.00,182.00
GA,GA,F07,T03,5888.00,9056.00,244.00
KY,TX,F08,T04,147.00,86.00,40.00
NE,NV,F02,T00,6.00,88.00,60.00
OK,MN,F06,T00,4.00,4.00,2.00
CA,NY,F06,T04,55.00,66.00,90.00
MT,WY,F07,T03,35.00,74.00,9.00
TN,FL,F08,T04,111.00,28.00,11.00
IN,VA,F05,T03,137.00,136.00,42.00
IL,VT,F09,T00,1.00,0.00,0.00
GA,MI,F05,T00,271.00,266.00,109.00
NE,KY,F01,T04,4.00,12.00,4.00
AR,UT,F06,T04,3.00,4.00,3.00
WI,KY,F07,T04,103.00,96.00,28.00
TX,WV,F07,T04,4.00,2.00,1.00
OK,OR,F06,T04,7.00,20.00,20.00
IN,NC,F04,T06,134.00,1116.00,510.00
MA,MA,F09,T05,63.00,2.00,0.00
AR,AR,F07,T04,263.00,1062.00,57.00
MO,IL,F04,T00,95.00,318.00,42.00
NE,WI,F05,T00,685.00,482.00,153.00
PA,KS,F04,T03,5.00,26.00,12.00
LA,TX,F07,T03,633.00,954.00,184.00
CA,LA,F08,T03,28.00,10.00,12.00
MS,TX,F05,T00,403.00,368.00,90.00
MA,CA,F07,T03,165.00,148.00,223.00
CT,CO,F07,T03,2.00,2.00,1.00
AR,MO,F07,T03,301.00,372.00,49.00
IL,WI,F01,T00,6.00,8.00,2.00
TX,WI,F03,T03,11.00,24.00,18.00
DE,AL,F07,T03,13.00,22.00,10.00
AK,WY,F08,T00,1.00,2.00,1.00
MN,MN,F08,T05,1632.00,2234.00,64.00
VA,NY,F04,T03,17.00,58.00,17.00
OH,MA,F08,T03,50.00,48.00,19.00
KS,TX,F05,T04,1074.00,742.00,219.00
NY,IN,F07,T00,81.00,162.00,47.00
OR,PA,F07,T03,66.00,68.00,89.00
NY,AL,F03,T00,130.00,70.00,39.00
IN,IA,F07,T03,143.00,592.00,104.00
FL,CA,F09,T03,75.00,4.00,6.00
MT,OR,F06,T04,18.00,86.00,33.00
ID,ID,F07,T00,1092.00,1692.00,62.00
NY,NC,F07,T04,182.00,240.00,82.00
IL,IL,F03,T04,1844.00,10368.00,240.00
AZ,GA,F03,T00,3.00,10.00,9.00
FL,MO,F05,T03,58.00,22.00,15.00
NE,CA,F07,T00,374.00,1494.00,1305.00
CA,NE,F07,T04,113.00,174.00,139.00
NE,PA,F05,T00,308.00,136.00,75.00
FL,MI,F07,T04,116.00,258.00,158.00
TX,TX,F04,T03,2588.00,18682.00,954.00
IL,CT,F07,T03,35.00,30.00,14.00
CA,CA,F06,T00,12826.00,22512.00,1037.00
KY,AL,F04,T03,5.00,24.00,6.00
NC,NY,F03,T03,78.00,128.00,41.00
UT,CA,F06,T03,216.00,492.00,181.00
AL,FL,F07,T00,407.00,846.00,127.00
VA,SC,F06,T04,49.00,68.00,12.00
GA,MI,F06,T04,17.00,24.00,10.00
IA,IN,F07,T04,162.00,384.00,85.00
CA,NY,F03,T03,736.00,654.00,931.00
NC,DE,F04,T05,7.00,34.00,8.00
IL,PA,F07,T03,1160.00,956.00,329.00
NC,WV,F07,T05,49.00,72.00,7.00
CA,CA,F08,T03,24973.00,28930.00,1131.00
MI,CT,F07,T04,13.00,18.00,7.00
AR,LA,F03,T08,393.00,2662.00,748.00
OH,OH,F08,T04,760.00,1982.00,98.00
AZ,FL,F03,T03,25.00,40.00,45.00
CA,UT,F07,T03,1086.00,1770.00,650.00
MA,NV,F03,T00,3.00,2.00,2.00
VA,IL,F06,T00,133.00,204.00,83.00
ID,TX,F03,T00,148.00,336.00,321.00
NY,GA,F03,T00,34.00,62.00,29.00
MS,TX,F07,T03,11.00,18.00,7.00
TX,TX,F05,T00,14405.00,10728.00,963.00
MO,TX,F06,T00,160.00,368.00,121.00
GA,OR,F05,T03,11.00,6.00,8.00
MN,MN,F06,T03,1904.00,2502.00,56.00
MN,IA,F04,T03,281.00,1820.00,155.00
OH,GA,F01,T00,1.00,2.00,0.00
IL,TN,F07,T05,74.00,196.00,34.00
IN,NJ,F04,T00,110.00,102.00,39.00
AR,NV,F05,T04,11.00,6.00,5.00
NE,GA,F06,T04,159.00,192.00,95.00
CO,NV,F08,T04,84.00,198.00,86.00
FL,SC,F05,T00,141.00,50.00,11.00
IN,PA,F06,T03,142.00,154.00,39.00
MN,NE,F04,T05,21.00,84.00,13.00
MN,ND,F07,T03,201.00,536.00,90.00
CO,MO,F07,T00,74.00,174.00,59.00
IA,CA,F04,T04,57.00,188.00,174.00
MO,TX,F07,T00,522.00,1074.00,430.00
MO,KS,F05,T04,274.00,206.00,19.00
MI,WY,F07,T04,3.00,2.00,1.00
MS,CA,F05,T03,180.00,164.00,157.00
IN,FL,F05,T00,41.00,44.00,26.00
IN,KY,F03,T03,113.00,430.00,30.00
OK,ND,F05,T03,5.00,2.00,1.00
CT,IA,F07,T03,3.00,6.00,3.00
DE,VA,F04,T04,1.00,4.00,0.00
AZ,CA,F03,T14,0.00,0.00,0.00
AR,SC,F06,T03,14.00,46.00,17.00
OH,MI,F07,T04,706.00,1068.00,139.00
KY,WI,F07,T14,0.00,0.00,0.00
KY,MS,F07,T00,36.00,56.00,11.00
OR,CA,F03,T00,640.00,872.00,380.00
OR,PA,F05,T03,1.00,0.00,0.00
IL,NJ,F06,T04,47.00,52.00,23.00
IN,TX,F01,T04,647.00,650.00,317.00
WA,CO,F07,T04,36.00,62.00,39.00
TX,MI,F07,T03,90.00,106.00,72.00
CA,FL,F06,T00,61.00,42.00,59.00
OH,VA,F08,T03,53.00,130.00,29.00
ME,DE,F05,T00,0.00,0.00,0.00
PA,VA,F06,T04,51.00,52.00,6.00
IA,CO,F05,T00,90.00,58.00,20.00
NY,UT,F06,T03,9.00,4.00,5.00
LA,CA,F05,T03,75.00,60.00,54.00
AR,UT,F05,T00,59.00,34.00,23.00
OH,NY,F08,T00,77.00,238.00,65.00
OR,OR,F02,T00,2026.00,17260.00,33.00
ID,CA,F05,T04,63.00,38.00,18.00
NC,FL,F05,T04,352.00,390.00,126.00
LA,MS,F05,T00,171.00,236.00,19.00
ME,FL,F05,T00,12.00,6.00,4.00
PA,MD,F05,T03,409.00,258.00,19.00
IL,MS,F07,T06,130.00,994.00,242.00
FL,MA,F07,T00,201.00,370.00,246.00
AL,AL,F06,T00,452.00,608.00,30.00
OH,OH,F04,T04,901.00,2794.00,95.00
ID,CA,F07,T00,330.00,718.00,339.00
FL,MT,F08,T00,0.00,0.00,0.00
ID,LA,F03,T03,9.00,16.00,15.00
AL,NC,F09,T00,47.00,4.00,1.00
TX,WI,F08,T04,24.00,66.00,36.00
SD,NE,F06,T03,9.00,26.00,2.00
MI,GA,F07,T03,132.00,252.00,108.00
VT,MA,F07,T00,354.00,228.00,25.00
NC,KY,F09,T00,7.00,2.00,0.00
NE,WA,F04,T04,14.00,30.00,24.00
MN,GA,F05,T03,77.00,46.00,28.00
NH,FL,F07,T04,40.00,18.00,12.00
GA,SC,F05,T05,232.00,146.00,14.00
WI,WV,F07,T00,3.00,2.00,1.00
DE,AL,F07,T00,13.00,22.00,10.00
VA,OH,F05,T00,70.00,62.00,16.00
ND,ND,F07,T00,317.00,778.00,36.00
ND,MN,F04,T00,21.00,434.00,66.00
OH,IA,F08,T00,53.00,108.00,28.00
DE,PA,F05,T04,101.00,168.00,15.00
FL,AR,F05,T04,16.00,8.00,5.00
FL,CO,F08,T04,18.00,12.00,12.00
MA,DE,F05,T00,23.00,16.00,3.00
WI,TX,F07,T03,955.00,810.00,473.00
CO,MN,F08,T03,3.00,4.00,2.00
NC,DE,F07,T00,4.00,8.00,2.00
SC,MA,F06,T00,21.00,40.00,19.00
OH,CA,F07,T04,550.00,526.00,606.00
TX,IA,F04,T03,12.00,22.00,8.00
FL,GA,F03,T03,219.00,474.00,114.00
WI,TX,F03,T00,60.00,174.00,101.00
FL,MO,F05,T00,59.00,24.00,15.00
VA,MO,F05,T00,77.00,48.00,24.00
NJ,VT,F07,T03,27.00,32.00,6.00
MO,SD,F08,T03,2.00,4.00,1.00
OK,TN,F06,T00,28.00,92.00,30.00
AR,AL,F07,T03,35.00,70.00,25.00
CA,OR,F03,T03,234.00,254.00,96.00
IA,OH,F05,T03,411.00,280.00,91.00
KY,LA,F05,T03,35.00,42.00,15.00
MS,CA,F06,T04,31.00,56.00,55.00
WY,MO,F03,T00,15.00,60.00,26.00
CO,CO,F03,T03,625.00,834.00,23.00
KS,IA,F04,T04,7.00,32.00,6.00
SD,PA,F06,T04,9.00,6.00,4.00
NY,MA,F08,T00,122.00,208.00,32.00
CO,UT,F04,T03,66.00,202.00,63.00
FL,IA,F05,T03,4.00,0.00,1.00
WI,UT,F07,T00,127.00,80.00,59.00
WI,IL,F05,T04,547.00,322.00,32.00
IL,MO,F01,T03,2.00,2.00,0.00
LA,AL,F07,T00,89.00,154.00,27.00
NY,OH,F05,T03,12.00,8.00,1.00
WV,OK,F05,T04,4.00,4.00,2.00
FL,OR,F05,T03,9.00,2.00,2.00
KY,CO,F04,T03,2.00,2.00,1.00
KS,KS,F03,T00,750.00,5326.00,151.00
KS,GA,F05,T04,712.00,334.00,203.00
LA,LA,F04,T05,310.00,1536.00,51.00
TX,MS,F08,T03,175.00,440.00,100.00
ID,WY,F09,T03,3.00,0.00,0.00
KS,NM,F05,T03,72.00,34.00,10.00
ME,UT,F05,T00,1.00,0.00,1.00
MO,MD,F01,T00,1.00,0.00,0.00
SD,GA,F07,T04,9.00,4.00,2.00
KS,TX,F07,T04,190.00,488.00,106.00
NH,PA,F06,T04,58.00,28.00,6.00
PA,DC,F05,T03,59.00,26.00,2.00
AR,MO,F02,T03,15.00,108.00,6.00
