Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
NJ,IA,F07,T00,185.00,114.00,67.00
OK,OK,F04,T03,368.00,2464.00,66.00
NJ,KY,F07,T00,85.00,128.00,46.00
KS,MA,F06,T00,20.00,34.00,25.00
PA,IL,F07,T03,2135.00,2506.00,924.00
MI,WA,F06,T03,96.00,72.00,80.00
MN,AL,F07,T03,58.00,84.00,48.00
NJ,ME,F07,T03,80.00,68.00,14.00
SD,IA,F04,T03,155.00,1134.00,61.00
MT,TX,F06,T03,6.00,36.00,36.00
KY,MN,F08,T00,84.00,32.00,13.00
MN,WY,F06,T00,3.00,2.00,1.00
SC,NC,F08,T03,42.00,60.00,3.00
TX,FL,F06,T00,75.00,130.00,73.00
VA,WV,F04,T03,10.00,52.00,4.00
NE,NC,F09,T14,1.00,0.00,0.00
GA,AL,F07,T03,954.00,1386.00,148.00
MS,MO,F05,T03,118.00,134.00,41.00
IN,LA,F05,T00,11.00,8.00,3.00
NY,IL,F06,T00,318.00,250.00,90.00
GA,CA,F06,T00,121.00,124.00,153.00
IA,IA,F08,T03,93.00,220.00,8.00
MO,OK,F04,T03,190.00,968.00,111.00
GA,LA,F08,T00,67.00,84.00,20.00
MI,KY,F03,T00,14.00,20.00,4.00
AL,NC,F05,T03,208.00,160.00,43.00
NV,TX,F07,T03,102.00,108.00,102.00
NY,KY,F07,T00,59.00,82.00,26.00
KS,NV,F01,T00,7.00,0.00,0.00
CA,UT,F07,T00,1092.00,1790.00,660.00
CA,NE,F07,T03,226.00,348.00,278.00
AR,IL,F07,T00,163.00,284.00,88.00
AR,IA,F05,T00,32.00,44.00,19.00
OK,WA,F06,T00,5.00,8.00,7.00
AL,WA,F09,T14,1.00,0.00,0.00
MO,FL,F06,T00,88.00,132.00,77.00
UT,AR,F06,T03,24.00,16.00,12.00
MI,AL,F05,T00,34.00,18.00,7.00
NJ,MO,F06,T00,22.00,12.00,7.00
MA,OH,F05,T03,210.00,48.00,18.00
NY,GA,F05,T00,36.00,16.00,7.00
MS,LA,F02,T00,294.00,3774.00,975.00
IN,TN,F02,T06,245.00,3668.00,906.00
IN,GA,F02,T00,346.00,4880.00,1695.00
HI,HI,F08,T00,731.00,534.00,7.00
NC,CA,F09,T00,102.00,4.00,5.00
CA,GA,F05,T00,245.00,122.00,144.00
IN,OK,F01,T03,592.00,580.00,240.00
IA,MO,F05,T03,820.00,584.00,87.00
TX,TN,F05,T00,376.00,230.00,92.00
IN,MI,F05,T00,270.00,174.00,23.00
MS,GA,F05,T03,31.00,28.00,7.00
ND,KS,F07,T06,25.00,128.00,67.00
NY,RI,F04,T03,74.00,102.00,24.00
MN,OR,F07,T00,18.00,36.00,33.00
CA,CT,F08,T00,166.00,144.00,228.00
HI,CA,F03,T07,22.00,60.00,78.00
OH,MN,F06,T00,61.00,52.00,19.00
MO,NJ,F05,T00,28.00,26.00,16.00
VA,FL,F07,T03,431.00,800.00,365.00
IN,IN,F04,T00,1656.00,6868.00,192.00
MI,NY,F07,T03,338.00,806.00,225.00
WI,MN,F06,T03,66.00,166.00,16.00
IL,NJ,F05,T00,145.00,92.00,43.00
MI,MN,F05,T03,128.00,78.00,28.00
AZ,AZ,F08,T00,1776.00,1906.00,28.00
NE,NE,F07,T00,1205.00,2526.00,137.00
VT,MA,F04,T00,7.00,28.00,3.00
OK,OK,F02,T03,672.00,8436.00,345.00
IL,IL,F02,T03,5186.00,76500.00,1386.00
MO,OH,F06,T03,54.00,96.00,31.00
NJ,MI,F04,T00,32.00,64.00,21.00
IL,OH,F07,T03,1588.00,2358.00,424.00
GA,IN,F07,T00,153.00,220.00,69.00
CA,MI,F08,T00,318.00,308.00,387.00
AR,MO,F02,T00,15.00,108.00,6.00
CO,TX,F05,T00,286.00,180.00,107.00
IL,TN,F07,T06,86.00,546.00,132.00
NC,MI,F07,T00,1.00,0.00,0.00
MS,OH,F05,T00,66.00,30.00,12.00
CO,TX,F07,T14,4.00,0.00,0.00
OK,LA,F06,T03,6.00,20.00,6.00
KS,MI,F06,T03,65.00,86.00,33.00
AR,AZ,F04,T03,10.00,72.00,52.00
AZ,AZ,F03,T00,294.00,700.00,22.00
NE,TX,F03,T06,184.00,1398.00,951.00
NH,MA,F08,T03,414.00,980.00,32.00
PA,FL,F05,T00,81.00,30.00,16.00
FL,NJ,F06,T03,32.00,8.00,4.00
FL,CO,F08,T00,18.00,12.00,12.00
GA,NJ,F05,T03,237.00,168.00,69.00
OH,NC,F04,T06,99.00,926.00,380.00
PA,AZ,F09,T14,0.00,0.00,0.00
CO,MO,F07,T14,1.00,0.00,0.00
NC,WA,F05,T00,4.00,4.00,7.00
IA,GA,F05,T03,418.00,310.00,140.00
MS,MD,F07,T03,26.00,28.00,12.00
AR,MO,F05,T00,449.00,516.00,68.00
PA,NC,F04,T03,217.00,608.00,146.00
CA,WI,F06,T00,1.00,0.00,0.00
CO,MN,F08,T03,6.00,8.00,4.00
NE,NE,F03,T03,1280.00,8672.00,286.00
MI,AZ,F06,T03,96.00,104.00,108.00
MI,PA,F06,T00,412.00,612.00,196.00
GA,TN,F07,T03,605.00,780.00,123.00
OR,TX,F06,T00,38.00,30.00,36.00
NJ,MD,F07,T03,535.00,502.00,44.00
NY,MN,F05,T00,56.00,20.00,12.00
IL,NY,F05,T03,565.00,248.00,101.00
CO,WI,F08,T03,42.00,104.00,55.00
IA,PA,F08,T00,48.00,164.00,84.00
CT,TX,F07,T00,10.00,8.00,6.00
TN,MS,F05,T03,101.00,80.00,11.00
IN,VA,F05,T00,137.00,136.00,42.00
NY,VT,F04,T00,42.00,238.00,23.00
NE,MI,F05,T03,503.00,294.00,115.00
KS,TN,F04,T03,98.00,104.00,34.00
OH,MO,F07,T03,186.00,310.00,88.00
SD,KY,F07,T03,30.00,12.00,6.00
MO,WA,F05,T03,96.00,96.00,96.00
PA,NJ,F04,T14,0.00,0.00,0.00
PA,TX,F04,T00,31.00,78.00,58.00
WI,OK,F05,T03,51.00,46.00,21.00
OK,NJ,F07,T00,6.00,8.00,6.00
TX,OK,F07,T03,1330.00,3234.00,473.00
ME,TN,F07,T03,34.00,40.00,26.00
CA,IA,F03,T03,106.00,164.00,144.00
WI,IL,F04,T03,344.00,890.00,123.00
AR,AR,F08,T03,974.00,1284.00,24.00
GA,TX,F03,T14,0.00,0.00,0.00
AZ,AZ,F05,T00,1847.00,1106.00,38.00
NE,KS,F02,T00,323.00,4720.00,295.00
NY,IL,F05,T03,65.00,16.00,5.00
TX,AL,F05,T00,97.00,80.00,30.00
NY,TN,F06,T00,68.00,60.00,25.00
IN,VA,F02,T06,70.00,908.00,335.00
IL,AR,F07,T00,349.00,438.00,128.00
SC,SC,F05,T00,584.00,476.00,15.00
CA,VA,F08,T03,116.00,96.00,136.00
UT,NY,F07,T00,26.00,2.00,2.00
ID,MT,F03,T00,7.00,20.00,6.00
VA,NJ,F07,T03,218.00,428.00,69.00
MA,NV,F07,T00,17.00,24.00,33.00
TX,TX,F05,T00,14405.00,10728.00,963.00
IL,MS,F03,T06,209.00,1668.00,359.00
NC,NC,F03,T00,1055.00,2544.00,98.00
OH,KS,F06,T03,79.00,78.00,31.00
MO,PA,F07,T00,280.00,670.00,309.00
IL,MI,F06,T14,1.00,0.00,0.00
PA,WI,F06,T03,100.00,104.00,47.00
IN,IL,F06,T00,460.00,922.00,59.00
NC,DE,F04,T00,7.00,34.00,8.00
NE,KS,F07,T03,198.00,362.00,58.00
OK,TX,F06,T03,118.00,354.00,72.00
NY,NY,F07,T03,23618.00,41324.00,1379.00
GA,NJ,F05,T00,146.00,96.00,40.00
RI,RI,F08,T00,369.00,342.00,3.00
CA,CA,F08,T00,25768.00,29300.00,1141.00
CA,MI,F07,T00,234.00,230.00,275.00
WI,KY,F05,T03,45.00,32.00,8.00
CA,MN,F02,T00,7.00,34.00,42.00
NY,MO,F06,T03,12.00,18.00,9.00
ID,NE,F06,T00,1.00,2.00,1.00
GA,MA,F05,T03,172.00,106.00,59.00
OR,NH,F07,T00,10.00,22.00,36.00
PA,AR,F07,T00,17.00,86.00,40.00
AL,MS,F06,T14,0.00,0.00,0.00
IA,ND,F04,T00,47.00,60.00,19.00
NY,MI,F07,T03,434.00,544.00,157.00
LA,LA,F08,T03,2825.00,2492.00,31.00
PA,VA,F04,T03,346.00,1064.00,116.00
ID,CA,F05,T03,126.00,76.00,36.00
MS,CA,F07,T03,16.00,24.00,22.00
MT,UT,F06,T03,9.00,54.00,16.00
MS,MS,F08,T00,887.00,1192.00,25.00
ID,IA,F05,T03,30.00,12.00,10.00
UT,VT,F06,T00,3.00,4.00,4.00
FL,ND,F07,T03,8.00,16.00,16.00
VT,TX,F07,T00,37.00,30.00,33.00
CA,AZ,F04,T00,112.00,160.00,26.00
NY,OK,F07,T03,96.00,112.00,78.00
IL,OH,F07,T00,1028.00,2074.00,371.00
MD,DC,F05,T03,217.00,120.00,2.00
TX,PA,F03,T03,30.00,108.00,100.00
MT,NM,F07,T00,0.00,0.00,0.00
FL,OK,F06,T00,1.00,0.00,1.00
NJ,IN,F07,T00,93.00,64.00,23.00
OH,IL,F02,T00,102.00,1660.00,381.00
KS,CO,F05,T00,80.00,68.00,16.00
MT,UT,F06,T00,5.00,30.00,9.00
OR,OR,F04,T03,175.00,1544.00,46.00
OR,WA,F05,T03,1318.00,972.00,86.00
HI,AR,F03,T00,0.00,0.00,0.00
VT,VT,F08,T03,298.00,412.00,8.00
TN,MI,F06,T00,148.00,234.00,80.00
TN,VA,F06,T03,341.00,430.00,83.00
IN,SC,F07,T03,34.00,60.00,20.00
WI,KY,F05,T00,45.00,32.00,8.00
SD,IL,F05,T00,94.00,106.00,30.00
WI,CO,F05,T03,28.00,42.00,22.00
TX,IL,F05,T00,361.00,182.00,90.00
PA,PA,F07,T03,16245.00,34124.00,952.00
CO,NM,F07,T00,0.00,0.00,0.00
MS,NJ,F05,T00,38.00,22.00,13.00
NJ,SC,F04,T03,10.00,20.00,6.00
AR,IN,F05,T00,175.00,128.00,40.00
MO,WI,F08,T03,103.00,346.00,84.00
TX,CA,F07,T03,1582.00,1660.00,1320.00
LA,MS,F04,T03,38.00,70.00,6.00
GA,MN,F05,T00,143.00,184.00,106.00
SC,GA,F07,T14,0.00,0.00,0.00
CT,ID,F06,T03,0.00,0.00,0.00
ID,CA,F07,T00,330.00,718.00,339.00
KY,IL,F08,T00,58.00,48.00,9.00
OK,CA,F06,T00,13.00,34.00,25.00
SD,MI,F07,T00,6.00,8.00,3.00
OK,TX,F07,T00,242.00,306.00,55.00
KS,WI,F04,T03,22.00,60.00,16.00
KY,SD,F09,T00,1.00,0.00,0.00
MI,WI,F05,T03,54.00,30.00,5.00
IL,NM,F05,T03,20.00,12.00,6.00
NJ,IA,F07,T03,368.00,228.00,134.00
VT,MA,F07,T14,23.00,2.00,0.00
WV,OH,F06,T03,44.00,88.00,4.00
CO,WA,F08,T03,16.00,40.00,23.00
SC,VT,F05,T00,4.00,2.00,2.00
CA,OH,F07,T03,506.00,612.00,722.00
CA,GA,F06,T00,87.00,108.00,132.00
FL,NC,F09,T03,59.00,4.00,2.00
MN,OH,F07,T00,174.00,356.00,149.00
FL,MT,F01,T00,0.00,0.00,0.00
IA,WI,F08,T03,43.00,140.00,20.00
VA,NC,F07,T03,1836.00,2888.00,306.00
NY,VT,F07,T00,90.00,234.00,30.00
AL,FL,F05,T00,127.00,120.00,26.00
AR,LA,F07,T03,131.00,312.00,61.00
WA,OR,F07,T00,873.00,1668.00,185.00
NC,MD,F04,T03,7.00,54.00,12.00
GA,AL,F07,T00,581.00,822.00,86.00
IL,LA,F03,T07,1478.00,11452.00,7076.00
NC,NC,F04,T00,1788.00,14038.00,338.00
MN,TX,F07,T06,105.00,842.00,578.00
CO,UT,F06,T00,11.00,18.00,5.00
KS,CA,F06,T00,133.00,172.00,144.00
IN,OK,F07,T03,26.00,44.00,16.00
VA,GA,F07,T03,458.00,534.00,119.00
IN,AL,F04,T00,91.00,482.00,113.00
GA,FL,F09,T03,320.00,56.00,12.00
SD,CA,F04,T00,24.00,356.00,378.00
PA,WV,F04,T03,6.00,20.00,2.00
PA,PA,F07,T00,10721.00,21244.00,631.00
NY,MI,F03,T03,140.00,112.00,34.00
CA,NM,F08,T03,88.00,124.00,60.00
KY,WY,F08,T03,64.00,24.00,14.00
KY,MI,F07,T03,92.00,66.00,14.00
KS,KS,F07,T03,2245.00,5362.00,134.00
IN,SC,F07,T00,17.00,30.00,10.00
CA,WI,F08,T03,70.00,72.00,80.00
IL,TX,F06,T06,28.00,142.00,89.00
MA,MD,F05,T03,394.00,102.00,22.00
MD,MD,F04,T03,916.00,4872.00,34.00
LA,MO,F05,T03,30.00,32.00,10.00
NC,IN,F05,T03,172.00,196.00,66.00
MD,NY,F07,T03,156.00,114.00,17.00
NJ,CA,F04,T00,811.00,716.00,1130.00
IN,KS,F04,T03,56.00,52.00,18.00
SD,MA,F07,T03,22.00,8.00,8.00
CO,WI,F08,T00,42.00,104.00,55.00
OK,AZ,F05,T03,84.00,74.00,35.00
WI,KY,F07,T03,235.00,216.00,62.00
IA,VA,F07,T00,48.00,136.00,79.00
GA,MA,F07,T00,37.00,82.00,43.00
TN,MD,F06,T00,58.00,82.00,27.00
KS,DE,F04,T03,2.00,4.00,2.00
WI,IA,F08,T03,117.00,282.00,45.00
CO,KS,F08,T00,66.00,184.00,51.00
NE,AZ,F02,T00,75.00,1206.00,863.00
KY,IL,F09,T03,184.00,30.00,6.00
NH,RI,F03,T00,1.00,0.00,0.00
KS,NC,F02,T06,72.00,640.00,430.00
FL,AR,F07,T00,19.00,28.00,15.00
IN,MS,F02,T00,1.00,20.00,6.00
MN,OK,F07,T00,54.00,252.00,100.00
WV,MD,F09,T03,2.00,0.00,0.00
MA,NH,F06,T00,39.00,28.00,1.00
FL,OH,F08,T00,16.00,14.00,7.00
NE,NV,F02,T00,6.00,88.00,60.00
IA,IA,F06,T03,702.00,2962.00,62.00
MN,NC,F05,T00,82.00,42.00,26.00
NJ,LA,F07,T00,20.00,16.00,10.00
AR,VA,F05,T00,117.00,66.00,33.00
MI,CO,F07,T00,27.00,42.00,25.00
WA,TX,F07,T00,421.00,474.00,570.00
CO,OK,F08,T03,253.00,608.00,223.00
KY,PA,F05,T00,118.00,64.00,21.00
WI,MT,F07,T03,1.00,0.00,0.00
MO,MN,F05,T00,122.00,92.00,25.00
OK,IN,F05,T00,19.00,18.00,7.00
CA,CA,F06,T03,25313.00,44096.00,2020.00
FL,PA,F05,T03,402.00,124.00,68.00
CA,FL,F05,T00,114.00,46.00,62.00
TN,TX,F07,T00,375.00,678.00,270.00
MN,VA,F07,T03,106.00,148.00,88.00
AZ,CA,F03,T14,0.00,0.00,0.00
WA,ID,F04,T00,3.00,18.00,6.00
WI,TN,F07,T00,189.00,192.00,76.00
TX,MI,F05,T03,196.00,108.00,70.00
OH,NC,F05,T00,35.00,20.00,5.00
WA,MD,F03,T00,38.00,88.00,121.00
IL,MA,F05,T00,126.00,78.00,41.00
NC,NH,F05,T03,16.00,16.00,6.00
MI,SC,F03,T00,2.00,6.00,2.00
NV,CA,F07,T14,5.00,0.00,0.00
NC,PA,F05,T00,509.00,540.00,124.00
IA,MO,F04,T14,0.00,0.00,0.00
NY,MA,F08,T03,227.00,392.00,61.00
UT,NV,F04,T03,16.00,32.00,6.00
FL,AZ,F06,T00,1.00,0.00,1.00
WI,IN,F07,T03,578.00,614.00,117.00
IL,CO,F06,T00,39.00,44.00,22.00
AR,MO,F07,T03,349.00,506.00,71.00
OK,SC,F05,T03,98.00,50.00,30.00
ND,KY,F07,T03,13.00,42.00,21.00
NV,PA,F07,T00,14.00,16.00,21.00
ND,VT,F04,T00,2.00,46.00,40.00
OH,AL,F02,T00,73.00,848.00,334.00
MN,FL,F05,T03,320.00,164.00,136.00
ID,OH,F07,T03,116.00,112.00,106.00
IN,OR,F07,T00,7.00,4.00,5.00
IA,KY,F07,T00,36.00,50.00,17.00
VA,NC,F04,T00,87.00,688.00,47.00
ID,TX,F05,T00,17.00,8.00,7.00
MO,VA,F06,T03,53.00,102.00,55.00
VT,MD,F07,T00,34.00,16.00,5.00
IA,MT,F02,T03,6.00,32.00,22.00
ND,NY,F07,T00,44.00,180.00,120.00
KS,CA,F04,T03,120.00,174.00,139.00
OH,MO,F07,T00,98.00,162.00,46.00
OR,CO,F07,T00,55.00,66.00,35.00
SD,SD,F09,T03,48.00,4.00,0.00
MT,CA,F04,T03,0.00,4.00,2.00
MO,MA,F05,T03,22.00,24.00,18.00
TX,MO,F07,T00,229.00,446.00,163.00
CA,MT,F03,T03,170.00,240.00,178.00
IN,TN,F03,T03,6.00,4.00,2.00
OH,MS,F07,T03,58.00,92.00,34.00
UT,UT,F04,T03,120.00,836.00,26.00
IA,OK,F04,T00,95.00,404.00,139.00
MO,NE,F07,T03,158.00,294.00,58.00
OR,AR,F07,T00,11.00,14.00,15.00
TX,TX,F07,T03,40680.00,89564.00,4311.00
WA,WA,F08,T03,3684.00,4844.00,116.00
NJ,SC,F04,T00,5.00,10.00,3.00
MN,GA,F06,T00,30.00,188.00,112.00
TX,UT,F03,T00,8.00,8.00,7.00
AL,AL,F06,T03,452.00,608.00,30.00
PA,UT,F07,T00,58.00,68.00,70.00
WA,WA,F05,T07,90.00,40.00,0.00
OK,KS,F05,T03,484.00,354.00,42.00
MN,IN,F07,T00,361.00,456.00,140.00
IA,MN,F04,T14,0.00,0.00,0.00
IL,GA,F05,T00,364.00,152.00,56.00
MD,MD,F05,T00,803.00,374.00,7.00
MN,FL,F07,T03,150.00,164.00,134.00
KY,KY,F05,T00,308.00,268.00,10.00
ND,MN,F06,T00,197.00,560.00,99.00
CA,AZ,F03,T03,1311.00,970.00,232.00
MO,WA,F05,T00,48.00,48.00,48.00
WI,IL,F08,T03,429.00,1262.00,75.00
KS,FL,F05,T00,363.00,172.00,137.00
RI,NC,F07,T03,0.00,0.00,0.00
FL,SC,F07,T03,160.00,828.00,183.00
NV,WY,F07,T03,16.00,16.00,6.00
AZ,TN,F04,T03,16.00,60.00,50.00
NC,MA,F07,T14,0.00,0.00,0.00
WI,PA,F03,T03,4.00,28.00,14.00
NE,OK,F05,T00,46.00,42.00,12.00
FL,WA,F06,T03,2.00,0.00,2.00
TX,IA,F04,T00,12.00,22.00,8.00
TN,TN,F07,T00,4412.00,13462.00,333.00
MI,TX,F02,T06,2.00,20.00,13.00
IA,IA,F05,T03,5707.00,4804.00,244.00
MO,OH,F01,T03,12.00,0.00,0.00
OH,NC,F08,T00,39.00,106.00,28.00
MO,VA,F01,T00,4.00,0.00,0.00
MN,VA,F05,T03,280.00,116.00,76.00
GA,AR,F05,T03,58.00,82.00,32.00
PA,MS,F07,T00,45.00,62.00,32.00
RI,CT,F04,T03,36.00,44.00,2.00
MN,OH,F05,T03,604.00,348.00,130.00
IL,CT,F07,T03,70.00,60.00,28.00
MO,IN,F08,T03,77.00,262.00,28.00
NY,NY,F08,T00,9679.00,9052.00,136.00
TX,NY,F06,T00,23.00,22.00,20.00
WI,VA,F02,T06,52.00,460.00,290.00
CO,NJ,F05,T00,109.00,52.00,44.00
OR,MD,F07,T00,18.00,28.00,39.00
CO,NM,F06,T03,28.00,54.00,11.00
DE,NY,F05,T03,604.00,556.00,88.00
KY,CA,F06,T03,251.00,258.00,296.00
ND,OH,F03,T03,9.00,32.00,17.00
CT,IN,F07,T03,6.00,4.00,2.00
OH,GA,F01,T03,1.00,2.00,0.00
SC,PA,F06,T00,42.00,48.00,15.00
WA,MD,F03,T03,62.00,116.00,154.00
CA,AR,F07,T03,378.00,496.00,414.00
MO,VA,F04,T00,20.00,60.00,29.00
MI,IN,F05,T00,48.00,58.00,4.00
MO,CT,F07,T03,10.00,4.00,2.00
TX,NE,F05,T03,156.00,72.00,26.00
KY,VA,F07,T00,32.00,40.00,12.00
KY,IL,F05,T00,209.00,144.00,25.00
NC,MA,F03,T00,7.00,40.00,16.00
OH,TX,F06,T03,362.00,312.00,174.00
WI,IN,F06,T03,32.00,52.00,10.00
KY,GA,F09,T00,7.00,0.00,0.00
WY,MT,F07,T03,53.00,222.00,38.00
OH,CT,F06,T03,23.00,40.00,13.00
MN,FL,F07,T00,75.00,82.00,67.00
MO,IL,F08,T00,594.00,1102.00,99.00
KS,KS,F02,T03,4412.00,60746.00,1539.00
UT,NV,F04,T00,8.00,16.00,3.00
UT,ID,F07,T03,99.00,192.00,22.00
KY,NJ,F06,T03,33.00,36.00,14.00
IL,SC,F04,T06,5.00,148.00,66.00
AL,NC,F07,T00,49.00,40.00,9.00
IL,IA,F04,T03,458.00,1840.00,190.00
MD,IA,F04,T00,0.00,0.00,0.00
MO,NJ,F05,T03,56.00,52.00,32.00
NC,WV,F05,T00,9.00,6.00,1.00
LA,NC,F05,T00,39.00,26.00,12.00
MT,MT,F08,T00,349.00,500.00,13.00
PA,OH,F05,T03,1305.00,614.00,66.00
CA,OR,F05,T06,15.00,16.00,7.00
NJ,FL,F07,T14,3.00,0.00,0.00
IN,WI,F06,T03,156.00,128.00,17.00
TX,TX,F03,T00,4067.00,9062.00,491.00
MS,OH,F05,T03,131.00,60.00,24.00
NY,MT,F05,T03,4.00,0.00,2.00
CT,NY,F06,T03,850.00,760.00,53.00
FL,SC,F05,T00,141.00,50.00,11.00
FL,UT,F05,T00,24.00,6.00,6.00
TX,TX,F02,T03,5643.00,75880.00,1798.00
TN,NC,F04,T00,8.00,86.00,15.00
IL,OK,F07,T03,34.00,68.00,21.00
PA,NY,F05,T03,1885.00,1036.00,86.00
MO,IL,F06,T14,0.00,0.00,0.00
AR,PA,F07,T03,81.00,132.00,80.00
UT,CA,F06,T03,432.00,984.00,362.00
CO,KY,F05,T00,56.00,18.00,11.00
WV,PA,F05,T03,402.00,300.00,33.00
ND,NY,F06,T03,34.00,64.00,50.00
GA,IL,F05,T03,168.00,160.00,59.00
NH,CT,F07,T03,180.00,220.00,16.00
FL,PA,F01,T14,1.00,0.00,0.00
SC,AL,F03,T00,36.00,38.00,7.00
MA,IA,F07,T03,34.00,12.00,10.00
MS,MS,F06,T03,9.00,24.00,3.00
MN,IL,F07,T00,728.00,1320.00,360.00
TN,MN,F06,T00,2.00,6.00,3.00
LA,MS,F06,T03,83.00,110.00,13.00
ND,GA,F04,T00,3.00,14.00,10.00
OH,KY,F08,T00,129.00,350.00,27.00
NE,IA,F04,T03,344.00,1484.00,118.00
MO,PA,F04,T00,77.00,178.00,90.00
MO,NE,F07,T00,104.00,220.00,41.00
NC,SC,F06,T00,180.00,258.00,26.00
IL,PA,F07,T00,1296.00,1548.00,591.00
MI,MO,F07,T03,251.00,434.00,113.00
MN,MN,F08,T03,4352.00,6986.00,241.00
DE,NV,F05,T00,1.00,0.00,1.00
OH,PA,F02,T00,95.00,1438.00,328.00
MA,MN,F05,T00,1.00,0.00,0.00
VA,OH,F05,T00,70.00,62.00,16.00
AK,MI,F05,T11,1.00,0.00,0.00
KY,MS,F07,T00,36.00,56.00,11.00
GA,MO,F07,T00,74.00,102.00,38.00
IN,NC,F04,T06,134.00,1116.00,510.00
AR,CA,F06,T00,35.00,134.00,126.00
NY,NH,F09,T03,2.00,0.00,0.00
NV,MD,F08,T03,66.00,8.00,12.00
NC,MO,F07,T03,74.00,152.00,66.00
IL,AR,F06,T00,124.00,144.00,43.00
MN,MN,F03,T03,2670.00,18118.00,599.00
SC,WI,F06,T03,10.00,20.00,10.00
GA,ID,F05,T00,32.00,26.00,28.00
KS,TX,F04,T00,2.00,24.00,8.00
AL,DC,F05,T03,8.00,0.00,0.00
ID,OR,F02,T00,130.00,1104.00,396.00
AK,WY,F08,T00,1.00,2.00,1.00
NE,NY,F05,T00,237.00,142.00,88.00
CA,WA,F05,T00,394.00,226.00,107.00
KY,ID,F08,T00,9.00,6.00,6.00
IA,NC,F05,T00,63.00,42.00,22.00
UT,WY,F07,T03,67.00,196.00,19.00
WI,CA,F05,T00,214.00,118.00,121.00
WV,GA,F05,T03,78.00,52.00,14.00
TX,WI,F03,T00,11.00,24.00,18.00
SD,CO,F05,T03,158.00,132.00,46.00
NJ,MO,F07,T00,102.00,98.00,49.00
NE,CA,F01,T03,22.00,44.00,36.00
MN,PA,F07,T03,400.00,376.00,204.00
CT,IA,F06,T00,2.00,2.00,1.00
NV,UT,F04,T00,1.00,22.00,5.00
VA,SC,F06,T03,98.00,136.00,24.00
TX,WI,F08,T03,48.00,132.00,72.00
IL,NY,F07,T00,308.00,554.00,174.00
IA,NY,F07,T00,139.00,740.00,380.00
IA,IN,F06,T00,135.00,232.00,52.00
MO,TN,F06,T00,56.00,114.00,31.00
OR,MS,F07,T03,68.00,76.00,92.00
FL,ND,F07,T00,4.00,8.00,8.00
IA,TX,F07,T00,961.00,5162.00,2474.00
IN,IL,F07,T03,2841.00,11508.00,564.00
NC,IL,F07,T00,154.00,274.00,119.00
CO,OR,F04,T03,372.00,612.00,362.00
WI,NE,F07,T00,120.00,94.00,28.00
NC,NE,F03,T03,4.00,0.00,0.00
NE,OH,F04,T03,34.00,136.00,56.00
CA,SC,F07,T03,86.00,184.00,203.00
OH,NE,F06,T03,100.00,142.00,56.00
IL,MI,F05,T03,105.00,60.00,10.00
GA,GA,F04,T00,1688.00,10450.00,360.00
OR,CA,F07,T00,936.00,1226.00,505.00
TN,MI,F05,T00,15.00,26.00,7.00
ID,WA,F02,T03,4.00,60.00,10.00
MI,UT,F06,T00,13.00,14.00,11.00
MS,CA,F05,T03,360.00,328.00,314.00
GA,WI,F05,T00,37.00,36.00,17.00
NC,NE,F07,T00,8.00,14.00,10.00
KY,MA,F07,T00,18.00,16.00,8.00
IL,OR,F09,T00,6.00,0.00,0.00
MO,SD,F08,T03,4.00,8.00,2.00
KY,GA,F07,T00,236.00,340.00,70.00
KY,WA,F07,T00,13.00,14.00,17.00
KY,TX,F04,T00,25.00,22.00,9.00
MA,RI,F07,T00,473.00,648.00,14.00
IN,MI,F02,T03,2.00,40.00,4.00
OH,WI,F05,T03,17.00,6.00,2.00
AR,AR,F02,T00,626.00,6178.00,184.00
MA,MA,F09,T03,126.00,4.00,0.00
OH,MD,F05,T00,8.00,4.00,1.00
KY,TN,F08,T00,69.00,46.00,6.00
MD,DE,F08,T03,17.00,6.00,0.00
FL,AL,F03,T00,49.00,84.00,24.00
MD,PA,F08,T00,52.00,56.00,5.00
MD,DE,F06,T03,201.00,944.00,16.00
IA,IL,F06,T00,358.00,812.00,103.00
NH,TX,F07,T03,28.00,12.00,12.00
AR,UT,F07,T03,22.00,16.00,10.00
OR,UT,F05,T03,48.00,12.00,4.00
KY,CT,F06,T03,4.00,4.00,2.00
PA,PA,F06,T00,2807.00,4816.00,139.00
NV,MD,F07,T03,20.00,40.00,56.00
PA,IN,F04,T00,10.00,28.00,6.00
MN,UT,F06,T00,78.00,64.00,41.00
IA,GA,F04,T03,189.00,514.00,220.00
SC,NC,F05,T03,382.00,394.00,31.00
AL,IL,F05,T00,143.00,118.00,39.00
GA,FL,F08,T00,518.00,630.00,162.00
SD,CA,F07,T00,64.00,20.00,19.00
OH,OH,F02,T03,1875.00,25736.00,516.00
IN,KY,F06,T03,214.00,452.00,37.00
MN,NY,F02,T06,56.00,410.00,273.00
KY,FL,F06,T00,13.00,22.00,9.00
TN,GA,F07,T00,586.00,1340.00,178.00
MN,WI,F05,T00,579.00,492.00,89.00
KS,TN,F05,T00,215.00,106.00,52.00
IL,MI,F08,T00,10.00,24.00,4.00
IA,IL,F04,T00,307.00,1606.00,215.00
AL,GA,F06,T00,364.00,1030.00,112.00
KY,OH,F04,T00,45.00,208.00,18.00
ND,IA,F06,T03,12.00,26.00,7.00
DE,UT,F05,T00,1.00,0.00,1.00
